source_id,spt,spt_num,w1_n_epochs,w1_chi2_red,w1_amp_mag,w1_mean_mag,w1_duty_cycle_high,w1_two_state_sep_mag,w1_parity_frac,w1_parity_z,w1_mean_n_exp,w2_n_epochs,w2_chi2_red,w2_amp_mag,w2_mean_mag,w2_duty_cycle_high,w2_two_state_sep_mag,w2_parity_frac,w2_parity_z,w2_mean_n_exp,w2_chi2_threshold,w1_w2_mean,w1_w2_expected,colour_identity_ok,pm_known,duty_cycle_veto,duty_cycle_candidate,duty_cycle_flag,status
WISE J000517.48+373720.5,T9,29.0,19,2.118507011400778,0.5040006637573242,16.2144033817297,0.21052631578947367,0.25435052712758477,0.008571955812393492,0.5777151474084378,6.7368421052631575,19,4.723077055834771,0.20199966430664062,13.287664907224979,0.5789473684210527,0.11114770715886912,0.06084183416183703,1.2774686883771922,6.684210526315789,10.145520425155123,2.9267384745047202,3.0,True,True,,False,False,TESTED
WISE J001505.87-461517.6,T8,28.0,5,1.4392229335316484,0.21950054168701172,16.333103102415336,0.8,0.18237519264221191,0.03850790722105777,0.29790810978313303,5.0,5,0.9576086652191089,0.3045001029968244,14.345295575085219,0.2,0.1922503709793073,0.012210978270582372,0.20979973913362007,5.0,10.145520425155123,1.9878075273301175,2.6,True,True,,False,False,TOO_FEW_EPOCHS
WISE J003231.09-494651.4,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,True,,False,False,NO_EPOCHS
ULAS J003402.77-005206.7,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,True,,False,False,NO_EPOCHS
2MASS J00345157+0523050,T6.5,26.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.05,True,False,,False,False,NO_EPOCHS
WISE J003829.05+275852.1,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
Gl 27B,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,False,,False,False,NO_EPOCHS
WISE J004024.88+090054.8,T7,27.0,21,1.83087130025906,0.38499975204467773,15.865635428193567,0.6190476190476191,0.15952392724844167,0.0056258895872142905,0.39927832882568925,9.619047619047619,21,4.900583233691802,0.29049968719482244,13.822846044428974,0.6666666666666666,0.11867843355451235,0.05855076024131354,1.2389665863300297,9.666666666666666,10.145520425155123,2.0427893837645925,2.2,True,True,,False,False,TESTED
WISE J004945.61+215120.0,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,False,,False,False,NO_EPOCHS
2MASS J00501994-3322402,T7,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,True,,False,False,NO_EPOCHS
CFBDS J005910.90-011401.3,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,False,,False,False,NO_EPOCHS
WISEPA J012333.21+414203.9,T7,27.0,1,,,,,,,,4.0,1,,,,,,,,4.0,10.145520425155123,,2.2,True,True,,False,False,TOO_FEW_EPOCHS
CFBDS J013302.27+023128.4,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,True,,False,False,NO_EPOCHS
WISE J014656.66+423410.0AB,Y0,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
WISEPC J014807.25-720258.7,T9.5,29.5,1,,,,,,,,4.0,1,,,,,,,,4.0,10.145520425155123,,3.25,True,True,,False,False,TOO_FEW_EPOCHS
ULAS J015024.37+135924.0,T7.5,27.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.4000000000000004,True,True,,False,False,NO_EPOCHS
WISEP J022105.94+384202.9,T6.5,26.5,6,4.391620269441381,0.2635002136230469,16.097191211661496,0.5,0.16616694132487098,0.05543940582230483,0.5534566970956506,4.666666666666667,6,28.153448770406783,0.4849996566772461,14.54518821015524,0.3333333333333333,0.3538750410079956,0.004744762174315226,0.4960420735156623,4.666666666666667,10.145520425155123,1.5520030015062556,2.05,True,True,,False,False,TOO_FEW_EPOCHS
WISEPC J022322.39-293258.1,T7.5,27.5,4,1.3365517512748994,0.21100139617919922,16.416358243023215,0.5,0.15875005722045898,0.8805317730704004,1.611402070054473,4.25,4,0.24352524772606424,0.12650012969970703,14.040868062069821,0.75,0.10200007756551166,0.07607091120782265,0.2364593355025385,4.25,10.145520425155123,2.3754901809533937,2.4000000000000004,True,True,,False,False,TOO_FEW_EPOCHS
WISEPA J022623.98-021142.8AB,T7,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,True,,False,False,NO_EPOCHS
WISE J023318.05+303030.5,T6,26.0,16,2.496760296576776,0.38949966430663885,16.185751178142166,0.6875,0.2249092448841452,0.223090286195579,2.351412088187743,6.125,16,2.800379149137582,0.5774998664855957,14.394453052334203,0.25,0.24337510267893414,0.03000393445959016,1.0966755317054888,6.125,10.145520425155123,1.7912981258079625,1.9,True,True,,False,False,TESTED
WISE J024124.73-365328.0,T7,27.0,15,12.657574356011391,0.5484995841979963,16.289621868956342,0.26666666666666666,0.25147717649286605,0.029294482229162477,0.901798220386861,5.8,15,1.9697274783967664,0.36949968338012695,14.358737936076563,0.6666666666666666,0.1651999473571788,0.2575466140992001,2.1633346519917627,5.866666666666666,10.145520425155123,1.9308839328797784,2.2,True,True,,False,False,TESTED
2MASSI J0243137-245329,T6,26.0,22,6.677842711825078,0.1789999008178711,14.651726797895265,0.5454545454545454,0.06734997431437151,0.00012268304700541234,0.08029742508824958,10.772727272727273,22,3.428386386940633,0.15250015258789062,12.985509659279007,0.45454545454545453,0.06200838088989258,0.07049582493369923,1.680288809792579,10.954545454545455,10.145520425155123,1.6662171386162576,1.9,True,True,,False,False,TESTED
WISE J024512.62-345047.8,T8,28.0,6,2.1595378660507856,0.4160003662109375,16.344448748142824,0.16666666666666666,0.3065004348754883,0.1678781483787562,1.555398254824433,5.166666666666667,6,7.569972156149762,0.3730001449584961,14.543081909113381,0.6666666666666666,0.2713749408721924,0.22145995165976076,1.3271366884488274,5.166666666666667,10.145520425155123,1.801366839029443,2.6,True,True,,False,False,TOO_FEW_EPOCHS
WISE J024714.52+372523.5,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISEPA J025409.45+022359.1,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISEA J030237.53-581740.3,Y0:,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
WISE J030449.03-270508.3,Y0pec,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
WISEA J030919.70-501614.2,[T7],27.0,22,4.014201383532354,0.3359994888305664,16.26728855499932,0.2727272727272727,0.1729583740234375,0.05970796538122487,1.4875877468289347,10.545454545454545,22,1.8853365554212997,0.30900001525878906,13.63098298248583,0.8636363636363636,0.1544647635075087,0.10052451587483219,1.6551825907176905,10.590909090909092,10.145520425155123,2.6363055725134874,2.2,True,True,,False,False,TESTED
WISEPA J031325.96+780744.2,T8.5,28.5,20,3.377740360785095,0.40799999237060547,15.968095883574112,0.65,0.1788458352560518,0.028791831609349144,0.8787441181101245,9.05,20,1.4277346266353206,0.08500003814697266,13.230720539489797,0.55,0.05180288083625584,0.05219354387910233,0.7664797983947329,9.0,10.145520425155123,2.737375344084315,2.8,True,True,,False,False,TESTED
WISE J031624.35+430709.1,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISEA J032309.12-590751.0,[T6],26.0,20,2.9320418775672414,0.4395008087158203,16.347968022460275,0.4,0.17633342742919922,0.0020213841780634327,0.3054721256887926,11.2,20,3.211545257586016,0.2655000686645508,14.47727409354314,0.25,0.1351333618164059,0.02147350913660822,0.7406373694905247,11.25,10.145520425155123,1.8706939289171345,1.9,True,True,,False,False,TESTED
WISEPC J032337.53-602554.9,T8.5,28.5,6,6.398405736541486,0.27500057220458984,16.55384507731077,0.8333333333333334,0.19800052642822408,0.005599021875561638,0.20202189420027208,5.0,6,2.864766603079816,0.3149995803833008,14.618068644996656,0.3333333333333333,0.1809999942779541,0.017992286427889196,0.27472095162117355,4.833333333333333,10.145520425155123,1.9357764323141122,2.8,True,True,,False,False,TOO_FEW_EPOCHS
WISE J032504.33-504400.3,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISE J032517.69-385454.1,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISE J032547.72+083118.2,T7,27.0,21,3.7983320111017065,0.37249994277953924,15.387538078593849,0.42857142857142855,0.16576382848951532,0.09771702920051921,2.0663173612668717,9.904761904761905,21,2.7531559604020845,0.147000312805174,13.575312627899597,0.5714285714285714,0.0721250507566662,0.16014206601102843,1.872354171824679,9.952380952380953,10.145520425155123,1.8122254506942514,2.2,True,True,,False,False,TESTED
WISE J033515.01+431045.1,T9,29.0,21,2.3993084007849026,0.3320007324218732,14.894217231770222,0.5714285714285714,0.1736390723122483,0.02227460739137335,1.0076615043482342,14.619047619047619,21,2.7624280923231583,0.550999641418457,14.381092128176066,0.8571428571428571,0.2518053584628621,0.05300190321018867,1.5641879905506837,14.666666666666666,10.145520425155123,0.513125103594156,3.0,False,True,,False,False,TESTED
WISE J033605.05-014350.4,Y0,30.0,1,,,,,,,,4.0,1,,,,,,,,5.0,10.145520425155123,,3.5,True,True,,False,False,TOO_FEW_EPOCHS
2MASS J03480772-6022270,T7,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,False,,False,False,NO_EPOCHS
WISE J035000.32-565830.2,Y1,31.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,4.0,True,True,,False,False,NO_EPOCHS
WISE J035934.06-540154.6,Y0,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
WISE J040443.48-642029.9,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISEPA J041022.71+150248.5,Y0,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
WISE J041358.14-475039.3,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
2MASSI J0415195-093506,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISE J043052.92+463331.6,T8,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISEPA J045853.89+643452.9AB,T8.5,28.5,21,1.9021588719206401,0.31600093841552734,16.11070318910721,0.6190476190476191,0.1289856984065132,0.0709113072674441,1.3694747396856153,12.714285714285714,21,1.2210358964832735,0.07149982452392578,13.007077646799605,0.47619047619047616,0.03170446482571698,0.11380034284051117,1.2905114677738978,12.761904761904763,10.145520425155123,3.1036255423076042,2.8,True,True,,False,False,TESTED
WISEPA J050003.05-122343.2,T8,28.0,5,2.6971531898900745,0.19999980926513672,16.330327228049057,0.4,0.14283370971679688,0.0009125081139644253,0.07045499986685369,5.4,5,5.35816750347862,0.2544994354248047,13.898416545320007,0.6,0.14549938837687115,0.14885209447647194,1.4412096295276007,5.4,10.145520425155123,2.4319106827290504,2.6,True,True,,False,False,TOO_FEW_EPOCHS
WISE J051208.66-300404.4,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,True,,False,False,NO_EPOCHS
WISEPA J051317.28+060814.7,T6.5,26.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.05,True,False,,False,False,NO_EPOCHS
WISE J052126.29+102528.4,T7.5,27.5,21,14.176069756157801,0.23600006103515625,14.204872702511263,0.5238095238095238,0.11353189294988475,0.007819685981272037,1.0613662944411533,11.333333333333334,21,3.2918035912847543,0.09249973297118963,12.374632242413005,0.5714285714285714,0.03994429111480713,0.01575684726254081,0.9042368706622188,11.428571428571429,10.145520425155123,1.830240460098258,2.4000000000000004,True,True,,False,False,TESTED
UGPS J052127.27+364048.6,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,True,,False,False,NO_EPOCHS
WISEPA J052844.51-330823.9,T7pec,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,True,,False,False,NO_EPOCHS
WISE J053516.80-750024.9,>or=Y1:,31.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,4.0,True,True,,False,False,NO_EPOCHS
WISE J054047.00+483232.4,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,True,,False,False,NO_EPOCHS
WISEPA J054231.26-162829.1,T6.5,26.5,21,4.406800840160137,0.4045004844665545,16.043212554664777,0.5714285714285714,0.20405594507853309,0.19827723812898812,3.469867150259116,9.619047619047619,21,7.077916852809002,0.23599958419799627,13.928330261667476,0.42857142857142855,0.13349994023640832,0.02491098142146284,0.9907447026959255,9.523809523809524,10.145520425155123,2.114882292997301,2.05,True,True,,False,False,TESTED
Gl 229B,T7pec,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,False,,False,False,NO_EPOCHS
WISEPA J061213.93-303612.7AB,T6,26.0,10,9.797230064511867,0.36349964141845525,16.272692907489628,0.5,0.27230024337768555,0.10514209673712194,0.9996971376056837,5.2,10,6.2465279895000245,0.34399986267089844,13.997358977310494,0.9,0.23761108186509894,0.09709513533839224,1.3556640250787653,5.1,10.145520425155123,2.2753339301791335,1.9,True,True,,False,False,TESTED
WISEPA J061407.49+391236.4,T6,26.0,21,4.737915262288969,0.47499990463256836,15.940670446035403,0.38095238095238093,0.19894714997364815,0.03129254453510395,1.106919864963843,8.095238095238095,21,4.092967875743335,0.2135000228881836,13.585131150664091,0.47619047619047616,0.10365917899391874,0.054694013988443646,1.3678148751236414,8.0,10.145520425155123,2.3555392953713117,1.9,True,True,,False,False,TESTED
WISE J061437.73+095135.0,T7,27.0,20,2.1064978604681284,0.13199949264526367,14.552731091324196,0.75,0.06093324025471958,0.16171423424702544,1.6052547553405845,8.65,20,6.924661770064231,0.37149953842163086,14.496492045965082,0.35,0.16978574585128747,0.01588850254979483,0.8122864571962052,8.75,10.145520425155123,0.056239045359113504,2.2,False,True,,False,False,TESTED
WISEA J061557.21+152626.1,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,False,,False,False,NO_EPOCHS
WISEPA J062309.94-045624.6,T8,28.0,18,3.057164311549156,0.37199974060058594,16.08307614580401,0.7222222222222222,0.21437684572660132,0.052468466399117696,0.9064735042771958,6.0,18,2.0423311893313483,0.16450023651123047,13.789968919679085,0.2777777777777778,0.08811531800490258,0.004428828267425045,0.20162677237742194,5.944444444444445,10.145520425155123,2.293107226124926,2.6,True,True,,False,False,TESTED
WISEPA J062542.21+564625.5,T6,26.0,18,1.2575702165906684,0.3640003204345703,16.15727785920156,0.3888888888888889,0.16183158948824072,0.1611443213358834,1.6957846397363505,7.388888888888889,18,1.0445482990876684,0.24449968338012695,14.41892031983138,0.7222222222222222,0.12274629152738115,0.020363706353892536,0.6082316898087059,7.5,10.145520425155123,1.7383575393701811,1.9,True,True,,False,False,TESTED
WISEPA J062720.07-111428.8,T6,26.0,20,18.63180600460393,0.4334998130798322,14.80945933606497,0.5,0.20114979743957484,0.06394400337012175,2.6194599425819054,9.55,20,8.464788258158578,0.1870002746582049,13.315977999891444,0.8,0.10543754696846008,0.1484303688254224,2.4329225116784734,9.6,10.145520425155123,1.4934813361735255,1.9,False,True,,False,False,TESTED
WISE J062842.71-805725.0,[T9],29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISEA J064528.39-030247.9,T6,26.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,1.9,True,True,,False,False,NO_EPOCHS
WISE J064723.23-623235.5,Y1,31.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,4.0,True,True,,False,False,NO_EPOCHS
WISEA J071301.86-585445.2,T9,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
WISE J071322.55-291751.9,Y0,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
UGPS J072227.51-054031.2,T9,29.0,20,3.0644585436534943,0.27449989318847656,15.172085341480603,0.35,0.07867004059173155,0.03539189846223261,0.8120090121728347,12.55,20,2.974674670475468,0.08599948883056818,12.225735055711624,0.4,0.028520782788595156,0.3635004401460972,3.168348574684633,12.4,10.145520425155123,2.946350285768979,3.0,True,True,,False,False,TESTED
WISE J072312.44+340313.5,T9:,29.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.0,True,True,,False,False,NO_EPOCHS
2MASSI J0727182+171001,T7,27.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.2,True,True,,False,False,NO_EPOCHS
2MASS J07290002-3954043,T8pec,28.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.6,True,True,,False,False,NO_EPOCHS
WISE J073444.02-715744.0,Y0,30.0,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,3.5,True,True,,False,False,NO_EPOCHS
WISEPA J074457.15+562821.8,T8,28.0,16,20.39951978737996,0.6195001602172852,16.158516284511588,0.5,0.3291875123977661,6.93584360266468e-07,0.004741153360117045,6.0625,16,10.34290998471647,0.6119999885559064,14.598700336669294,0.5625,0.3060160364423474,0.007233864325882774,0.4717103075714868,5.9375,10.145520425155123,1.559815947842294,2.6,False,True,colour_not_the_target,True,False,TESTED
ULAS J074502.79+233240.3,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,False,,False,False,NO_EPOCHS
WISEPA J075003.84+272544.8,T8.5,28.5,0,,,,,,,,,0,,,,,,,,,10.145520425155123,,2.8,True,False,,False,False,NO_EPOCHS
WISEPA J075108.79-763449.6,T9,29.0,15,1.3939434377753948,0.2734994888305664,16.376331707111667,0.4,0.14011096954345703,0.12190420701829859,1.4236653232879861,7.6,15,7.08248853679094,0.39100027084350586,14.442003945092903,0.4666666666666667,0.1701070836612164,0.12591922778817718,1.981314306110563,7.533333333333333,10.145520425155123,1.9343277620187642,3.0,False,True,,False,False,TESTED
