name,ra,dec,plx,spt,spt_num,source_id,pmra,pmdec,astrometry_source
WISE J200520.38+542433.9,301.3340996,54.4100567,,sdT8,28.0,WISE J200520.38+542433.9,-559.739990234375,912.010009765625,catwise2020
WISE J201546.27+664645.1,303.9467982,66.779492,,T8,28.0,WISE J201546.27+664645.1,-46.0099983215332,80.68999481201172,catwise2020
WISEA J201748.74-342102.6,304.4535141,-34.3504668,,[T7.5],27.5,WISEA J201748.74-342102.6,172.25999450683594,280.4100036621094,catwise2020
WISEPA J201824.96-742325.9,304.6053469,-74.3921746,,T7,27.0,WISEPA J201824.96-742325.9,417.6299743652344,-1308.27001953125,catwise2020
WISE J201920.76-114807.5,304.8369849,-11.8021541,,T8:,28.0,WISE J201920.76-114807.5,369.1199951171875,-40.54999923706055,catwise2020
WISEPC J205628.90+145953.3,314.121403,14.9987559,,Y0,30.0,WISEPC J205628.90+145953.3,1088.260009765625,708.0499877929688,catwise2020
WISE J210200.15-442919.5,315.5006876,-44.4892833,92.3,T9,29.0,WISE J210200.15-442919.5,47.18000030517578,-321.8699951171875,catwise2020
WISEPA J213456.73-713743.6,323.7414284,-71.6293232,109.1,T9pec,29.0,WISEPA J213456.73-713743.6,1775.159912109375,-356.7300109863281,catwise2020
ULAS J214638.83-001038.7,326.6612579,-0.1784046,79.8,T8.5,28.5,ULAS J214638.83-001038.7,-1087.47998046875,-1416.1199951171875,catwise2020
WISE J214706.78-102924.0,326.7783679,-10.490185,,T7.5,27.5,WISE J214706.78-102924.0,14.390000343322754,-132.54000854492188,catwise2020
WISEPC J215751.38+265931.4,329.4640367,26.9918889,,T7,27.0,WISEPC J215751.38+265931.4,72.0999984741211,-95.81999969482422,catwise2020
WISEA J215949.54-480855.2,329.9568581,-48.1494186,,T9,29.0,WISEA J215949.54-480855.2,265.1199951171875,-815.75,catwise2020
WISEA J220304.18+461923.4,330.7697063,46.3227418,,T8,28.0,WISEA J220304.18+461923.4,1927.97998046875,-454.7200012207031,catwise2020
Gl 845C,331.04384,-56.78271,274.8048,T6,26.0,Gl 845C,,,none
WISE J220905.73+271143.9,332.2758608,27.1934818,,Y0:,30.0,WISE J220905.73+271143.9,1616.8299560546875,-1681.0,catwise2020
WISEPC J220922.10-273439.5,332.34486,-27.57627,,T7,27.0,WISEPC J220922.10-273439.5,,,none
WISEA J221140.53-475826.7,332.9185904,-47.9741746,,[T8],28.0,WISEA J221140.53-475826.7,-134.05999755859375,-55.20000076293945,catwise2020
WISE J221216.33-693121.6,333.064376,-69.5233233,,T9,29.0,WISE J221216.33-693121.6,-103.22000122070312,-36.12000274658203,catwise2020
WISEPC J221354.69+091139.4,333.4777224,9.1941878,,T7,27.0,WISEPC J221354.69+091139.4,-145.0800018310547,-40.2599983215332,catwise2020
WISE J222055.31-362817.4,335.2310584,-36.4716801,,Y0,30.0,WISE J222055.31-362817.4,234.10000610351562,-92.9000015258789,catwise2020
WISEPC J222623.05+044003.9,336.5957122,4.6670227,,T8,28.0,WISEPC J222623.05+044003.9,-331.1200256347656,-469.6300048828125,catwise2020
2MASS J22282889-4310262,337.1211,-43.1753878,92.1,T6,26.0,2MASS J22282889-4310262,97.25999450683594,-326.16998291015625,catwise2020
WISEA J223204.53-573010.4,338.01965,-57.5030824,,T9,29.0,WISEA J223204.53-573010.4,435.30999755859375,-28.81999969482422,catwise2020
WISE J223720.39+722833.8,339.3345378,72.475958,,T6,26.0,WISE J223720.39+722833.8,-102.1500015258789,-94.85000610351562,catwise2020
WISEPC J225540.74-311841.8,343.9202159,-31.3119442,,T8,28.0,WISEPC J225540.74-311841.8,260.8800048828125,-183.29000854492188,catwise2020
WISE J230133.32+021635.0,345.388764,2.2762762,,T6.5,26.5,WISE J230133.32+021635.0,-87.52999877929688,-119.70999908447266,catwise2020
WISEPA J231336.40-803700.3,348.4041718,-80.6173317,,T8,28.0,WISEPA J231336.40-803700.3,286.55999755859375,-404.70001220703125,catwise2020
WISEPC J231939.13-184404.3,349.9132165,-18.7344186,,T7.5,27.5,WISEPC J231939.13-184404.3,86.80999755859375,119.04000091552734,catwise2020
ULAS J232123.79+135454.9,350.3493585,13.9140221,,T7.5,27.5,ULAS J232123.79+135454.9,55.67000198364258,-608.8599853515625,catwise2020
WISEPC J232519.54-410534.9,351.3322642,-41.0931172,107.8,T9pec,29.0,WISEPC J232519.54-410534.9,844.6000366210938,-61.31999969482422,catwise2020
ULAS J232600.40+020139.2,351.5021151,2.0275439,,T8,28.0,ULAS J232600.40+020139.2,227.12998962402344,53.30999755859375,catwise2020
WISE J233226.49-432510.6,353.1108815,-43.4200562,,T9:,29.0,WISE J233226.49-432510.6,178.49000549316406,-242.17001342773438,catwise2020
WISEPC J234026.62-074507.2,355.1111524,-7.7526536,,T7,27.0,WISEPC J234026.62-074507.2,152.79998779296875,-263.4800109863281,catwise2020
ULAS J234228.96+085620.1,355.6188159,8.9388769,,T6.5,26.5,ULAS J234228.96+085620.1,-370.3899841308594,18.049999237060547,catwise2020
WISEPA J234351.20-741847.0,355.9655892,-74.312786,,T6,26.0,WISEPA J234351.20-741847.0,402.5799865722656,195.9499969482422,catwise2020
WISEPC J234446.25+103415.8,356.1939034,10.5709566,,T9,29.0,WISEPC J234446.25+103415.8,954.5900268554688,-79.75,catwise2020
WISEPC J234841.10-102844.4,357.1713504,-10.4803528,,T7,27.0,WISEPC J234841.10-102844.4,323.19000244140625,-727.3300170898438,catwise2020
WISEA J235402.79+024014.1,358.5122297,2.67017,,Y1,31.0,WISEA J235402.79+024014.1,449.16998291015625,-474.22998046875,catwise2020
WISE J235716.49+122741.8,359.318253,12.462052,,T6,26.0,WISE J235716.49+122741.8,-251.13999938964844,-17.170000076293945,catwise2020
