Unnamed: 0.1,Unnamed: 0,Names,Class,[H/Fe],[C/Fe],[O/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[P/Fe],[S/Fe],[K/Fe],[Ca/Fe],[Ti/Fe],[Cr/Fe],[Mn/Fe],[Fe/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[He/Fe],[Li/Fe],[Be/Fe],[B/Fe],[N/Fe],[F/Fe],[Ne/Fe],[Cl/Fe],[Ar/Fe],[Sc/Fe],[V/Fe],[Ga/Fe],[Ge/Fe]
374,374,Y790266,EUC,-0.3366,,0.9959,-1.1376,-0.1603,-0.0778,0.4714,-2.2416,-1.8706,-2.1506,-0.2077,-1.3426,-1.6996,-1.5426,0.0,,-3.4856,,,,,,,,,,,,,,,
375,375,Y791192,EUC,-1.572,,1.0344,-1.472,0.1393,-0.1173,0.521,,-1.706,-2.767,-0.2797,-1.718,-1.419,-1.498,0.0,,,,,,,,,,,,,,,,,
376,376,Y791192,EUC,,,,-1.4163,0.1606,-0.0755,0.5457,,,-2.6683,-0.2474,-1.7563,-1.4393,-1.4933,0.0,,,,,,,,,,,,,,,,,
377,377,Y791192,EUC,-0.5043,,1.0373,-1.4713,0.1317,-0.0665,0.5067,-2.2913,-1.6493,-2.5913,-0.2268,-2.0423,-1.7073,-1.6023,0.0,,-3.8413,,,,,,,,,,,,,,,
378,378,Y791826,EUC,,,,,-0.14,-0.1032,0.4548,,,-2.2632,-0.2225,-1.4052,-1.9092,-1.6092,0.0,-4.3162,,,,,,,,,,,,,,,,
379,379,Y791826,EUC,-0.5937,,1.0191,-1.2297,-0.1381,-0.0623,0.5023,-1.6807,-1.6377,-2.3047,-0.1557,-1.3167,-1.6887,-1.5447,0.0,,-3.5557,,,,,,,,,,,,,,,
380,380,Y791960,EUC,-1.2844,,1.0178,-1.3324,-0.0514,-0.0513,0.5066,-2.1814,-1.6054,-2.6054,-0.2175,-1.4984,-1.6184,-1.5444,0.0,,,,,,,,,,,,,,,,,
381,381,Y791962,EUC,-0.6431,,1.0255,-1.5161,0.2083,-0.2982,0.5129,-2.0791,-1.7641,,-0.3623,-1.7511,-1.3311,-1.5391,0.0,,-2.9131,,,,,,,,,,,,,,,
382,382,Y792769,EUC,-0.65,,0.9817,-1.219,-0.2632,-0.0733,0.461,-2.341,,-2.418,-0.1543,-1.378,-1.877,-1.524,0.0,,-3.721,,,,,,,,,,,,,,,
383,383,Y793547,EUC,,,,,-0.1338,-0.0755,0.4797,,,-2.2463,-0.2088,-1.3643,-1.8473,-1.6033,0.0,-4.2023,,,,,,,,,,,,,,,,
384,384,Y793547,EUC,-1.1164,,1.0067,-0.9794,-0.1798,-0.0343,0.4846,-2.1214,-2.0774,-2.0904,-0.1392,-1.3064,-1.7414,-1.5194,0.0,,-3.7084,,,,,,,,,,,,,,,
385,385,Y793548,EUC,,,,,-0.1805,-0.0356,0.475,,,-2.319,-0.1809,-1.321,-1.574,-1.543,0.0,-4.418,,,,,,,,,,,,,,,,
386,386,Y793570,EUC,,,,,-0.1616,-0.0272,0.475,,,-2.24,-0.1821,-1.416,-1.863,-1.553,0.0,-4.02,,,,,,,,,,,,,,,,
387,387,Y793570,EUC,-0.8867,,1.0,-1.0347,-0.1175,-0.0704,0.4763,-2.1287,-1.8507,-2.0977,-0.1644,-1.3267,-1.6927,-1.4967,0.0,,-3.7777,,,,,,,,,,,,,,,
388,388,Y794002,EUC,,,,,-0.1401,-0.0637,0.4559,,,-2.3421,-0.229,-1.4961,-1.6881,-1.6321,0.0,-4.5201,,,,,,,,,,,,,,,,
389,389,Y794002,EUC,-0.6349,,0.9987,-1.2209,-0.1469,-0.094,0.4821,-2.0489,-2.0109,-2.3239,-0.1751,-1.3399,-1.6859,-1.5469,0.0,,-3.2939,,,,,,,,,,,,,,,
390,390,Y794043,EUC,,,,,-0.2196,-0.0456,0.4702,,,-2.4248,-0.1995,-1.3988,-1.7528,-1.5518,0.0,-4.3018,,,,,,,,,,,,,,,,
391,391,Y794043,EUC,-0.1553,,0.992,-1.2682,-0.1592,-0.1022,0.4608,-2.0112,-2.0412,-2.3342,-0.2279,-1.3682,-1.6762,-1.5582,0.0,,-3.1742,,,,,,,,,,,,,,,
392,392,Y82049,EUC,,,,-1.5509,0.1837,-0.1804,0.5241,-2.5829,,,-0.3237,-1.6749,-1.3769,-1.5099,0.0,,,,,,,,,,,,,,,,,
393,393,Y82049,EUC,-0.7898,,1.026,-1.4798,0.1934,-0.2045,0.5032,-1.8568,-1.8558,-2.7758,-0.3348,-1.6068,-1.3598,-1.5468,0.0,,-2.9958,,,,,,,,,,,,,,,
394,394,Ibitira,EUC,-1.7556,,1.0251,-1.5726,-0.1467,0.0023,0.5064,-2.2546,,-2.5996,-0.1111,-1.3516,-1.7046,-1.5826,0.0,,-3.1716,,,,,,,,,,,,,,,
395,395,Ibitira,EUC,,,,-1.5997,-0.1483,-0.0029,0.5153,,,-2.9127,,,-1.7207,-1.5587,0.0,-4.0107,,-4.4917,-4.7807,,,,,,,,,,,,,
396,396,Ibitira,EUC,,,,,-0.1537,-0.0176,0.4884,-2.5906,,,-0.1227,-1.4196,-1.7316,-1.5556,0.0,,,,,,,,,,,,,,,,,
397,397,Ibitira,EUC,-1.4075,,0.9695,-1.7985,-0.1805,-0.0964,0.4435,-2.1285,-1.3685,-2.8255,-0.1721,-1.4215,-1.8725,-1.5725,0.0,,-3.5785,,,,,,,,,,,,,,,
398,398,Moshesh,CH,,,,,0.09359,-1.058,0.11,-2.112,,-2.366,-1.195,-2.571,34.63,-2.042,0.0,,,,,,,,,,,,,,,,,
399,399,Tromoy,CH,-2.1506,,0.6503,-1.3076,0.09492,-0.8795,0.1184,-2.0326,-0.9006,-2.3046,-1.1696,-2.6726,-1.9006,-1.9226,0.0,-2.4896,-1.2356,,,,,,,,,,,,,,,
400,400,Y790199,CH,,,0.6768,-1.2109,0.129701,-0.9019,0.1361,-2.0179,-0.7958,-2.3319,-1.1519,-2.5199,-1.9159,-2.0469,0.0,-2.7569,-1.2879,,,,,,,,,,,,,,,
401,401,Y790746,CH,,,0.7007,-1.167,0.145044,-1.033,0.151,-2.499,-1.0,-2.242,-1.156,-2.551,-1.813,-2.008,0.0,-2.64,-1.282,,,,,,,,,,,,,,,
402,402,Y790746,CH,-1.02588,,0.61462,-1.26688,0.060918,-1.13788,0.06512,-2.21388,-0.92338,-2.23188,-1.24188,-2.65388,-1.91388,-2.12488,0.0,-2.81288,-1.24288,,,,,,,,,,,,,,,
403,403,Y791318,CH,-0.69051,,0.62039,-1.33911,0.057303,-1.04511,0.05289,-2.06411,-0.67381,-2.60011,-1.21811,-2.82911,-1.96211,-1.98711,0.0,-2.75911,-1.46511,,,,,,,,,,,,,,,
404,404,Y791775,CH,,,0.7054,-1.1604,0.16241,-0.8964,0.1686,-2.4474,-0.7524,-2.3104,-1.1144,-2.3944,-1.9274,-1.9834,0.0,-2.7844,-1.3854,,,,,,,,,,,,,,,
405,405,ALH77299,CH,-0.3859,-1.1648,0.6724,-1.1228,0.08211,-1.0158,0.1122,-2.1728,-0.8898,-2.2588,-1.1558,-2.5258,-1.9328,-2.0388,0.0,-2.5318,-1.2108,,,,,,,,,,,,,,,
406,406,ALH77299,CH,-0.30301,,0.67699,-1.23011,0.08072,-1.01811,0.09789,-2.24511,-0.91311,-2.34611,-1.22911,-2.62111,-1.89111,-2.10911,0.0,-2.54011,-1.30211,,,,,,,,,,,,,,,
407,407,ALH78084,CH,-0.5379,,0.6839,-1.2891,0.103558,-0.9841,0.1089,-2.0261,-0.9331,-2.4941,-1.2391,-2.6151,-1.9451,-2.0701,0.0,-2.5231,-1.2711,,,,,,,,,,,,,,,
408,408,Clovis_(no.1),CH,-0.0312,-1.3578,0.7542,-1.3058,0.12141,-1.0148,0.1492,-1.9538,-0.7616,-2.4488,-1.1548,-2.5238,-1.8388,-1.9808,0.0,-2.4878,-1.1968,,,,,,,,,,,,,,,
409,409,Grady_(1937),CH,-0.512,-1.7094,0.6724,-1.3244,0.08093,-1.0894,0.1046,-2.0754,-0.873,-2.4414,-1.1724,-2.5324,-1.8364,-2.0314,0.0,-2.5394,-1.2334,,,,,,,,,,,,,,,
410,410,Study_Butte,CH,-0.0847,-1.4284,0.7324,-1.2844,0.07444,-1.0434,0.1066,-2.1214,-0.9944,-2.4784,-1.1414,-2.4394,-1.8324,-2.0544,0.0,-2.5754,-1.2794,,,,,,,,,,,,,,,
411,411,Suwahib_(Buwah),CH,-0.8982,-1.8412,0.7412,-1.1532,0.18228,-0.9432,0.2098,-2.1152,-0.7902,-2.3252,-1.0812,-2.4682,-1.7882,-1.9132,0.0,-2.5992,-1.2782,,,,,,,,,,,,,,,
412,412,Willaroy,CH,-0.08419,-1.50419,0.73871,-1.36119,0.06219,-1.03419,0.09581,-2.22719,-0.93319,-2.24919,-1.19719,-2.44319,-1.85419,-2.07419,0.0,-2.58019,-1.28719,,,,,,,,,,,,,,,
413,413,Y74142,CH,-1.11247,,0.59603,-1.35447,0.05466,-1.30447,0.03953,-2.26447,-0.92087,-2.54247,-0.92877,-2.77147,-1.97147,-2.20347,0.0,-2.60347,-1.26247,,,,,,,,,,,,,,,
414,414,Y75028,CH,-0.8862,,0.6771,-1.2344,0.10095,-1.0494,0.1126,-1.9554,-1.1364,-2.3454,-1.1854,-2.3704,-1.7974,-2.0464,0.0,,-1.2534,,,,,,,,,,,,,,,
415,415,Y790747,CH,-0.22461,,0.70099,-1.26791,0.11911,-0.86261,0.08509,-2.06191,-0.82511,-2.33091,-1.24491,-2.65691,-2.12391,-2.20791,0.0,-2.81491,-1.28691,,,,,,,,,,,,,,,
416,416,Y790986,CH,,,0.60944,-1.25936,0.075457,-1.04136,0.08264,-2.16236,-0.96736,-2.32336,-1.24436,-2.59436,-1.83236,-2.11136,0.0,,-1.22736,,,,,,,,,,,,,,,
417,417,Y791038,CH,-0.2942,,0.6358,-1.3377,0.0631,-0.9907,0.0323,-2.3237,-0.8666,-2.4737,-1.2787,-2.7027,-2.1527,-2.2117,0.0,-2.7747,-1.3107,,,,,,,,,,,,,,,
418,418,Y791087,CH,-0.18796,,0.67064,-1.30606,0.069309,-0.95306,0.06494,-2.21306,-0.96106,-2.51206,-1.33206,-2.58606,-2.04606,-2.17306,0.0,-2.66206,-1.27606,,,,,,,,,,,,,,,
419,419,Y791428,CH,-0.2229,,0.7421,-1.2589,0.134936,-1.0789,0.1371,-2.0959,,-2.3949,-1.2369,-2.7489,-0.7715,-2.0779,0.0,-2.6629,-1.0919,,,,,,,,,,,,,,,
420,420,Y792947,CH,-0.08034,,0.69226,-1.42924,0.076897,-1.01224,0.08276,-2.48024,-0.92424,-2.44024,-1.06824,-2.66924,-2.11924,-2.10624,0.0,-2.82824,-1.33124,,,,,,,,,,,,,,,
421,421,Y82038,CH,0.0072,,0.7591,-1.1903,0.11137,-0.7392,0.1167,-1.8773,-0.8753,-2.3473,-1.1033,-2.2763,-1.8013,-2.0173,0.0,-2.5723,-1.3403,,,,,,,,,,,,,,,
422,422,Y82133,CH,-0.068,,0.7609,-1.3381,0.14176,-1.0531,0.1559,-1.9371,-0.7164,-2.0861,-1.1621,-2.6171,-1.7741,-1.8661,0.0,-2.7441,-1.2861,,,,,,,,,,,,,,,
423,423,Mino,CH,-0.91346,,0.59814,-1.36166,0.0445543,-1.06266,0.04534,-2.08866,-0.84956,-2.54266,-1.29966,-2.66366,-2.05166,-2.15066,0.0,-2.48066,-1.19866,,,,,,,,,,,,,,,
424,424,Y790461,CH,-0.5403,,0.6019,-1.3917,0.034182,-1.1617,0.0313,-2.0797,-0.8527,-2.5477,-1.2727,-2.6677,-2.0437,-2.1727,0.0,-2.4817,-1.3297,,,,,,,,,,,,,,,
425,425,Y791500,CH,-1.20194,,0.54626,-1.38094,0.000248,-1.26994,0.00506,-2.20594,-0.93504,-2.52294,-1.36494,-2.95694,-2.01094,-2.20594,0.0,-2.72394,-1.31494,,,,,,,,,,,,,,,
426,426,Y791502,CH,,,0.553501,-1.360099,0.017771,-1.028099,0.001901,-2.090099,-0.758699,-2.572099,-1.305099,-2.868099,-2.227099,-2.164099,0.0,-2.743099,-1.406099,,,,,,,,,,,,,,,
427,427,Hainaut,CH,,,0.63503,-1.29507,0.07724,-0.90197,0.09493,,-0.91707,-2.18207,-1.15707,-2.58707,-2.08807,-2.07307,0.0,-2.67707,-1.24107,,,,,,,,,,,,,,,
428,428,Sharps,CH,-0.25399,-0.77449,0.66521,-1.25059,0.06897,-1.10159,0.09741,-2.06159,-0.85559,-2.50059,-1.18859,-2.49559,-1.90059,-2.04659,0.0,-2.48859,-1.21059,,,,,,,,,,,,,,,
429,429,Dhajala,CH,-1.3399,-2.1639,0.6363,-1.2539,0.08174,-1.0639,0.1011,-2.0749,-0.9209,-2.3599,-1.1949,-2.5099,-1.8199,-2.0329,0.0,-2.8549,-1.2569,,,,,,,,,,,,,,,
430,430,Dhajala,CH,,,0.55412,-1.42108,0.007217,-1.18208,0.01192,-2.59308,-0.70438,-2.57008,-1.29508,-2.74208,-2.00008,-2.10208,0.0,-2.65508,-1.30408,,,,,,,,,,,,,,,
431,431,A8603,CH,,,0.5894,-1.3804,0.046051,-0.9704,0.0416,-2.2104,-0.9257,-2.5494,-1.2964,-2.7784,-2.0964,-1.9094,0.0,-2.6344,-1.3964,,,,,,,,,,,,,,,
432,432,ALH77190,CH,-0.3391,,0.7277,-1.2215,0.150707,-0.9875,0.1565,-2.6385,-0.8134,-2.4025,-1.1165,-2.6325,-1.8325,-1.9155,0.0,-2.9265,-1.2085,,,,,,,,,,,,,,,
433,433,Ankober,CH,-0.6869,-1.7711,0.6345,-1.2591,0.06189,-1.0331,0.0779,-2.0241,-0.9123,-2.2851,-1.2051,-2.5151,-1.8321,-2.0371,0.0,-2.4621,-1.2271,,,,,,,,,,,,,,,
434,434,Avanhandava,CH,-1.53332,-2.16432,0.62998,-1.28632,0.07358,-1.07132,0.09868,-2.12232,-0.89582,-2.40532,-1.21032,-2.51032,-1.88632,-2.01932,0.0,-2.55432,-1.15632,,,,,,,,,,,,,,,
435,435,Conquista,CH,-0.2043,-1.2966,0.7047,-1.2306,0.09909,-1.0396,0.1294,-2.0216,-0.9446,-2.3666,-1.1586,-2.5096,-1.8566,-2.0076,0.0,-2.8166,-1.2016,,,,,,,,,,,,,,,
436,436,Farmville,CH,-1.09119,-1.69319,0.62971,-1.27119,0.06849,-1.08019,0.09681,-2.12919,-0.93919,-2.41219,-1.22219,-2.55419,-1.87519,-2.02519,0.0,-2.50919,-1.20219,,,,,,,,,,,,,,,
437,437,Faucett,CH,-0.5112,-1.5806,0.6586,-1.3236,0.07394,-1.0406,0.1014,-2.1306,-0.8844,-2.4476,-1.2386,-2.5386,-1.8346,-2.0666,0.0,-2.6026,-1.2156,,,,,,,,,,,,,,,
438,438,Forest_Vale,CH,-0.7536,-1.5157,0.6263,-1.2537,0.06908,-1.1017,0.1033,-2.0507,-0.892,-2.3227,-1.2127,-2.4797,-1.9097,-2.0507,0.0,-2.5077,-1.2147,,,,,,,,,,,,,,,
439,439,Hammond_Downs,CH,-0.0122,-1.5628,0.7452,-1.2238,0.10767,-1.0168,0.1252,-1.9488,-0.8828,-2.3488,-1.1638,-2.4178,-1.8198,-1.9758,0.0,-2.4458,-1.1968,,,,,,,,,,,,,,,
440,440,Kabo,CH,-2.17842,-2.78142,0.61328,-1.27942,0.05935,-1.07642,0.08258,-2.10542,-0.96242,-2.47142,-1.21442,-2.52442,-1.85842,-2.03342,0.0,-2.51742,-1.21442,,,,,,,,,,,,,,,
441,441,Kesen,CH,,,,,0.07405,-1.09341,0.08959,-2.14841,,-2.37641,-1.21041,-2.58941,34.59959,-2.06841,0.0,,,,,,,,,,,,,,,,,
442,442,Kiffa,CH,-1.65902,-2.78502,0.60588,-1.28302,0.0559,-1.08202,0.07398,-2.21402,-0.89952,-2.37802,-1.20602,-2.52902,-1.87002,-2.06502,0.0,-2.52102,-1.22602,,,,,,,,,,,,,,,
443,443,Marilia,CH,-1.00678,-1.59978,0.62672,-1.26378,0.06488,-1.08978,0.09422,-2.11578,-0.93278,-2.41478,-1.22478,-2.55778,-1.88678,-2.04178,0.0,-2.86478,-1.23178,,,,,,,,,,,,,,,
444,444,MBRa,CH,-1.025757,,0.544643,-1.451757,-0.009552,-1.234757,-0.002757,-2.155757,-0.943557,-2.580757,-1.278757,-2.700757,-2.030757,-2.012757,0.0,-2.518757,-1.311757,,,,,,,,,,,,,,,
445,445,Millen_5822,CH,-0.0934,-2.2524,0.712,-1.6224,0.10182,-1.0434,0.1236,-2.0854,-0.9124,-2.7204,-1.2114,-2.5104,-1.8064,-2.0234,0.0,-2.5754,-1.2034,,,,,,,,,,,,,,,
446,446,Millen_5823,CH,-0.1014,-2.2237,0.7624,-1.5447,0.1195,-1.0277,0.1403,-2.0577,-0.8767,-2.6927,-1.2057,-2.5697,-1.8207,-1.9957,0.0,-2.6927,-1.1807,,,,,,,,,,,,,,,
447,447,Ochansk,CH,-2.35156,,0.61104,-1.37056,0.05935,-0.79226,0.07644,-2.18756,-0.91286,-2.19556,-1.24656,-2.55956,-2.40356,-2.13456,0.0,-2.46956,-1.26856,,,,,,,,,,,,,,,
448,448,Sao_Jose_do_Rio,CH,-0.5346,,0.6519,-1.2378,0.07707,-0.9918,0.1052,-2.1338,-0.9368,-2.3998,-1.1668,-2.5418,-1.8288,-2.0408,0.0,-2.6728,-1.2218,,,,,,,,,,,,,,,
449,449,Schaap-Kooi,CH,,,,,0.08522,-1.06692,0.09908,-2.13092,,-2.36192,-1.19992,-2.58292,34.60908,-2.05492,0.0,,,,,,,,,,,,,,,,,
450,450,Schenectady,CH,-0.68305,-1.69265,0.63605,-1.26465,0.06367,-1.04765,0.08735,-2.08065,-0.91365,-2.36565,-1.19365,-2.51565,-1.83265,-2.03865,0.0,-2.50865,-1.22565,,,,,,,,,,,,,,,
451,451,Y74054,CH,-0.9455,,0.649,-1.1855,0.08957,-1.0615,0.1005,-2.1895,-0.8319,-2.3995,-1.2175,-2.6295,-1.8995,-2.1005,0.0,-2.7035,-1.2975,,,,,,,,,,,,,,,
452,452,Y74155,CH,-1.54615,,0.62765,-1.27815,0.045448,-1.18015,0.04085,-2.10915,-0.86935,-2.37915,-1.25815,-2.26615,-1.94315,-2.10915,0.0,-2.58415,-1.27615,,,,,,,,,,,,,,,
453,453,Y74155,CH,-1.32771,,0.56839,-1.36971,0.01969,-1.23571,0.03529,-2.13971,-0.88641,-2.50571,-1.31071,-2.79271,-1.98271,-2.18871,0.0,-2.80671,-1.27671,,,,,,,,,,,,,,,
454,454,Y74371,CH,-1.47918,,0.61642,-1.32318,0.074208,-1.09018,0.07282,-2.12018,-0.92818,-2.42018,-1.26818,-2.52418,-1.91018,-2.12118,0.0,-2.62618,-1.24218,,,,,,,,,,,,,,,
455,455,Y790010,CH,,,0.60779,-1.20401,0.06545,-0.96601,0.08399,-2.15601,-0.90811,-2.29801,-1.26001,-2.56901,-1.84001,-2.07001,0.0,,-1.23701,,,,,,,,,,,,,,,
456,456,Y790043,CH,-0.3047,,0.6964,-1.2767,0.108602,-0.8691,0.1043,-2.1497,-0.9127,-2.3327,-1.2157,-2.6597,-2.0227,-1.9547,0.0,-2.6827,-1.3247,,,,,,,,,,,,,,,
457,457,Y790043,CH,,,1.0397,-0.8543,0.50625,-0.4363,0.4847,-1.7643,-1.4333,-1.7693,-0.8253,-2.3233,-1.7123,-1.5833,0.0,-2.7303,-1.5763,,,,,,,,,,,,,,,
458,458,Y790269,CH,,,0.6386,-1.2104,0.09108,-1.0364,0.1106,-2.1924,-0.8689,-2.2574,-1.2114,-2.5664,-1.8044,-2.0234,0.0,,-1.2834,,,,,,,,,,,,,,,
459,459,Y790271,CH,-0.44901,,0.62919,-1.36911,0.04646,-1.06711,0.05889,-2.10811,-0.80821,-2.53211,-1.26811,-2.65211,-2.02911,-2.10811,0.0,-2.59911,-1.36911,,,,,,,,,,,,,,,
460,460,Y790272,CH,-0.42727,,0.65113,-1.35347,0.06859,-0.96247,0.08053,-2.17747,-0.79117,-2.51547,-1.21347,-2.63647,-2.01247,-2.09147,0.0,,-1.27447,,,,,,,,,,,,,,,
461,461,Y790337,CH,-1.36895,,0.60225,-1.38795,0.053163,-1.05995,0.05705,-2.11995,-0.91115,-2.48595,-1.30995,-2.66395,-2.01695,-2.15195,0.0,-2.74595,-1.26195,,,,,,,,,,,,,,,
462,462,Y790502,CH,-0.4038,,0.6776,-1.2524,0.096122,-0.9324,0.1046,-2.0734,-0.9134,-2.3884,-1.1954,-2.5724,-1.9594,-2.1054,0.0,-2.6404,-1.3144,,,,,,,,,,,,,,,
463,463,Y790749,CH,,,0.6468,-1.2172,0.09453,-1.0612,0.1058,-2.0402,-0.8661,-2.2392,-1.2062,-2.5832,-1.7972,-2.0262,0.0,,-1.1912,,,,,,,,,,,,,,,
464,464,Y790756,CH,-1.16308,,0.58232,-1.34908,0.031006,-1.14208,0.03592,-2.11608,-0.87118,-2.44608,-1.28008,-2.67508,-2.02808,-2.13108,0.0,-2.39408,-1.38508,,,,,,,,,,,,,,,
465,465,Y790760,CH,-0.56953,,0.59117,-1.33413,0.027927,-0.98913,0.02087,-2.43413,-0.93293,-2.49913,-1.24013,-2.72913,-2.23013,-2.30113,0.0,-2.67313,-1.45613,,,,,,,,,,,,,,,
466,466,Y790781,CH,-0.95062,,0.60468,-1.31762,0.048936,-1.11662,0.05538,-2.38762,-0.78602,-2.48262,-1.23362,-2.71162,-2.01362,-2.14862,0.0,-2.54862,-1.25862,,,,,,,,,,,,,,,
467,467,Y790985,CH,-0.57305,,0.61715,-1.28245,0.04255,-1.02345,0.05855,-2.14145,-0.74875,-2.47545,-1.28345,-2.70445,-2.15445,-2.07945,0.0,-2.67645,-1.38745,,,,,,,,,,,,,,,
468,468,Y790987,CH,-0.38169,,0.68151,-1.27019,0.104122,-0.93519,0.09881,-1.94119,-0.91319,-2.38919,-1.17619,-2.79519,-2.13619,-2.10619,0.0,-2.76819,-1.46619,,,,,,,,,,,,,,,
469,469,Y791024,CH,-0.49178,,0.62292,-1.41218,0.05896,-1.17318,0.04682,-2.10218,-1.07218,-2.48318,-1.31018,-2.71318,-2.00318,-2.07318,0.0,-2.86118,-1.25418,,,,,,,,,,,,,,,
470,470,Y791143,CH,-0.9274,,0.6312,-1.3194,0.07487,-1.2284,0.0856,-2.1674,-0.8905,-2.4674,-1.1904,-2.4854,-1.8874,-2.0704,0.0,-2.6474,-1.2404,,,,,,,,,,,,,,,
471,471,Y791144,CH,-0.39437,,0.64553,-1.36077,0.0621593,-1.09777,0.06123,-2.84777,-0.84917,-2.46577,-1.23777,-2.75277,-2.05777,-2.01477,0.0,-2.80277,-1.29077,,,,,,,,,,,,,,,
472,472,Y791314,CH,-0.48344,,0.62796,-1.28814,0.051882,-1.01414,0.05986,-1.97014,-0.81224,-2.41814,-1.26614,-2.64814,-1.98914,-2.10314,0.0,-2.54014,-1.30714,,,,,,,,,,,,,,,
473,473,Y791315,CH,-0.54111,,0.59939,-1.58141,0.039265,-1.08041,0.03259,-2.19441,-0.92481,-2.69741,-1.29341,-2.58441,-1.94141,-2.15941,0.0,-2.66741,-1.33041,,,,,,,,,,,,,,,
474,474,Y791406,CH,-1.04234,,0.60646,-1.35234,0.057281,-1.10934,0.06366,-2.20134,-0.90924,-2.48134,-1.25134,-2.83634,-1.93934,-2.16534,0.0,-2.71834,-1.29334,,,,,,,,,,,,,,,
475,475,Y791434,CH,-0.66048,,0.61482,-1.32508,0.049081,-1.16708,0.05292,-1.96408,-1.06808,-2.54308,-1.22808,-2.71408,-2.06408,-2.15108,0.0,-2.72908,-1.45408,,,,,,,,,,,,,,,
476,476,Y791444,CH,-1.43136,,0.57274,-1.35436,0.01202,-1.23536,0.04864,-2.20336,-0.91676,-2.56036,-1.29936,-2.93636,-2.02236,-2.22136,0.0,-2.65736,-1.26536,,,,,,,,,,,,,,,
477,477,Y791453,CH,-1.22618,,0.59022,-1.34718,0.0499756,-1.12318,0.04982,-2.09318,-0.85338,-2.54718,-1.25518,-2.77618,-2.10818,-2.13818,0.0,-2.60818,-1.40118,,,,,,,,,,,,,,,
478,478,Y791482,CH,-0.34416,,0.68304,-1.29856,0.09813,-0.87856,0.08644,-2.04456,-0.85606,-2.44056,-1.20256,-2.67056,-2.03356,-2.31756,0.0,-2.83956,-1.34256,,,,,,,,,,,,,,,
479,479,Y791501,CH,-0.57277,,0.65803,-1.25287,0.095693,-0.93387,0.09013,-1.99487,-0.75017,-2.44587,-1.21487,-2.73287,-2.14087,-2.03487,0.0,-2.73787,-1.32987,,,,,,,,,,,,,,,
480,480,Y791563,CH,-0.61314,,0.54386,-1.41174,-0.029656,-0.98654,-0.03874,-2.26774,-0.80404,-2.58674,-1.32574,-2.81674,-2.14874,-2.40574,0.0,-2.80574,-1.35474,,,,,,,,,,,,,,,
481,481,Y791604,CH,-0.3216,,0.6841,-1.2977,0.0949,-0.9567,0.1163,-2.0377,-0.8661,-2.4337,-1.1827,-2.9647,-1.9537,-2.3387,0.0,-2.9577,-1.2747,,,,,,,,,,,,,,,
482,482,Y791629,CH,-0.62994,,0.65586,-1.26754,0.092453,-1.14854,0.09446,-1.97854,-0.87854,-2.40354,-1.16154,-2.74154,-2.04654,-2.05854,0.0,-2.69854,-1.32554,,,,,,,,,,,,,,,
483,483,Y791716,CH,-0.28445,,0.69405,-1.31285,0.0924297,-1.05585,0.09315,-2.67285,-0.86015,-2.49485,-1.26885,-2.56885,-2.02885,-2.01285,0.0,-2.60485,-1.32485,,,,,,,,,,,,,,,
484,484,Y791857,CH,,,0.5705,-1.3618,0.038513,-1.1738,0.0342,-2.1868,-0.817,-2.5608,-1.2948,-2.6818,-2.0958,-2.1698,0.0,-2.4738,-1.3688,,,,,,,,,,,,,,,
485,485,Y791870,CH,,,0.59753,-1.33117,0.0576312,-0.95517,0.05683,-2.16817,-0.87167,-2.43417,-1.28217,-2.91917,-2.21617,-2.31117,0.0,-2.92917,-1.33817,,,,,,,,,,,,,,,
486,486,Y791917,CH,-0.1473,,0.7023,-1.3319,0.092318,-0.9889,0.1011,-2.9089,-0.9229,-2.4299,-1.1889,-2.6599,-1.8779,-1.9799,0.0,-2.9119,-1.1619,,,,,,,,,,,,,,,
487,487,Y791918,CH,-0.2296,,0.6899,-1.2137,0.094993,-1.0657,0.1023,-2.3127,-0.7728,-2.3847,-1.1797,-2.6657,-1.9787,-2.0857,0.0,-2.7287,-1.3597,,,,,,,,,,,,,,,
488,488,Y791919,CH,-0.21922,,0.67988,-1.20692,0.08051,-1.06092,0.09108,-2.40692,-0.70642,-2.38892,-1.20892,-2.61792,-1.97092,-2.07392,0.0,-2.65492,-1.40892,,,,,,,,,,,,,,,
489,489,Y791931,CH,-0.5586,,0.6336,-1.2597,0.059071,-1.1597,0.0663,-2.5487,-0.8048,-2.4677,-1.1287,-2.6977,-2.0107,-2.1177,0.0,-2.6897,-1.3397,,,,,,,,,,,,,,,
490,490,Y791968,CH,-0.58075,,0.65625,-1.30395,0.08097,-0.87075,0.06805,-2.19595,-0.80455,-2.40595,-1.27495,-2.74495,-2.12095,-2.21595,0.0,-2.93895,-1.30095,,,,,,,,,,,,,,,
491,491,Y791969,CH,-0.64399,,0.62311,-1.29619,0.063361,-1.05919,0.05581,-2.02219,-0.75009,-2.53019,-1.24219,-2.70219,-2.12119,-2.04819,0.0,-2.61519,-1.36419,,,,,,,,,,,,,,,
