Unnamed: 0.1,Unnamed: 0,Names,Class,[H/Fe],[C/Fe],[O/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[P/Fe],[S/Fe],[K/Fe],[Ca/Fe],[Ti/Fe],[Cr/Fe],[Mn/Fe],[Fe/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[He/Fe],[Li/Fe],[Be/Fe],[B/Fe],[N/Fe],[F/Fe],[Ne/Fe],[Cl/Fe],[Ar/Fe],[Sc/Fe],[V/Fe],[Ga/Fe],[Ge/Fe]
608,608,ALH766,CH,-1.67195,,0.58795,-1.37595,0.05476,-1.12795,0.04305,-2.24595,-0.76425,-2.54495,-1.30195,-2.71695,-1.96495,-2.02395,0.0,-2.83395,-1.28195,,,,,,,,,,,,,,,
609,609,ALH768,CH,-0.2142,,0.7138,-1.2532,0.1058238,-0.9962,0.1068,-2.1432,-0.9372,-2.4242,-1.1722,-2.4782,-1.8362,-2.0432,0.0,-2.7432,-1.2742,,,,,,,,,,,,,,,
610,610,ALH768,CH,-0.99716,,0.60464,-1.30316,0.051775,-1.16416,0.05284,-2.13416,-0.93226,-2.43416,-1.22016,-2.71416,-1.91416,-2.08916,0.0,-3.16316,-1.26916,,,,,,,,,,,,,,,
611,611,ALH77183,CH,-0.3254,,0.6949,-1.2718,0.104183,-0.9658,0.1022,-2.5578,-0.8578,-2.4308,-1.1948,-2.7188,-1.9188,-1.9678,0.0,-2.9548,-1.2748,,,,,,,,,,,,,,,
612,612,ALH77271,CH,-0.5278,-2.1484,0.6698,-1.2424,0.09258,-1.0834,0.1176,-2.1794,-0.9694,-2.3434,-1.2154,-2.5314,-1.8524,-2.0744,0.0,-2.4864,-1.2114,,,,,,,,,,,,,,,
613,613,Andura,CH,-1.1728,-2.0608,0.6478,-1.2128,0.08365,-1.1208,0.1072,-2.0688,-0.8786,-2.2748,-1.1348,-2.3788,-1.8368,-1.9408,0.0,-2.5478,-1.2398,,,,,,,,,,,,,,,
614,614,Butsura,CH,-0.83254,-1.99904,0.62266,-1.26004,0.06239,-1.10804,0.08296,-2.05704,-0.87174,-2.46804,-1.14504,-2.52104,-1.83004,-2.05704,0.0,-2.62304,-1.22304,,,,,,,,,,,,,,,
615,615,Canon_City,CH,-1.57143,-1.99743,0.62127,-1.21443,0.06761,-1.08143,0.08957,-2.07043,-0.89063,-2.46643,-1.18943,-2.45243,-1.84443,-2.01543,0.0,-2.51243,-1.20543,,,,,,,,,,,,,,,
616,616,Chiang_Khan,CH,-1.1908,-2.4628,0.6415,-1.2118,0.08426,-1.0298,0.1082,-2.1548,-0.9108,-2.4538,-1.1948,-2.4728,-1.8658,-2.0298,0.0,-2.4998,-1.2328,,,,,,,,,,,,,,,
617,617,Guarena,CH,-1.47471,-2.47471,0.62349,-1.23371,0.06841,-1.09371,0.09029,-2.11571,-0.90131,-2.41471,-1.24071,-2.51971,-1.83671,-2.04171,0.0,-2.51171,-1.22471,,,,,,,,,,,,,,,
618,618,Mills,CH,-0.2116,-1.7629,0.7445,-1.2429,0.10198,-0.9559,0.1311,-2.1269,-0.9499,-2.2689,-1.1609,-2.4609,-1.8459,-2.0409,0.0,-2.5629,-1.1939,,,,,,,,,,,,,,,
619,619,Oakley,CH,-1.8597,,0.6357,-1.2827,0.08123,-1.1097,0.1003,-2.0577,-0.8418,-2.0557,-1.0507,-2.4407,-1.8487,-2.0297,0.0,-2.3407,-1.1787,,,,,,,,,,,,,,,
620,620,Tugalin_Bulen,CH,,,0.60396,-1.33394,0.07203,-1.18594,0.05506,-2.72294,-1.10694,-2.48694,-1.26994,-2.66494,-1.88194,-2.01194,0.0,-2.98194,-1.27394,,,,,,,,,,,,,,,
621,621,Y74014,CH,-0.8185,,0.6654,-1.2224,0.11133,-1.0474,0.1156,-2.1414,-0.851,-2.3434,-1.2124,-2.3964,-1.8794,-2.0444,0.0,-2.6844,-1.2684,,,,,,,,,,,,,,,
622,622,Y74640,CH,-0.2283,,0.6546,-1.274,0.056755,-1.0,0.058,-2.11,-0.9263,-2.586,-1.284,-2.815,-1.881,-2.065,0.0,-2.569,-1.321,,,,,,,,,,,,,,,
623,623,Y790748,CH,,,0.6752,-1.178,0.1294898,-0.8157,0.129,-2.079,-0.956,-2.291,-1.153,-2.562,-2.126,-2.168,0.0,-2.862,-1.308,,,,,,,,,,,,,,,
624,624,Y791088,CH,-1.49695,,0.64125,-1.28895,0.09299674,-0.96795,0.09305,-2.69495,-0.85375,-2.45895,-1.16895,-2.59195,-2.00195,-2.30995,0.0,-3.07895,-1.47595,,,,,,,,,,,,,,,
625,625,Y791106,CH,-0.33555,,0.66465,-1.36525,0.083575,-1.11525,0.07875,-2.62825,-0.85925,-2.45025,-1.23325,-2.58225,-1.86225,-1.98725,0.0,-2.83725,-1.22625,,,,,,,,,,,,,,,
626,626,Y791320,CH,-0.14337,,0.69683,-1.31497,0.0867834,-0.98897,0.08603,-2.04297,-0.84377,-2.43897,-1.20597,-2.66897,-1.95897,-2.01497,0.0,-2.66897,-1.37297,,,,,,,,,,,,,,,
627,627,Y791597,CH,-0.59577,,0.66303,-1.25107,0.093397,-1.06407,0.08693,-1.95007,-0.80277,-2.44907,-1.22407,-2.67807,-2.00307,-2.01107,0.0,-2.75907,-1.27207,,,,,,,,,,,,,,,
628,628,Y791652,CH,-0.98854,,0.60426,-1.35654,0.04123,-1.02354,0.05646,-2.66354,-1.02354,-2.61054,-1.23954,-2.91954,-1.91554,-2.45254,0.0,-2.57254,-1.33554,,,,,,,,,,,,,,,
629,629,Y791776,CH,-0.6415,,0.6056,-1.369,0.02779,-1.012,0.037,-1.924,-0.8193,-2.487,-1.362,-2.774,-2.182,-2.363,0.0,-2.667,-1.306,,,,,,,,,,,,,,,
630,630,Y791845,CH,-0.752,,0.6754,-1.3264,0.1270402,-0.9654,0.1266,-1.8994,-0.8298,-2.4314,-1.2544,-2.7184,-2.1444,-2.3364,0.0,-2.6994,-1.2234,,,,,,,,,,,,,,,
631,631,Y791861,CH,-1.14405,,0.57505,-1.40605,0.03693,-1.09905,0.02095,-2.88605,-0.89865,-2.56205,-1.32505,-2.85905,-2.04705,-2.12305,0.0,-2.83205,-1.25005,,,,,,,,,,,,,,,
632,632,Y791933,CH,-0.3121,,0.6506,-1.3723,0.069093,-1.1343,0.0597,-2.9433,-0.9493,-2.4643,-1.2203,-2.6933,-1.9223,-2.0013,0.0,-2.9463,-1.2323,,,,,,,,,,,,,,,
633,633,Y792770,CH,,,0.62539,-1.30311,0.081505,-1.08911,0.08489,-2.08711,-0.87071,-2.41711,-1.32611,-2.55911,-2.02311,-2.34511,0.0,-2.90011,-1.35011,,,,,,,,,,,,,,,
634,634,Y793283,CH,-0.96514,,0.57086,-1.39444,0.019577,-1.12844,0.01856,-2.33044,-0.88684,-2.50544,-1.31944,-2.68344,-2.02444,-2.12344,0.0,-2.39144,-1.28944,,,,,,,,,,,,,,,
635,635,Y793337,CH,-0.39289,,0.65471,-1.34209,0.066236,-0.86739,0.05991,-2.30909,-0.89909,-2.51709,-1.19209,-2.74609,-2.22709,-2.26109,0.0,-2.92809,-1.33409,,,,,,,,,,,,,,,
636,636,Y793535,CH,-2.33978,,0.63912,-1.23278,0.0925505,-0.96078,0.09222,-2.13878,-0.80348,-2.35878,-1.21478,-2.63478,-2.01078,-1.85578,0.0,-2.82278,-1.29378,,,,,,,,,,,,,,,
637,637,Y82111,CH,-1.13781,,0.64179,-1.35381,0.10558,-1.13881,0.08119,-2.02081,-0.83901,-2.45881,-1.22281,-2.63681,-1.93581,-1.98381,0.0,-2.70281,-1.26481,,,,,,,,,,,,,,,
638,638,Y86796,CH,-0.89809,,0.58761,-1.38739,0.036946,-1.17839,0.04061,-2.12539,-0.83989,-2.55039,-1.32439,-2.72139,-1.97939,-2.05439,0.0,-2.82939,-1.24239,,,,,,,,,,,,,,,
639,639,MBRb,CH,-1.67113,,0.59617,-1.40213,0.06118,-1.20413,0.04887,-3.09113,-0.93943,-2.48713,-1.28113,-2.71613,-1.95413,-2.06313,0.0,-2.94313,-1.27613,,,,,,,,,,,,,,,
640,640,Bholghati,HOW,,,,-1.4034,0.4387,-0.4554,0.5906,,,,-0.6194,-2.0234,,-1.7604,0.0,,,,,,,,,,,,,,,,,
641,641,Bholghati,HOW,-0.5377,-0.9377,1.039,-1.4497,0.1973,-0.1774,0.5253,,-1.4467,-2.5847,-0.3498,-1.6787,-1.4187,-1.5157,0.0,,-2.5557,,,,,,,,,,,,,,,
642,642,Bholghati,HOW,,,,-1.4666,0.2342,-0.1815,0.5184,,,-2.7296,-0.2995,-1.5296,-1.3886,-1.5226,0.0,-3.6676,-2.5486,,,,,,,,,,,,,,,
643,643,Bholghati,HOW,,,,-1.4459,0.2033,-0.1781,0.5091,,,-2.6519,-0.2776,-1.6849,-1.4439,-1.5329,0.0,-3.7559,-2.6399,,,,,,,,,,,,,,,
644,644,Bholghati,HOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,645,Bholghati,HOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,646,Bialystok,HOW,-1.0173,-1.5303,1.022,-1.3913,-0.1144,-0.0113,0.5057,-2.3023,-1.6093,-2.6013,-0.1665,-1.5603,-1.4293,-1.4933,0.0,,-3.1743,,,,,,,,,,,,,,,
647,647,Bununu,HOW,,,,-2.6979,0.4603,-0.4449,0.6101,,,,-0.6839,-2.3349,,-2.7749,0.0,,,,,,,,,,,,,,,,,
648,648,Bununu,HOW,-0.1385,,1.0305,-1.3613,0.145,-0.1611,0.5067,,-1.3633,-2.4723,-0.3199,-1.5963,-1.5343,-1.5283,0.0,,-2.3923,,,,,,,,,,,,,,,
649,649,Chaves,HOW,,,,-1.4868,0.3299,-0.2016,0.6062,-2.4218,,-2.6758,-0.3269,-1.6688,-1.4218,-1.4998,0.0,,-3.5668,,,,,,,,,,,,,,,
650,650,EET87503,HOW,-0.9775,-2.4825,1.0249,-1.4635,0.1038,-0.1399,0.5145,-2.4755,-1.8025,-2.5985,-0.2721,-1.5815,-1.5205,-1.5295,0.0,,-3.1715,,,,,,,,,,,,,,,
651,651,Frankfort,HOW,,,,-1.5091,0.2308,-0.2422,0.5399,,,-2.6691,-0.4071,-1.7571,,,0.0,-3.6711,-3.0601,-4.7041,,,,,,,,,,,,,,
652,652,Frankfort,HOW,,,,-1.5687,0.2964,-0.355,0.5443,-2.5737,,-2.8687,-0.4707,-1.8337,-1.2607,-1.4927,0.0,,-3.3527,,,,,,,,,,,,,,,
653,653,Frankfort,HOW,,,,-1.5535,0.3193,-0.4735,0.5315,-2.7115,,-2.9555,-0.5845,-1.9435,-1.2315,-1.4985,0.0,,-3.4835,,,,,,,,,,,,,,,
654,654,Frankfort,HOW,,-1.0976,,-1.6456,0.3084,-0.3975,0.5174,-2.1896,-1.5056,-2.6886,-0.5586,-1.6306,-1.1496,-1.5246,0.0,-2.8676,,,,,,,,,,,,,,,,
655,655,Frankfort,HOW,,,,-1.1237,0.3596,-0.082,0.6513,,-1.4247,-1.6177,-0.1817,,-1.5497,,0.0,,,,,,,,,,,,,,,,,
656,656,Kapoeta,HOW,,,,-1.4002,-0.6452,0.3973,0.6208,,,,0.1877,-1.8172,,-1.1912,0.0,,,,,,,,,,,,,,,,,
657,657,Kapoeta,HOW,,-1.645,,-1.24,0.0632,-0.1422,0.496,-2.424,-1.36,-2.4,-0.2549,-1.748,-1.493,-1.548,0.0,,-2.878,,,,,,,,,,,,,,,
658,658,Kapoeta,HOW,,-1.6752,,,-0.0692,-0.0338,0.5688,,-1.5782,-2.4212,-0.1253,-1.4862,-1.7092,-1.5332,0.0,,,,,,,,,,,,,,,,,
659,659,Kapoeta,HOW,,-1.4401,,,0.2541,-0.2001,0.5769,,-1.5041,-2.6301,-0.3003,-1.6791,-1.4041,-1.5201,0.0,,-2.8281,,,,,,,,,,,,,,,
660,660,Kapoeta,HOW,,,,-1.3752,0.2459,-0.145,0.5708,-2.5452,,-2.9472,-0.2862,-1.6742,-1.3392,-1.4822,0.0,,,,,,,,,,,,,,,,,
661,661,Kapoeta,HOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,662,Kapoeta,HOW,,,,-1.436,0.2054,-0.1741,0.536,,,-2.723,-0.4189,-1.812,-1.426,-1.543,0.0,-3.71,-2.542,-4.506,-4.579,,,,,,,,,,,,,
663,663,Le_Teilleul,HOW,,,,-1.637,0.1807,-0.2296,0.531,,,,-0.3298,-1.672,-1.415,-1.573,0.0,,,,,,,,,,,,,,,,,
664,664,Le_Teilleul,HOW,,,,-1.4992,0.195,-0.2058,0.5328,-2.6282,-1.1472,-2.7062,-0.3504,-1.7512,-1.3342,-1.5092,0.0,-3.8532,-2.4652,-4.3212,-5.1152,,,,,,,,,,,,,
665,665,Le_Teilleul,HOW,,,,-1.5294,0.1663,-0.0245,0.5316,-1.9944,-1.8784,-1.6634,-0.2246,-2.0114,-1.5324,-1.8814,0.0,,,,,,,,,,,,,,,,,
666,666,Luotolax,HOW,,,,,-0.0792,0.0082,0.4909,,,,-0.1437,,-1.5151,-1.8731,0.0,,,,,,,,,,,,,,,,,
667,667,Luotolax,HOW,,,,-1.2883,0.1963,-0.1252,0.5497,-2.4663,-1.2773,,-0.2881,-1.4693,-1.2903,-1.5053,0.0,,,,-4.2353,,,,,,,,,,,,,
668,668,Malvern,HOW,,,,-1.9522,-0.119,0.2514,0.5858,,,,0.0315,-2.2542,,-2.2012,0.0,,,,,,,,,,,,,,,,,
669,669,Malvern,HOW,,,,-1.5801,0.1577,0.5882,0.8019,,,,0.2083,-1.4671,,-1.2261,0.0,,,,,,,,,,,,,,,,,
670,670,Malvern,HOW,,,,-1.2443,-0.0751,-0.0385,0.5007,,,-2.3073,-0.1854,-1.4613,-1.9263,-1.5313,0.0,,,,,,,,,,,,,,,,,
671,671,Malvern,HOW,,,,,0.0646,-0.1062,0.5115,-2.3565,,-2.4115,-0.2358,-1.6025,,-1.5425,0.0,,,,,,,,,,,,,,,,,
672,672,Malvern,HOW,,,,-1.2699,0.0884,-0.1089,0.5131,-2.2999,,-2.4129,-0.2422,-1.6129,-1.5359,-1.5259,0.0,,-2.7309,,,,,,,,,,,,,,,
673,673,Malvern,HOW,,,,-1.3296,0.0714,-0.1155,0.5094,-2.4106,-1.7246,-2.3836,-0.2433,-1.6526,-1.5336,-1.5356,0.0,-3.9836,-2.8936,,,,,,,,,,,,,,,
674,674,Malvern,HOW,,,,-1.3791,0.0446,-0.0722,0.5179,-2.4111,,-2.5121,-0.2123,-1.5731,-1.5221,-1.5251,0.0,,,,,,,,,,,,,,,,,
675,675,Malvern,HOW,,,,-1.3933,0.0783,-0.0932,0.5267,-2.4063,,-2.5083,-0.2286,-1.5823,-1.5063,-1.5093,0.0,,,,,,,,,,,,,,,,,
676,676,Massing,HOW,,,,-1.9729,0.3317,-0.4779,0.5401,,,,-0.5299,-1.7909,-1.3129,-1.5499,0.0,,,,,,,,,,,,,,,,,
677,677,Massing,HOW,,,,-0.6471,-0.1179,-0.2341,0.5059,,-1.3781,-1.0381,-0.4265,,-1.3301,,0.0,,,,,,,,,,,,,,,,,
678,678,Molteno,HOW,,,,-1.3958,0.153,-0.1417,0.5362,,,-2.5128,-0.3056,,-1.4508,-1.5318,0.0,-3.7008,-2.5128,,,,,,,,,,,,,,,
679,679,Molteno,HOW,,,,-1.3949,0.1725,-0.1239,0.5461,-2.5659,,-2.6669,-0.2603,-1.6249,-1.4199,-1.5029,0.0,,,,,,,,,,,,,,,,,
680,680,Monticello,HOW,,,,,0.1789,-0.023,0.5556,,-1.4264,,-0.3228,-1.9334,-1.6064,-1.6604,0.0,,,,,,,,,,,,,,,,,
681,681,Pavlovka,HOW,,,,-0.4088,-0.2538,0.7687,0.8682,,,-1.6548,0.4978,-1.8838,,-1.8358,0.0,,,,,,,,,,,,,,,,,
682,682,Pavlovka,HOW,,,,-1.6504,0.2414,-0.3281,0.5166,,,,-0.4253,-1.8524,-1.3474,-1.5404,0.0,,,,,,,,,,,,,,,,,
683,683,Pavlovka,HOW,,,,-0.5676,0.1769,-0.2919,0.5434,,,-1.4206,-0.3382,-2.7636,,-1.7626,0.0,,-2.1536,,,,,,,,,,,,,,,
684,684,Washougal,HOW,,,,-1.052,-0.0192,0.4559,0.703,,,-1.958,0.1802,-1.751,,-1.603,0.0,,,,,,,,,,,,,,,,,
685,685,Washougal,HOW,,,,-1.65,0.2215,-0.283,0.52,,,-2.693,-0.403,-1.804,,-1.586,0.0,-3.871,-3.284,-3.926,,,,,,,,,,,,,,
686,686,Y7308,HOW,,,,-1.6869,0.3511,-0.3508,0.5481,,-1.4259,-2.9589,-0.4384,,-1.3049,-1.5159,0.0,,,,,,,,,,,,,,,,,
687,687,Y7308,HOW,,,,-1.7603,0.3579,-0.4433,0.5607,,-1.8293,-3.1133,-0.5313,-1.9013,-1.2393,-1.4993,0.0,-3.8253,,-4.5643,,,,,,,,,,,,,,
688,688,Y7308,HOW,,,,,0.5212,-1.2483,0.6687,,-1.0923,,-0.9623,-2.1963,-1.0613,-1.4433,0.0,,,,,,,,,,,,,,,,,
689,689,Y7308,HOW,,,,-1.6595,0.3606,-0.5225,0.5525,-3.2655,-1.4515,-2.2705,-0.5815,-1.9435,-1.4205,-1.4735,0.0,-3.3025,-3.0845,-3.0825,-4.0165,,,,,,,,,,,,,
690,690,Y7308,HOW,-0.7401,,1.058,-1.7891,0.3555,-0.4491,0.5529,-2.7501,-1.5501,-2.7481,-0.5631,-1.9371,-1.3081,-1.5371,0.0,-3.6701,,,,,,,,,,,,,,,,
691,691,Y790727,HOW,-0.2765,,1.0658,-1.5409,0.2698,-0.1945,0.5381,-2.0459,-1.4289,-2.7439,-0.3598,-1.6939,-1.3769,-1.5319,0.0,,-2.8669,,,,,,,,,,,,,,,
692,692,Y790991,HOW,-0.3848,,1.0335,-1.6599,0.2163,-0.2582,0.5171,-2.2089,-1.3059,-2.4699,-0.4004,-1.7449,-1.3989,-1.5429,0.0,-3.6919,,,,,,,,,,,,,,,,
693,693,Y791206,HOW,-0.5029,,1.0396,-1.4879,0.2266,-0.3195,0.5261,-2.3999,-1.2009,-1.9209,-0.3801,-1.5039,-1.3659,-1.5379,0.0,,-3.2489,,,,,,,,,,,,,,,
694,694,Y791208,HOW,-0.0516,,1.0653,-1.6123,0.2814,-0.2785,0.5387,-2.3823,-1.8433,-2.7483,-0.4355,-1.8633,-1.3273,-1.5373,0.0,,-2.5423,,,,,,,,,,,,,,,
695,695,Y791492,HOW,-0.2836,,1.0561,-1.5521,0.2563,-0.2761,0.5339,-2.3881,-1.4131,-2.5781,-0.3723,-1.7531,-1.3601,-1.5091,0.0,,-2.8771,,,,,,,,,,,,,,,
696,696,Y791573,HOW,-0.4853,,1.0672,-1.5383,0.2725,-0.228,0.5477,-1.9903,-1.3223,-2.7413,-0.3639,-1.6493,-1.3523,-1.4963,0.0,-3.3613,,,,,,,,,,,,,,,,
697,697,Y793497,HOW,-0.2955,,1.0365,-1.1152,0.1582,-0.1805,0.5108,-2.0992,-1.3822,-2.2892,-0.2888,-1.5722,-1.4622,-1.5052,0.0,,-2.0562,,,,,,,,,,,,,,,
698,698,Y82052,HOW,-0.936,,1.0132,-1.36,0.0693,-0.1109,0.488,-1.786,-1.865,-2.609,-0.2572,-1.401,-1.455,-1.548,0.0,,-2.851,,,,,,,,,,,,,,,
699,699,Yurtuk,HOW,,,,-1.5179,0.2044,-0.11,0.5511,,,,-0.2479,-1.5349,-1.3519,-1.5559,0.0,,,,,,,,,,,,,,,,,
700,700,Zmenj,HOW,,,,,0.2519,-0.2755,0.5409,-2.5701,,-2.7681,-0.3927,-1.7771,-1.3551,-1.4891,0.0,,,,,,,,,,,,,,,,,
701,701,Zmenj,HOW,,,,-0.5958,0.2724,-0.1484,0.5562,-2.3618,-1.1728,-1.4348,-0.3575,,-1.6488,-0.8758,0.0,,-2.0748,,,,,,,,,,,,,,,
702,702,Zmenj,HOW,,,,-1.4191,0.2663,-0.2449,0.5439,,-1.3941,-1.9301,-0.4006,-1.6191,-1.2441,-1.4891,0.0,,-3.3221,,,,,,,,,,,,,,,
703,703,El_Taco,IAB,0.1704,1.3276,1.3845,-0.7296,0.8968,-0.5286,0.8444,-1.2146,-1.3796,-2.0256,-0.6656,-1.7436,-1.8356,-1.2616,0.0,-2.4236,-1.4676,,,,,,,,,,,,,,,
704,704,El_Taco,IAB,-0.1657,0.4287,1.1808,-0.6214,0.62579,-0.3944,0.6626,-1.6564,-0.3014,-1.8514,-0.9314,-2.0434,-1.5824,-1.5654,0.0,-2.6894,-1.5574,,,,,,,,,,,,,,,
705,705,El_Taco,IAB,0.1713,1.3167,1.5525,-0.638,1.07997,-0.311,1.01,-2.193,-0.642,-1.714,-0.173,-1.608,-1.223,-1.179,0.0,,-1.588,,,,,,,,,,,,,,,
706,706,Woodbine,IAB,,-1.8824,-0.4736,-2.1539,-1.0154,-2.1079,-0.9719,,-1.8516,-3.4969,-2.3419,-3.7269,-3.5289,-3.4989,0.0,-2.7189,-0.93572,,,,,,,,,,,,,,,
707,707,Mount_Morris,IAB,,-0.9618,,-1.1448,0.25806,-0.8778,0.2592,-2.0448,-0.386,-2.5438,-1.2058,-2.6318,-2.0398,-2.1478,0.0,-2.8618,-1.2548,,,,,,,,,,,,,,,
708,708,Pontlyfni,IAB,,-2.16396,0.43794,-1.32496,-0.09269,-1.09696,-0.07096,-2.59296,-0.44156,-2.52996,-1.38896,-2.68496,-2.13696,-2.24396,0.0,-2.58996,-1.18296,,,,,,,,,,,,,,,
709,709,Tierra_Blanca,IAB,0.072,-1.3498,0.8906,-1.4598,0.25242,-1.1058,0.2742,-1.9288,,-2.5958,-1.2488,-2.3868,-1.9908,-2.0538,0.0,,,,,,,,,,,,,,,,,
710,710,Winona,IAB,0.0098,-0.8807,0.9465,-0.9827,0.35744,-0.8017,0.3713,-2.0137,-0.7947,-2.2917,-1.0987,-2.2207,-1.8827,-1.9167,0.0,-2.6327,-1.1537,,,,,,,,,,,,,,,
711,711,Netschaevo,IIE,-0.91774,-1.54014,0.50226,-1.46114,-0.09758,-1.25714,-0.05314,-2.00014,-1.15914,-2.55314,-1.34714,-2.68514,-1.98214,-2.25414,0.0,-2.55314,-1.15414,,,,,,,,,,,,,,,
712,712,Weekeroo,IIE,-1.0795,-0.2925,1.2335,-0.4405,0.4007,-0.194,0.7535,-2.0555,,-1.5765,-0.2405,-1.6445,-0.6445,-1.2845,0.0,,-2.2745,,,,,,,,,,,,,,,
713,713,Y790489,CL,-2.2302,,0.7885,-1.1092,0.225356,-0.8092,0.2308,-1.8152,-0.6257,-2.4712,-1.0972,-2.4002,-1.7762,-1.9222,0.0,-2.6572,-1.3362,,,,,,,,,,,,,,,
714,714,Y791319,CL,,,0.7726,-1.2006,0.220915,-0.8056,0.2274,-1.9876,-0.5687,-2.3546,-1.0586,-2.5326,-1.8736,-1.8116,0.0,-2.8106,-1.3666,,,,,,,,,,,,,,,
715,715,Y793534,CL,-2.2069,,0.8277,-1.1009,0.262835,-0.8859,0.2671,-1.6569,-0.7284,-2.3819,-1.0569,-2.1549,-1.7719,-1.9139,0.0,-2.5999,-1.2849,,,,,,,,,,,,,,,
716,716,Bjurbole,CL,,,,,0.23309,-0.9232,0.2678,-2.0962,,-2.2472,-1.0432,-2.4362,34.7178,-1.8892,0.0,,,,,,,,,,,,,,,,,
717,717,Knyahinya,CL,-1.0869,-1.3049,0.8259,-1.0569,0.25032,-0.8819,0.2861,-1.9679,-0.7139,-2.2209,-0.9939,-2.3709,-1.7129,-1.8309,0.0,-2.6189,-1.2959,,,,,,,,,,,,,,,
718,718,ALH77015,CL,-0.1131,-0.6538,0.8184,-1.1878,0.20877,-0.9128,0.2382,-2.0188,-0.8378,-2.2388,-1.0808,-2.3218,-1.6908,-2.0018,0.0,-2.5578,-1.2848,,,,,,,,,,,,,,,
719,719,ALH77015,CL,0.13529,,0.8553,-1.0953,0.2320022,-0.6586,0.2327,-2.0013,-0.7703,-2.1423,-1.0873,-2.3363,-1.7043,-1.9223,0.0,-2.9563,-1.3623,,,,,,,,,,,,,,,
720,720,ALH77167,CL,-0.0832,-0.6506,0.8164,-1.0994,0.20529,-0.9354,0.2336,-2.0374,-0.8524,-2.1984,-1.1004,-2.3554,-1.6844,-2.0024,0.0,-2.5594,-1.2824,,,,,,,,,,,,,,,
721,721,ALH77214,CL,-0.0105,-0.6195,0.8088,-1.1505,0.17695,-0.9185,0.2245,-2.1025,-0.7593,-2.4015,-1.0915,-2.4345,-1.7645,-1.9055,0.0,-2.5655,-1.2705,,,,,,,,,,,,,,,
722,722,ALH77216,CL,-0.6818,-2.0806,0.7628,-1.1396,0.18228,-0.9576,0.2144,-2.1526,-0.7866,-2.1966,-1.1286,-2.5056,-1.7936,-1.9486,0.0,-2.5946,-1.3186,,,,,,,,,,,,,,,
723,723,ALH77249,CL,-0.0178,-0.6334,0.7955,-1.1443,0.1673,-0.9503,0.2017,-2.0583,-0.8873,-2.2193,-1.1323,-2.4103,-1.7443,-2.0233,0.0,-2.5123,-1.2873,,,,,,,,,,,,,,,
724,724,ALH77260,CL,-0.0408,-0.6124,0.8253,-1.1346,0.20927,-0.9366,0.2334,-1.9816,-0.9706,-2.1936,-1.0676,-2.3506,-1.6946,-2.0326,0.0,-2.5546,-1.2856,,,,,,,,,,,,,,,
725,725,ALH78041,CL,-0.0701,,0.7943,-1.2756,0.18466,-0.9816,0.2004,-2.8386,-0.7714,-2.3596,-1.0666,-2.4516,-1.7986,-1.8726,0.0,-2.7586,-1.2906,,,,,,,,,,,,,,,
726,726,Hallingeberg,CL,-0.4317,-1.2592,0.7694,-1.1272,0.17948,-0.9522,0.2198,-2.2412,-0.7166,-2.1882,-0.9892,-2.4562,-1.7512,-1.9142,0.0,-2.5872,-1.2532,,,,,,,,,,,,,,,
727,727,Inman,CL,-0.0825,-1.053,0.8778,-1.301,0.26769,-0.871,0.305,-2.067,-0.66,-2.19,-0.969,-2.341,-1.658,-1.85,0.0,-2.686,-1.299,,,,,,,,,,,,,,,
728,728,Ioka,CL,-0.2647,-1.5713,0.809,-1.1173,0.20661,-0.9533,0.2417,-2.0993,-0.6943,-2.2023,-1.0563,-2.2973,-1.8183,-1.9033,0.0,-2.6423,-1.2453,,,,,,,,,,,,,,,
729,729,Mezo-Madaras,CL,-0.5778,-1.0036,0.7779,-1.0826,0.19834,-1.0066,0.2314,-2.0066,-0.7525,-2.2186,-1.0326,-2.3756,-1.7526,-1.8816,0.0,-2.5796,-1.2626,,,,,,,,,,,,,,,
730,730,Moorabie,CL,-0.7367,-1.5681,0.7547,-1.1341,0.18923,-0.9651,0.2169,-2.0381,-0.8181,-2.3211,-1.0521,-2.3911,-1.7501,-1.9341,0.0,-2.5941,-1.2771,,,,,,,,,,,,,,,
731,731,RKPA80256,CL,-0.8913,-1.9383,0.7058,-1.1643,0.12949,-1.0133,0.1627,-2.1863,-0.648,-2.3093,-1.1113,-2.4253,-1.7853,-1.9823,0.0,-2.6283,-1.3263,,,,,,,,,,,,,,,
732,732,Via_Natamoros,CL,-0.5753,-1.3422,0.783,-1.1362,0.19941,-0.9172,0.2308,-2.1572,-0.7647,-2.2582,-1.0642,-2.3112,-1.8422,-1.9302,0.0,-2.5772,-1.2782,,,,,,,,,,,,,,,
733,733,Y74024,CL,-1.1519,,0.7856,-1.1059,0.22601,-1.0789,0.2391,-2.0679,-0.628,-2.2509,-0.8819,-2.5269,-1.7689,-1.9519,0.0,-2.8859,-1.3599,,,,,,,,,,,,,,,
