Teff,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
20000.0,52966.34438916581,48640.720569146186,47424.198526024484,51286.13839913648,45394.16166502032,40831.93863326919,33189.44575526103,33496.54391578279,29040.226544644513,28707.805820246922,25822.601906345957,25882.12915153093,23334.580622810045,23334.580622810045,20892.96130854041,18197.008586099826,19543.394557753963,19588.44673505989,17100.15315090286,16106.4563517827,15205.475297324969,15170.503674593368,14421.153515248681,14454.39770745928,13740.41975012515,14092.887984218747,12912.192736135334,12676.518658578449
21000.0,9705.099672454899,8974.287945007482,8749.837752274363,9375.620069258803,8260.379495771784,7413.102413009177,6039.4862937638,6081.350012787177,5272.298614228227,5211.947111050806,4677.351412871981,4666.593803142887,4207.266283844442,4187.935651179182,3732.5015779572063,3250.872973854344,3467.368504525317,3451.4373933585607,3013.006024186122,2824.8799749157074,2660.7250597988086,2642.4087573219476,2500.345361696432,2488.85731828239,2360.478233180578,2409.9054286865953,2202.9264630534562,2152.7817347243736
22000.0,881.0488730080137,812.8305161640995,797.9946872679768,859.013521505396,767.3614893618186,693.4258060165695,570.1642722807472,570.1642722807472,495.45019080479005,485.28850016212095,434.51022417157145,430.5266104917105,385.4783576657717,381.06582339377303,338.84415613920237,294.44216337987604,312.6079367123956,309.0295432513592,269.77394324449205,252.34807724805754,236.59196974857588,234.42288153199226,221.30947096056386,219.78598727848254,207.49135174549107,211.34890398366477,193.6421963946607,188.79913490962926
23000.0,434.51022417157145,346.73685045253166,384.5917820453535,421.6965034285822,413.9996748197304,409.26065973001096,349.94516702835733,339.62527259040854,286.41779699065796,273.5268726306711,239.88329190194898,234.96328208483072,206.53801558105292,202.30191786782717,187.93168168032685,165.57699634695277,189.67059212111462,182.81002161427426,168.65530253887405,152.40527537972906,143.5489433353656,140.28137045619576,129.7179270983956,128.82495516931337,119.94993031493793,120.78138351067798,115.61122421920993,111.68632477805612
24000.0,314.77483141013175,227.50974307720716,266.68586645214805,302.69134281013044,311.88895840939387,322.10687912834345,277.3320104651841,263.63313858253787,219.28049353504497,206.53801558105292,179.06058540352947,173.38039977541374,151.70503674593368,148.2518085145953,141.90575216890926,127.05741052085419,150.66070661867417,143.5489433353656,134.2764961137864,119.94993031493793,113.50108156723155,109.64781961431851,100.92528860766843,99.77000638225536,92.04495717531712,93.11078754678306,90.36494737223013,86.69618757582165
25000.0,231.2064790175594,148.93610777109154,184.07720014689562,218.77616239495518,237.13737056616552,255.85858869056452,219.28049353504497,204.17379446695296,166.34126503701697,154.170045294956,131.82567385564073,126.18275345906706,110.40786199020735,107.89467222298286,107.1519305237606,97.72372209558107,119.6740531307243,112.71974561755106,106.16955571987242,93.9723310564638,89.12509381337455,84.91804750363139,78.16278045883297,76.73614893618189,70.14552984199713,71.44963260755135,70.14552984199713,66.83439175686145
26000.0,168.26740610704672,93.5405674147552,121.89895989248662,154.88166189124811,177.41894808901662,197.696964011186,167.88040181225605,152.75660582380732,121.6186000646368,110.66237839776664,93.5405674147552,88.10488730080142,77.44617978025187,75.85775750291836,78.88601176185544,73.6207097494736,93.3254300796991,86.09937521846007,81.09610578538408,71.6143410212902,68.07693586937414,63.53309318517436,58.8843655355589,56.88529308438413,51.64163692720711,53.456435939697165,52.722986142282274,49.88844874600122
27000.0,121.05981335504829,57.01642722807475,77.62471166286916,107.64652136298349,130.9181922999407,149.9684835502374,123.59474334445108,110.40786199020735,85.90135215053957,76.55966069112561,63.67955209079159,58.74893525297766,52.239618899911974,51.760683195056764,57.14786366718669,54.450265284242114,71.28530301265195,64.26877173170197,59.566214352901035,53.3334895487621,50.23425895223871,45.91980128368685,43.151907682776525,40.926065973001094,36.897759857015025,38.90451449942807,38.37072454922788,35.974933515574236
28000.0,85.70378452303697,39.53666200681279,52.36004365857503,76.73614893618189,94.62371613657929,105.92537251772886,82.41381150130022,74.64487584100665,57.543993733715695,51.05049999754062,42.46195639463128,38.54783576657719,35.15604405282981,35.64511334262443,40.271703432545905,38.459178204535355,50.11872336272722,44.56562483975033,39.99447497610976,36.812897364253146,33.96252725904083,30.97419299216581,29.580124665515466,27.66941645411511,25.29297996446145,26.915348039269155,26.001595631652723,24.378108183687523
29000.0,54.0754322945581,25.29297996446145,32.50872973854344,50.003453497697855,62.08690342300634,66.83439175686145,47.315125896148054,44.36086439314325,34.119291162192845,30.13006024186122,25.06109253032114,22.335722228305315,21.086281499332898,22.490546058357815,25.822601906345955,24.547089156850298,31.477483141013156,27.478941531023974,23.933157564053875,22.646443075930595,19.952623149688797,18.663796908346693,17.988709151287875,16.595869074375607,15.631476426409538,16.557699634695282,15.667510701081493,14.621771744567184
30000.0,26.6072505979881,13.614446824659497,17.060823890031234,27.41574171927882,33.57376142429547,33.80648362059815,21.23244462000219,20.65380155810529,15.812480392703835,13.931568029453027,11.587773561551263,10.046157902783952,10.139113857366794,12.02264434617413,13.86755828871888,12.76438808811344,15.703628043335524,13.427649611378635,11.694993910198711,10.864256236170656,9.120108393559097,9.120108393559097,8.452788451602899,7.961593504173188,7.834296427662118,8.147042840208396,7.464487584100665,6.982324040771713
32000.0,2.4774220576332855,2.254239212152429,4.045758916974426,6.412095765851617,5.420008904016238,4.14954042634363,2.679168324819032,2.3878112829131775,1.807174126010927,1.4893610777109152,1.355189412351036,1.651961798229015,2.1428906011200586,2.529297996446145,2.5003453616964313,1.8836490894898006,1.7988709151287878,1.7498466886246569,1.2078138351067802,1.244514611771385,1.2941958414499861,1.2246161992650486,1.2359474334445104,1.216186000646368,1.1297959146727978,1.1168632477805611,1.081433951297938,1.0069316688518042
34000.0,1.6292960326397223,1.5135612484362082,2.7669416454115114,4.2364296604954115,3.213660538640317,2.409905428686595,1.5703628043335525,1.383566378971781,1.0256519262514077,0.8356030182312479,0.8279421637123342,1.1246049739669264,1.455459080581966,1.6180800376430657,1.4689262776438667,1.1376272858234309,1.0280162981264735,1.039920165829059,0.7673614893618189,0.7726805850957023,0.7870457896950986,0.7762471166286917,0.762079010025412,0.7655966069112563,0.6637430704019088,0.6137620051647942,0.6729766562843178,0.6194410750767815
36000.0,1.1830415557251648,1.1168632477805611,2.0511621788255656,3.0269134281013055,2.192804935350449,1.6032453906900415,1.0495424286523223,0.9141132414702502,0.6729766562843178,0.5780960474057181,0.5780960474057181,0.831763771102671,1.0665961212302577,1.135010815672315,0.9594006315159331,0.7816278045883296,0.6807693586937414,0.7046930689671469,0.5420008904016238,0.5649369748123025,0.5495408738576245,0.5495408738576245,0.5248074602497725,0.5370317963702527,0.44771330417636257,0.40364539296760493,0.46558609352295893,0.4285485203974395
38000.0,1.0715193052376064,0.9794899854086989,1.807174126010927,2.685344445658507,1.9364219639466071,1.4028137045619582,0.9204495717531713,0.7979946872679766,0.5902010801718443,0.505824662003114,0.5069907082747044,0.734513868157115,0.9440608762859234,1.0,0.8394599865193975,0.688652296344276,0.5984115950603197,0.6180164001384159,0.4797334486366891,0.49545019080479025,0.48305880203977264,0.4841723675840993,0.46131757456037936,0.47315125896148047,0.3926449353995998,0.35399734108343467,0.4083193863326921,0.3758374042884442
40000.0,0.9908319448927676,0.874983775227436,1.62181009735893,2.4210290467361784,1.7458221529205038,1.2589254117941673,0.8279421637123342,0.7144963260755134,0.5308844442309884,0.45394161665020316,0.4528975799036208,0.660693448007596,0.8491804750363139,0.8994975815300352,0.7533555637337174,0.6194410750767815,0.5407543229455808,0.5559042572704036,0.4335108783875289,0.4436086439314325,0.43451022417157154,0.43551187368556854,0.41399967481973043,0.4246195639463129,0.35237087104248715,0.31768740706497706,0.3655947916131249,0.3372873086588689
