recno,Star,Paper,Identifier,Teff,e_Teff,logg,e_logg,atmosphere,Mass,e_Mass,RAJ2000,DEJ2000,Gaia,plx,e_plx,Massmz,B,e_B,IRexcess,gascomp,bin,binSep,Time,Ref,Comm,log(H/H(e)),l_log(H/H(e)),e_log(H/H(e)),log(He/H(e)),e_log(He/H(e)),log(Li/H(e)),e_log(Li/H(e)),AccRateLi,SinTimeLi,MassFracLi,log(Be/H(e)),e_log(Be/H(e)),SinTimeBe,log(C/H(e)),e_log(C/H(e)),AccRateC,SinTimeC,MassFracC,log(N/H(e)),e_log(N/H(e)),AccRateN,SinTimeN,MassFracN,log(O/H(e)),e_log(O/H(e)),AccRateO,AccRateOInc,AccRateODec,SinTimeO,MassFracO,log(Na/H(e)),e_log(Na/H(e)),AccRateNa,AccRateNaInc,AccRateNaDec,SinTimeNa,MassFracNa,log(Mg/H(e)),e_log(Mg/H(e)),AccRateMg,n_AccRateMg,AccRateMgInc,AccRateMgDec,SinTimeMg,MassFracMg,log(Al/H(e)),e_log(Al/H(e)),AccRateAl,AccRateAlInc,AccRateAlDec,SinTimeAl,MassFracAl,log(Si/H(e)),e_log(Si/H(e)),AccRateSi,AccRateSiInc,AccRateSiDec,SinTimeSi,MassFracSi,log(P/H(e)),e_log(P/H(e)),AccRateP,SinTimeP,MassFracP,log(S/H(e)),e_log(S/H(e)),AccRateS,SinTimeS,MassFracS,log(Cl/H(e)),e_log(Cl/H(e)),AccRateCl,SinTimeCl,MassFracCl,log(Ar/H(e)),e_log(Ar/H(e)),log(K/H(e)),e_log(K/H(e)),AccRateK,SinTimeK,log(Ca/H(e)),e_log(Ca/H(e)),AccRateCa,AccRateCaInc,AccRateCaDec,SinTimeCa,MassFracCa,log(Sc/H(e)),e_log(Sc/H(e)),AccRateSc,SinTimeSc,MassFracSc,log(Ti/H(e)),e_log(Ti/H(e)),AccRateTi,AccRateTiInc,AccRateTiDec,SinTimeTi,MassFracTi,log(V/H(e)),e_log(V/H(e)),AccRateV,SinTimeV,MassFracV,log(Cr/H(e)),e_log(Cr/H(e)),AccRateCr,AccRateCrInc,AccRateCrDec,SinTimeCr,MassFracCr,log(Mn/H(e)),e_log(Mn/H(e)),AccRateMn,AccRateMnInc,AccRateMnDec,SinTimeMn,MassFracMn,log(Fe/H(e)),e_log(Fe/H(e)),AccRateFe,AccRateFeInc,AccRateFeDec,SinTimeFe,MassFracFe,log(Co/H(e)),e_log(Co/H(e)),AccRateCo,SinTimeCo,MassFracCo,log(Ni/H(e)),e_log(Ni/H(e)),AccRateNi,AccRateNiInc,AccRateNiDec,SinTimeNi,MassFracNi,log(Cu/H(e)),e_log(Cu/H(e)),AccRateCu,SinTimeCu,MassFracCu,log(Zn/H(e)),e_log(Zn/H(e)),AccRateZn,SinTimeZn,log(Ga/H(e)),e_log(Ga/H(e)),AccRateGa,SinTimeGa,MassFracGa,log(Ge/H(e)),e_log(Ge/H(e)),AccRateGe,SinTimeGe,MassFracGe,log(As/H(e)),e_log(As/H(e)),log(Se/H(e)),e_log(Se/H(e)),log(Sr/H(e)),e_log(Sr/H(e)),AccRateSr,SinTimeSr,MassFracSr,log(Sn/H(e)),e_log(Sn/H(e)),log(I/H(e)),e_log(I/H(e)),log(Ba/H(e)),e_log(Ba/H(e)),AccRateTot,AccRateTotInc,AccRateTotDec
2133,SDSS J141215.36+401138.2,Coutu 2019,SDSS J141215.36+401138.2 Coutu 2019,9370.0,797.0,8.0,,He,,,213.064,40.19397,,1.2212994626,0.1584049865,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.79,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.17,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,SDSS J141215.36+401138.2,Kepler 2015,SDSS J141215.36+401138.2 Kepler 2015,7806.0,209.0,8.0,0.0,He,,,213.064,40.19397,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.247,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,SDSSJ142939.38+384113.2,Blouin 2020,SDSSJ142939.38+384113.2 Blouin 2020,5636.0,147.0,7.634,0.242,He,0.375,0.123,217.41413836386,38.68701687894,Gaia DR3 1487653182435218048,4.984414964,0.49425095,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,SDSS J142939.38+384113.2,Coutu 2019,SDSS J142939.38+384113.2 Coutu 2019,5761.0,112.0,7.75,0.25,He,0.43,0.14,217.41413836386,38.68701687894,Gaia DR3 1487653182435218048,4.7915668424,0.6244878683,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.07,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,SDSS J142939.38+384113.2,Hollands 2017,SDSS J142939.38+384113.2 Hollands 2017,6040.0,270.0,8.0,,He,,,217.41413836386,38.68701687894,Gaia DR3 1487653182435218048,4.984414964,0.49425095,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,SDSS J143712.63+413028.0,Kepler 2015,SDSS J143712.63+413028.0 Kepler 2015,7769.0,57.0,8.0,0.0,He,,,219.30260522838,41.50783873484,Gaia DR3 1488432328158406528,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.621,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,SDSS J142820.31+421051.5,Coutu 2019,SDSS J142820.31+421051.5 Coutu 2019,7422.0,311.0,8.42,0.39,He,0.85,0.24,217.08463,42.18097,Gaia DR3 1491662379787040896,4.0518638574,1.0819198874,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.85,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.66,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,SDSS J142820.31+421051.5,Kepler 2015,SDSS J142820.31+421051.5 Kepler 2015,8410.0,206.0,8.0,0.0,He,,,217.08463,42.18097,Gaia DR3 1491662379787040896,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.801,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,WD 1426+442,Coutu 2019,WD 1426+442 Coutu 2019,6602.0,59.0,8.06,0.03,He,0.61,0.02,217.14056562403,44.06303808273,Gaia DR3 1494157691363079168,22.271714922,0.0496029286,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.45,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.44,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,SDSSJ142833.78+440346.2,Blouin 2020,SDSSJ142833.78+440346.2 Blouin 2020,6574.0,77.0,8.064,0.02,He,0.614,0.012,217.14056562403,44.06303808273,Gaia DR3 1494157691363079168,22.32060717,0.050894246,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.5,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,J1428+4403,Caron 2023,J1428+4403 Caron 2023,6622.0,17.0,8.083,0.005,He,0.625,0.005,217.14056562403,44.06303808273,Gaia DR3 1494157691363079168,22.32060717,0.050894246,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,SDSSJ1428+4403,Kepler 2021,SDSSJ1428+4403 Kepler 2021,6221.0,33.0,7.886,0.018,He,0.874,0.001,217.14056562403,44.06303808273,Gaia DR3 1494157691363079168,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.756,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,SDSS J142833.77+440346.1,Hollands 2017,SDSS J142833.77+440346.1 Hollands 2017,6600.0,60.0,8.0,,He,,,217.14056562403,44.06303808273,Gaia DR3 1494157691363079168,22.32060717,0.050894246,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,SDSS J134856.00+364617.5,Blouin 2022,SDSS J134856.00+364617.5 Blouin 2022,7655.0,105.0,8.125,0.121,H,0.671,0.076,207.23338280249,36.77149068564,Gaia DR3 1495496273753583616,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1059B/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.17,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501187233.627272,,
2128,SDSS J135953.17+381057.6,Coutu 2019,SDSS J135953.17+381057.6 Coutu 2019,6552.0,301.0,8.0,,He,,,209.97154,38.18267,,5.5126791621,0.5378964783,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.46,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.47,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,SDSS J135953.17+381057.6,Coutu 2019,SDSS J135953.17+381057.6 Coutu 2019,6552.0,301.0,8.0,,He,,,209.97158333333,38.18260555556,,5.5126791621,0.5378964783,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.46,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.47,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,SDSS J135953.17+381057.6,Kepler 2015,SDSS J135953.17+381057.6 Kepler 2015,6350.0,25.0,8.0,0.0,He,,,209.97154,38.18267,Gaia DR3 1495823898154279040,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.161,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,SDSS J135953.17+381057.6,Kepler 2015,SDSS J135953.17+381057.6 Kepler 2015,6350.0,25.0,8.0,0.0,He,,,209.97154,38.18267,Gaia DR3 1495823898154279040,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.161,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,WD1455+298,Koester 2006,WD1455+298 Koester 2006,7366.0,,7.6,,H,0.386,,212.43849774085,42.26684860144,Gaia DR3 1281989124439286912,27.86208404,0.02338002,8.04341322899817e+24,,,,,,,,https://ui.adsabs.harvard.edu/abs/2006A%26A...453.1051K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,,,,,674689524356.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628748.93244724,,
1081,PG 1407+425,Farihi 2009,PG 1407+425 Farihi 2009,9900.0,,,,H,0.67,,212.43841666667,42.26680555556,Gaia DR3 1498447607777405312,35.89,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995262.31496888,,
1816,WD1407+425,Zuckerman 2003,WD1407+425 Zuckerman 2003,9856.0,,8.0,,H,,,212.43849774085,42.26684860144,Gaia DR3 1498447607777405312,27.86208404,0.02338002,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.866,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,SDSS J135637.78+404703.4,Coutu 2019,SDSS J135637.78+404703.4 Coutu 2019,6792.0,145.0,8.11,0.06,He,0.64,0.04,209.15752148299,40.78429545557,Gaia DR3 1498645171976598144,9.1743119266,0.2104199983,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.62,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.08,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,SDSSJ135637.78+404703.4,Dufour 2007,SDSSJ135637.78+404703.4 Dufour 2007,7100.0,70.0,,,He,,,209.15752148299,40.78429545557,Gaia DR3 1498645171976598144,9.331387981,0.17667161,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.89,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,LSPM J1351+4253,Coutu 2019,LSPM J1351+4253 Coutu 2019,6506.0,104.0,8.12,0.05,He,0.65,0.03,207.82669239936,42.88802925524,Gaia DR3 1502063317405058304,25.3807106599,0.0644180474,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.29,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.16,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,J1351+4253,Caron 2023,J1351+4253 Caron 2023,6655.0,27.0,8.191,0.008,He,0.694,0.007,207.82669239936,42.88802925524,Gaia DR3 1502063317405058304,25.43081634,0.061022557,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,SDSSJ1351+4253,Kepler 2021,SDSSJ1351+4253 Kepler 2021,6424.0,51.0,8.088,0.022,He,0.882,0.001,207.82669239936,42.88802925524,Gaia DR3 1502063317405058304,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.212,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,SDSSJ135118.47+425316.0,Dufour 2007,SDSSJ135118.47+425316.0 Dufour 2007,6770.0,120.0,,,He,,,207.82669239936,42.88802925524,Gaia DR3 1502063317405058304,25.43081634,0.061022557,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.35,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,SDSS J135609.74+434220.8,Coutu 2019,SDSS J135609.74+434220.8 Coutu 2019,6942.0,610.0,8.0,,He,,,209.04058,43.70579,,2.5348542459,0.3405507605,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.86,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.65,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,SDSS J135609.74+434220.84,Kepler 2016,SDSS J135609.74+434220.84 Kepler 2016,8064.0,301.0,8.0,0.0,He,,,209.04058,43.705789,Gaia DR3 1541660953072913792,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,WD1342+442,Barstow 2014,WD1342+442 Barstow 2014,66750.0,,,,H,,,206.11187398833,44.14258313353,Gaia DR3 1503131458592587264,2.3432,0.06,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1607B/abstract,,,,,,,,,,,,,,,-7.289036881,0.3650101482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5376020021,0.5406217516,,,,,,-7.288192771,1.1468747483,,,,-6.2865094569,0.6678222691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,SDSS J134317.31+464104.7,Coutu 2019,SDSS J134317.31+464104.7 Coutu 2019,6531.0,182.0,8.05,0.17,He,0.6,0.11,205.82220948403,46.68463743341,Gaia DR3 1503980964467235584,5.9594755662,0.5717971193,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.39,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.92,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,SDSS J134317.31+464104.71,Kepler 2016,SDSS J134317.31+464104.71 Kepler 2016,8087.0,75.0,8.0,0.0,He,,,205.82212,46.684642,,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,SDSS J144416.62+474104.39,Kepler 2016,SDSS J144416.62+474104.39 Kepler 2016,6586.0,125.0,8.0,0.0,He,,,205.82220948403,46.68463743341,Gaia DR3 1503980964467235584,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,SDSS J141936.11+440019.9,Coutu 2019,SDSS J141936.11+440019.9 Coutu 2019,7292.0,273.0,8.33,0.15,He,0.79,0.1,214.90050029353,44.005524158,Gaia DR3 1504806251022988160,5.0530570995,0.4596009489,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.83,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.91,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,SDSS J141936.11+440019.9,Kepler 2015,SDSS J141936.11+440019.9 Kepler 2015,10109.0,164.0,8.0,0.0,He,,,214.90050029353,44.005524158,Gaia DR3 1504806251022988160,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.347,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,SDSS J142055.12+440507.0,Coutu 2019,SDSS J142055.12+440507.0 Coutu 2019,5780.0,227.0,8.0,,He,,,215.22967,44.08528,,3.1685678074,0.2519995309,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.03,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
