Teff,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
7500.0,210377843.97664773,205589059.59841445,214783047.41305375,261818300.8218981,233345806.22810045,211348903.98366433,162181009.7358933,172981635.92150998,145211161.7587745,148936107.77109155,130918192.29994097,135518941.23510352,119124200.80273762,121898959.89248674,105438689.63912581,88104887.30080147,99770006.38225526,101624869.28706948,84527884.51602891,78886011.76185548,73620709.7494736,74473197.39059888,70145529.84199713,71121351.36533296,66988460.94165258,70145529.84199713,62805835.8813318,61801640.01384164
7750.0,197696964.0111858,193196831.70169222,202301917.86782676,246036760.41476274,220292646.3053456,199986186.96327448,154170045.29495615,164437172.3214929,138356637.89717808,141905752.16890895,125314117.49414182,129419584.14499864,114024978.75611697,116949939.10198699,101391138.57366799,84722741.41405962,95940063.15159336,97723722.09558111,81470428.40208387,76032627.69401823,71121351.36533296,71944897.80036998,67764150.76106757,68706844.00142318,64714261.57485831,67764150.76106757,60813500.12787176,59841159.50603198
8000.0,187499450.8067417,182810021.61427447,191425592.5021086,232273679.6357105,208449088.30972928,190107827.99232996,147231250.24327165,157036280.43335515,132739445.77297375,136144468.2465951,120226443.46174131,124451461.17713869,109900583.94325219,112719745.61755094,97723722.09558111,82035154.43298177,92682982.33793485,94406087.62859225,79067862.79998246,73790423.01291016,69023980.38402426,69823240.40771718,65917389.52443213,66834391.756861486,62950618.28571981,65917389.52443213,59156163.41754743,58210321.7770871
8250.0,179060585.40352947,174180687.33916128,181970085.86099824,220800473.3018897,199067333.89871842,181551566.2773137,141579377.99570808,151008015.41641492,127938130.41575226,131219989.90192041,116144861.38403414,120226443.46174131,106414301.82243142,109144033.64487572,94841846.33008978,79799468.72679769,89949758.15300347,91833259.6483581,76913044.02866098,71944897.80036998,67452802.76979215,68076935.86937417,64416926.55151775,65162839.40608428,61517687.27098677,64416926.55151775,57942869.64268809,57016427.22807478
8500.0,172583789.1990204,167880401.8122559,175388050.18417603,212813904.5982709,192309172.89101616,176197604.6411631,137720946.88939443,147231250.24327165,125025903.02177188,128233058.2656023,113762728.58234286,118032063.56517273,104472021.92208004,107151930.52376048,93325430.07969905,78523563.4610071,88715601.20379618,90573260.08981998,76032627.69401823,71121351.36533296,66680676.921362184,67452802.76979215,63679552.09079162,64565422.903465495,60953689.724016935,63826348.619054824,57411646.2207328,56493697.48123022
8750.0,165958690.7437563,160694125.30128756,167880401.8122559,203235701.0936221,184077200.14689583,169044093.1643263,132739445.77297375,141905752.16890895,120781383.51067823,124165230.75924094,110407861.99020712,114287833.47897713,101391138.57366799,104231742.93933058,90991327.26322508,76736148.93618186,86496791.87756938,88307990.04185621,74301913.78967021,69502431.75887962,65162839.40608428,65917389.52443213,62373483.54824191,63241185.13762197,59841159.50603198,62661386.467233494,56363765.58259549,55462571.295791045
9000.0,161064563.5178273,155238700.99580848,161808003.76430646,195433945.57753962,177827941.00389227,163681652.14278102,129121927.3613536,138038426.46028867,117760597.35208066,121059813.35504828,107894672.22298275,111686324.77805611,99311604.84209335,102093948.37076807,89125093.8133746,75335556.3733717,84918047.50363143,86696187.57582161,73113908.34834172,68391164.72814293,64268771.73170194,65012969.03430902,61517687.27098677,62373483.54824191,59020108.017184414,61801640.01384164,55718574.893193044,54827696.49208536
9250.0,156314764.2640957,150660706.6186745,157036280.43335515,190107827.99232996,172981635.92150998,159587914.72367305,126182753.45906731,135207256.3194278,115611224.21921004,118850222.74370165,106169555.71987242,109900583.94325219,97948998.54086982,100693166.88518044,88104887.30080147,74473197.39059888,83945998.65193981,85703784.52303693,72276980.36021702,67764150.76106757,63679552.09079162,64416926.55151775,60953689.724016935,61801640.01384164,58479008.41444812,61235039.172477335,55207743.92807573,54450265.284242086
9500.0,148936107.77109155,142889395.85111007,148936107.77109155,179060585.40352947,163681652.14278102,151356124.84362072,119949930.31493805,128528665.99436153,110153930.95414145,113501081.56723143,101391138.57366799,105196187.38232234,93756200.69258812,96382902.36239704,84333475.77642757,71449632.60755135,80537844.1199066,82224264.99470712,69502431.75887962,65162839.40608428,61235039.172477335,61944107.507678114,58748935.252977684,59566214.35290109,56363765.58259549,59020108.017184414,53333489.548762135,52480746.02497723
9750.0,141579377.99570808,135518941.23510352,140604752.4129913,169044093.1643263,154525443.95384142,142889395.85111007,114024978.75611697,121898959.89248674,104712854.80508985,107894672.22298275,96605087.8989814,100230523.80778983,89330548.37332945,91833259.6483581,80723503.02488382,68391164.72814293,77090346.90644293,78704578.96950984,66527315.6201742,62517269.277568616,58748935.252977684,59566214.35290109,56363765.58259549,57279603.09858292,54200089.040162385,56754460.540854655,51168183.55403073,50466129.756352864
10000.0,133045441.79780927,127350308.10166629,131825673.85564047,157761126.969935,144211535.1524871,133659551.65464406,106905487.92226577,114287833.47897713,98627948.56312099,101391138.57366799,90991327.26322508,94406087.62859225,84333475.77642757,86696187.57582161,76207901.00254114,64714261.57485831,72945751.02545695,74473197.39059888,63095734.448019296,59156163.41754743,55718574.893193044,56363765.58259549,53456435.93969714,54325033.14924336,51404365.15824264,53826978.251628816,48640720.569146186,47973344.86366892
10250.0,123879658.6530369,117489755.49395303,120781383.51067823,142560759.3602188,130617088.81318404,121338885.04649761,97723722.09558111,103992016.58290578,90157113.76059571,92682982.33793485,83368118.46196347,86297854.77669702,77446179.78025192,79432823.47242822,70145529.84199713,59841159.50603198,66988460.94165258,68391164.72814293,58210321.7770871,54701596.28939722,51641636.927207105,52239618.89991198,49545019.080479056,50234258.952238664,47643098.68054156,49773708.49789361,45081670.454146005,44463126.74691084
10500.0,116144861.38403414,110153930.95414145,112979591.46728,133352143.2163324,121898959.89248674,113501081.56723143,91622049.01219992,97723722.09558111,84722741.41405962,87096358.99560814,78523563.4610071,81096105.78538404,72945751.02545695,74816950.05111538,66069344.80075964,56493697.48123022,63241185.13762197,64565422.903465495,54954087.38576248,51760683.19505681,48752849.010338604,49317380.395493545,46881338.21452655,47533522.59428049,45081670.454146005,47097732.639695294,42756288.61515864,42169650.342858225
10750.0,108143395.12979397,102565192.62514058,104954242.86523242,123594743.34445119,113240036.32355577,105196187.38232234,85113803.82023759,90782053.01781861,78886011.76185548,81096105.78538404,73113908.34834172,75683289.50209735,68076935.86937417,69823240.40771718,61659500.18614822,52844525.177518025,59156163.41754743,60255958.60743581,51404365.15824264,48417236.75840989,45708818.96148752,46238102.13992603,43853069.7774986,44463126.74691084,42266861.42656033,44157044.73533121,39994474.97610977,39445730.207527846
11000.0,100693166.88518044,95719407.12948442,97948998.54086982,115345325.78210907,105681750.92136563,98401110.57611345,79615935.04173183,84918047.50363143,73790423.01291016,75857757.50291836,68548822.6452662,70957776.79633887,63826348.619054824,65463617.40672747,57942869.64268809,49545019.080479056,55462571.295791045,56623928.90382534,48305880.20397729,45498806.015004896,42854852.03974392,43451022.41715714,41209751.90973304,41783036.66466222,39719154.94694405,41495404.263436325,37583740.42884443,37153522.90971728
11250.0,93540567.41475521,88920111.78579481,91201083.93559097,107151930.52376048,98174794.30199844,91411324.14702508,74131024.13009177,79067862.79998246,68706844.00142318,70794578.43841374,63826348.619054824,66221650.37017615,59566214.35290109,61094202.49055714,54075432.29455804,46238102.13992603,51880003.89289609,52844525.177518025,45081670.454146005,42461956.3946313,40086671.762730256,40550853.54483835,38547835.76657721,39084089.57924017,37068072.1782576,38815036.599064864,35156044.05282983,34673685.045253165
11500.0,85310011.40175895,80352612.21856177,81846478.81347904,95279616.40236521,87297136.83881113,81283051.61640994,66221650.37017615,70469306.89671467,61517687.27098677,63241185.13762197,57147863.66718666,59156163.41754743,53333489.548762135,54701596.28939722,48528850.0162121,41686938.34703355,46558609.35229591,47424198.52602448,40644332.91652127,38282474.33168228,36224299.84166987,36643757.46478333,34833731.50360116,35318316.9791957,33496543.915782794,34994516.702835694,31841975.217261255,31405086.938762166
11750.0,78704578.96950984,74301913.78967021,75683289.50209735,87902251.68308842,80537844.1199066,74989420.93324558,61235039.172477335,65012969.03430902,56885293.08438413,58479008.41444812,52844525.177518025,54701596.28939722,49317380.395493545,50582466.20031137,44977985.48932875,38636697.7054069,43151907.6827765,43954161.54378243,37670379.89839085,35481338.92335753,33496543.915782794,33884415.61392027,32284941.21712638,32734069.487883795,31045595.881283555,32433961.734934933,29512092.26666384,29107171.18066608
12000.0,72610595.74351543,68391164.72814293,69502431.75887962,80352612.21856177,73620709.7494736,68548822.6452662,56104797.603247,59566214.35290109,52119471.110508,53456435.93969714,48528850.0162121,50118723.36272725,45289757.99036204,46344691.97362884,41209751.90973304,35481338.92335753,39536662.006812826,40364539.296760485,34593937.78261217,32658783.2172336,30831879.502493534,31188895.840939354,29716660.317380253,30060763.02628229,28575905.433749493,29853826.189179573,27164392.688390836,26791683.248190314
12250.0,66527315.6201742,62661386.467233494,63679552.09079162,73620709.7494736,67452802.76979215,62805835.8813318,51286138.39913648,54450265.284242086,47643098.68054156,48977881.93684466,44463126.74691084,45919801.283686854,41495404.263436325,42461956.3946313,37844258.471709356,32508729.738543406,36307805.4770101,36982817.97802659,31695674.630434934,29922646.36608189,28313919.957993787,28641779.699065797,27227013.080779098,27605778.56220345,26242185.43384439,27352687.263067137,24888573.182823904,24547089.156850286
12500.0,61659500.18614822,58076441.75213124,59020108.017184414,68233869.4141669,62517269.277568616,58076441.75213124,47533522.59428049,50466129.756352864,44157044.73533121,45394161.665020324,41114972.11045221,42559841.313374266,38459178.20453535,39355007.54557772,35075187.395256795,30199517.20402019,33651156.937549084,34276778.65464505,29444216.33798763,27733201.04651838,26242185.43384439,26546055.619755417,25234807.724805754,25585858.86905648,24322040.09073816,25351286.30497907,23067471.887200713,22803420.720004164
12750.0,55847019.47368306,52480746.02497723,53088444.423098795,60813500.12787176,55718574.893193044,51880003.89289609,42559841.313374266,45081670.454146005,39536662.006812826,40550853.54483835,36897759.85701504,38018939.632056125,34434993.07633384,35237087.10424869,31477483.141013175,27164392.688390836,30199517.20402019,30690219.88391158,26424087.57321945,25003453.616964296,23659196.974857565,23878112.829131782,22750974.307720717,23014418.174085088,21928049.353504498,22855988.0337543,20796966.87103694,20511621.788255665
13000.0,51522864.458175614,48417236.75840989,48977881.93684466,56234132.51903491,51522864.458175614,47863009.2322638,39355007.54557772,41591061.049402185,36475394.6925608,37411058.82720537,34040818.97010009,35075187.395256795,31768740.70649769,32508729.738543406,29040226.544644512,25061092.53032114,27861211.686297722,28313919.957993787,24378108.1836875,23067471.887200713,21777097.723531593,22029264.63053456,20989398.836235244,21232444.62000219,20230191.78678272,21037784.397664774,19186687.40670291,18923436.18644976
13250.0,47533522.59428049,44668359.21509635,45289757.99036204,51880003.89289609,47533522.59428049,44157044.73533121,36307805.4770101,38370724.54922784,33651156.937549084,34514373.933585644,31405086.938762166,32359365.69296281,29308932.452503182,29991625.18987653,26730064.08663309,23120647.90175594,25703957.827688646,26121613.543992054,22490546.058357827,21232444.62000219,20090928.126087278,20323570.109362207,19364219.63946607,19588446.73505989,18620871.366628654,19408858.775927793,17701089.58317422,17458221.52920504
13500.0,43251383.10350088,40550853.54483835,40926065.97300109,46665938.03142882,42756288.61515864,39719154.94694405,32734069.487883795,34514373.933585644,30338911.84194272,31045595.881283555,28248799.749157045,29107171.18066608,26424087.57321945,27039583.64108846,24154608.344449405,20892961.308540408,23173946.499684796,23550492.83896009,20323570.109362207,19186687.40670291,18197008.586099826,18365383.433483474,17498466.886246584,17701089.58317422,16865530.253887422,17538805.018417604,15995580.286146678,15812480.392703826
13750.0,39627803.425543934,37153522.90971728,37583740.42884443,42854852.03974392,39174187.7107783,36391503.612720706,29991625.18987653,31622776.60168379,27797132.677592885,28444611.07447914,25882129.15153093,26668586.645214807,24154608.344449405,24717241.45016129,22080047.330189012,19098532.58566237,21183611.352485,21527817.347243737,18578044.55091699,17579236.13958693,16634126.503701698,16788040.18122559,15995580.286146678,16180800.376430644,15417004.529495584,16032453.906900417,14621771.744567184,14454397.70745928
14000.0,36057864.30216427,33884415.61392027,34276778.65464505,39084089.57924017,35727283.815192886,33189445.75526103,27289777.828080405,28773984.147356667,25292979.96446142,25882129.15153093,23496328.208483096,24210290.4673618,21978598.72784823,22490546.058357827,20044720.273651592,17338039.977541376,19230917.289101575,19588446.73505989,16904409.316432633,15958791.472367337,15100801.541641492,15240527.537972907,14521116.17587742,14689262.77643866,13995873.225726178,14554590.805819668,13273944.577297403,13121998.99019204
14250.0,32658783.2172336,30690219.88391158,31045595.881283555,35399734.1083435,32359365.69296281,30060763.02628229,24717241.45016129,26061535.499988977,22855988.0337543,23388372.386593536,21281390.459827133,21928049.353504498,19860949.173573717,20323570.109362207,18113400.926196024,15667510.701081501,17378008.28749376,17660378.206861638,15240527.537972907,14421153.51524868,13645831.365889238,13772094.688939473,13121998.99019204,13273944.577297403,12618275.345906707,13152248.321922377,11994993.031493781,11830415.557251658
14500.0,29376496.519615307,27542287.03338169,27797132.677592885,31550046.23374624,28840315.031266056,26730064.08663309,22029264.63053456,23173946.499684796,20370420.77705719,20844908.830972888,18967059.212111443,19498445.997580454,17701089.58317422,18071741.260109257,16143585.56826487,13995873.225726178,15488166.189124828,15739828.644662198,13614446.824659511,12852866.599436155,12161860.006463679,12274392.311584083,11694993.9101987,11830415.557251658,11271974.561755093,11721953.655481303,10690548.792226577,10568175.092136584
14750.0,26302679.918953814,24717241.45016129,24945947.26942956,28313919.957993787,25882129.15153093,23988329.190194897,19724227.361148532,20749135.174549107,18238957.023196384,18620871.366628654,16943378.004473288,17418068.733916126,15812480.392703826,16143585.56826487,14421153.51524868,12473835.142429432,13803842.646028837,14028137.045619588,12133888.504649762,11455129.414455362,10839269.140212039,10939563.66272093,10423174.293933036,10543868.963912582,10046157.902783947,10447202.192208003,9527961.640236521,9397233.105646376
15000.0,23014418.174085088,21478304.741305333,21577444.091526646,24322040.09073816,22233098.906514052,20606299.132700004,17021585.0839495,17823787.674480908,15703628.043335514,15995580.286146678,14588142.602753473,14962356.560944328,13583134.46587154,13867558.288718896,12416523.075924119,10764652.13629835,11885022.27437019,12050359.403717985,10447202.192208003,9885530.94656939,9354056.74147552,9440608.762859225,8994975.815300347,9099132.726322507,8669618.757582162,8994975.815300347,8222426.499470712,8109610.578538404
15250.0,20276827.195212837,18967059.212111443,19098532.58566237,21577444.091526646,19678862.89706843,18238957.023196384,15031419.66090021,15739828.644662198,13835663.78971781,14092887.984218748,12823305.826560205,13152248.321922377,11939881.044642732,12189895.989248674,10889300.933334332,9462371.613657929,10423174.293933036,10568175.092136584,9162204.901219992,8669618.757582162,8203515.443298177,8279421.6371233445,7888601.176185548,7961593.504173184,7585775.7502918355,7888601.176185548,7211074.79182899,7112135.136533296
15500.0,17782794.100389227,16634126.503701698,16749428.760264382,18923436.18644976,17218685.74986006,15958791.472367337,13152248.321922377,13740419.75012515,12078138.351067798,12302687.70812381,11194378.834671525,11455129.414455362,10399201.6582906,10592537.251772897,9484184.633008977,8222426.499470712,9057326.008981997,9204495.717531722,7961593.504173184,7533555.63733717,7128530.301265191,7177942.912713615,6839116.472814293,6918309.709189363,6591738.952443212,6839116.472814293,6251726.927756862,6165950.018614822
15750.0,15275660.582380733,14288939.585111037,14321878.992735425,16143585.56826487,14689262.77643866,13583134.46587154,11194378.834671525,11694993.9101987,10280162.981264725,10447202.192208003,9506047.93656281,9727472.237769661,8830799.004185623,8994975.815300347,8053784.41199066,6982324.040771718,7691304.402866098,7780365.5103980405,6760829.753919818,6382634.861905483,6039486.293763794,6095368.972401693,5807644.175213124,5861381.645140285,5584701.947368306,5794286.964268809,5296634.438916581,5223961.889991198
16000.0,13152248.321922377,12302687.70812381,12387965.86530369,13931568.029453035,12676518.658578448,11694993.9101987,9638290.236239705,10046157.902783947,8830799.004185623,8974287.94500749,8147042.840208388,8336811.846196348,7550922.276654341,7673614.893618186,6870684.400142318,5970352.865838366,6561452.663029057,6637430.704019089,5767664.633922509,5445026.528424209,5152286.445817562,5188000.389289609,4943106.869868354,5000345.349769783,4753352.2594280485,4931738.039549354,4508167.0454146005,4446312.674691084
16250.0,11168632.477805613,10399201.6582906,10423174.293933036,11694993.9101987,10616955.571987242,9817479.430199843,8090958.991783829,8413951.416451948,7396052.750582374,7498942.093324558,6807693.586937417,6950243.175887962,6309573.444801929,6412095.7658516215,5741164.62207328,4988844.874600126,5470159.628939722,5533501.092157371,4808393.48449729,4549880.60150049,4305266.10491711,4335108.783875285,4130475.0199016104,4168693.834703355,3971915.4946944052,4111497.211045221,3767037.9898390854,3715352.290971728
16500.0,9375620.069258811,8729713.683881113,8729713.683881113,9749896.377173867,8871560.120379617,8165823.7135859225,6745280.276979215,6998419.960022731,6151768.727098677,6223002.851691589,5649369.748123023,5754399.373371567,5223961.889991198,5296634.438916581,4753352.2594280485,4130475.0199016104,4518559.443749226,4570881.8961487515,3971915.4946944052,3758374.042884443,3556313.1856898544,3580964.3710263623,3411929.116219288,3443499.307633384,3280952.93113119,3396252.725904082,3111716.33710602,3069021.988391158
16750.0,7816278.045883292,7294575.102545694,7311390.834834172,8165823.7135859225,7413102.413009177,6823386.94141669,5623413.251903491,5821032.17770871,5105049.999754065,5164163.69272071,4677351.412871981,4764309.868054156,4325138.310350088,4375221.051582521,3917418.771077831,3411929.116219288,3732501.5779572064,3767037.9898390854,3273406.9487883793,3097419.299216578,2930893.245250318,2944421.633798763,2811900.8303989395,2831391.995799379,2697739.4324449208,2792543.8412373364,2558585.886905648,2517676.9277588543
17000.0,6382634.861905483,5942921.586155727,5942921.586155727,6622165.0370176155,6011737.374832779,5520774.392807573,4549880.60150049,4709773.263969529,4130475.0199016104,4159106.1049402184,3775721.90925416,3837072.4549227846,3475361.614432061,3515604.4052829836,3147748.3141013174,2741574.171927881,2992264.636608189,3019951.720402019,2630267.9918953814,2483133.105295568,2349632.8208483094,2365919.6974857566,2254239.212152428,2269864.851883821,2162718.5237270202,2238721.1385683375,2051162.1788255668,2018366.3636815597
17250.0,5152286.445817562,4797334.486366891,4786300.92322638,5333348.954876213,4830588.020397728,4436086.439314327,3647539.46925608,3767037.9898390854,3296097.121774576,3318944.575526103,3006076.302628229,3047894.989627983,2766941.645411513,2792543.8412373364,2500345.3616964296,2177709.7723531593,2371373.7056616554,2393315.756405385,2084490.8830972887,1967886.289706843,1862087.1366628655,1870682.1403658015,1782378.767448091,1794733.6268325248,1710015.315090286,1770108.958317422,1621810.09735893,1595879.1472367337
17500.0,4083193.863326919,3801893.9632056127,3801893.9632056127,4226686.142656033,3828247.4331682282,3515604.4052829836,2884031.503126606,2971666.031738025,2600159.563165272,2606153.5499988976,2360478.2331805783,2387811.282913178,2162718.5237270202,2182729.9118430037,1954339.4557753962,1698243.652461746,1849268.6189780796,1866379.6908346694,1621810.09735893,1534616.9827992942,1452111.617587742,1458814.2602753474,1389952.6312133525,1396368.3610559362,1330454.41797809,1374041.975012515,1261827.5345906706,1241652.307592412
17750.0,3169567.463043493,2958012.4665515465,2958012.4665515465,3288516.3087598328,2971666.031738025,2716439.2688390836,2228435.149270303,2290867.6527677746,1999861.869632745,2004472.0273651592,1811340.0926196026,1832314.4223712112,1655769.9634695293,1667247.2125510643,1492794.4095789974,1297179.2709839572,1412537.5446227554,1422328.7871228184,1238796.586530369,1169499.3910198698,1104078.6199020736,1109174.8152624008,1056817.5092136585,1064143.0182243164,1011579.4542598983,1044720.2192208003,959400.6315159335,944060.8762859226
18000.0,2409905.428686593,2249054.605835783,2249054.605835783,2494594.726942956,2254239.212152428,2060629.9132700006,1686553.0253887423,1725837.8919902039,1506607.0661867417,1506607.0661867417,1358313.4465871542,1370881.7661648523,1238796.586530369,1247383.5142429431,1114294.5335917291,970509.9672454898,1054386.896391258,1059253.7251772897,922571.4271547628,870963.5899560815,824138.115013003,826037.9495771783,787045.7896950984,790678.6279998245,753355.563733717,778036.551039804,712853.0301265192,701455.2984199714
18250.0,1807174.1260109257,1694337.8004473287,1694337.8004473287,1879316.8168032686,1694337.8004473287,1545254.4395384141,1261827.5345906706,1291219.2736135335,1124604.9739669268,1122018.4543019629,1011579.4542598983,1018591.388054117,920449.5717531722,924698.1739382229,826037.9495771783,717794.2912713615,778036.551039804,783429.642766212,682338.694141669,642687.7173170194,608135.0012787177,609536.8972401693,580764.4175213124,583445.1042737447,554625.7129579105,572796.0309858292,524807.4602497723,516416.36927207105
18500.0,1303166.7784523,1230268.770812381,1227439.2311584083,1361444.682465951,1224616.1992650488,1114294.5335917291,909913.2726322508,928966.3867799363,805378.441199066,803526.1221856177,722769.8036021702,727779.8045368242,656145.2663029056,657657.8373554199,587489.3525297769,510504.99997540645,553350.1092157371,555904.2572704037,484172.3675840989,456036.91595129593,431519.07682776503,431519.07682776503,411149.7211045221,413047.501990161,392644.93539960013,404575.89169744286,370680.72178257594,364753.94692560803
18750.0,887156.0120379617,839459.9865193982,839459.9865193982,931107.875467831,835603.0182312474,758577.5750291835,616595.0018614822,629506.1828571981,544502.6528424209,542000.8904016238,487528.490103386,489778.81936844665,441570.44735331205,442588.3723626265,394457.3020752785,342767.78654645046,370680.72178257594,372391.7062545683,323593.6569296281,304789.49896279833,287739.84147356666,288403.15031266055,274157.4171927881,274789.4153102397,261216.13543992053,269153.4803926914,246036.76041476274,242102.904673618
19000.0,580764.4175213124,552077.4392807573,553350.1092157371,613762.0051647945,548276.9649208536,496592.3214503358,402717.0343254595,409260.65973001096,353997.341083435,351560.4405282983,315500.4623374624,316956.74630434933,285101.826750391,285759.05433749495,254683.0252585039,220800.47330189013,238781.12829131781,239331.5756405385,207969.66871036938,195884.4673505989,184501.54191794738,184501.54191794738,175388.050184176,175792.3613958693,166724.72125510644,171395.73075084251,157036.28043335516,153815.46403030358
19250.0,374973.0022454834,355631.31856898544,355631.31856898544,392644.93539960013,349945.1670283569,316227.7660168379,257039.57827688646,260615.35499988977,225943.5770220978,224388.1923782766,201372.42498623894,201836.63636815597,181970.08586099825,181970.08586099825,162181.009735893,140928.87984218748,152054.7529732497,152054.7529732497,132434.15351946643,124451.46117713844,117219.53655481304,117219.53655481304,111173.1727281592,111429.45335917293,105681.75092136585,108392.69140212038,99311.60484209335,97274.72237769661
19500.0,233345.80622810044,221819.64198002193,221819.64198002193,244343.05526939713,217270.11788637433,196336.02768360474,159220.87270511698,161435.8556826487,139958.73225726178,138995.26312133527,124738.35142429432,125025.90302177213,112460.49739669268,112460.49739669268,100230.52380779004,87096.35899560814,93756.20069258811,93756.20069258811,81470.42840208388,76559.6606911257,72110.7479182899,71944.89780036999,68233.8694141669,68233.8694141669,64565.42290346549,66221.65037017615,60534.08747539136,59292.532457999936
