Unnamed: 0.1,Unnamed: 0,Names,Class,[H/Mg],[C/Mg],[O/Mg],[Na/Mg],[Mg/Mg],[Al/Mg],[Si/Mg],[P/Mg],[S/Mg],[K/Mg],[Ca/Mg],[Ti/Mg],[Cr/Mg],[Mn/Mg],[Fe/Mg],[Co/Mg],[Ni/Mg],[Cu/Mg],[Zn/Mg],[He/Mg],[Li/Mg],[Be/Mg],[B/Mg],[N/Mg],[F/Mg],[Ne/Mg],[Cl/Mg],[Ar/Mg],[Sc/Mg],[V/Mg],[Ga/Mg],[Ge/Mg]
920,920,Y790462,CL,,,0.56473,-1.28717,0.0,-1.14817,0.03183,-2.22317,-0.95057,-2.34617,-1.28717,-2.57517,-1.92717,-2.11917,-0.19847,,-1.40617,,,,,,,,,,,,,,,
921,921,Y790499,CL,-1.218159,,0.562541,-1.389159,0.0,-1.130159,0.008841,-2.199159,-0.834859,-2.468159,-1.309159,-2.795159,-2.158159,-2.231159,-0.196559,-2.975159,-1.485159,,,,,,,,,,,,,,,
922,922,Y790729,CL,-1.602115,,0.555385,-1.281115,0.0,-1.133115,0.003885,-2.283115,-0.821815,-2.425115,-1.299115,-2.696115,-1.975115,-2.153115,-0.166715,-2.744115,-1.476115,,,,,,,,,,,,,,,
923,923,Y790734,CL,-1.042915,,0.568585,-1.374915,0.0,-1.055915,0.009085,-2.158915,-0.877715,-2.539915,-1.298915,-2.827915,-2.349915,-2.319915,-0.099815,-2.676915,-1.427915,,,,,,,,,,,,,,,
924,924,Y790738,CL,-1.3433821,,0.5583179,-1.2823821,0.0,-1.0703821,-0.0003821,-2.3993821,-0.8635821,-2.3973821,-1.2623821,-2.6653821,-2.0513821,-2.1633821,-0.2088821,-2.7883821,-1.5353821,,,,,,,,,,,,,,,
925,925,Y790946,CL,,,0.578,-1.2359,0.0,-1.0429,0.0241,-2.1979,-0.944,-2.3369,-1.3119,-2.6389,-1.9109,-2.0849,-0.1617,,-1.4749,,,,,,,,,,,,,,,
926,926,Y790947,CL,-0.96787,,0.56843,-1.33337,0.0,-0.99477,0.00363,-2.70237,-0.95417,-2.52437,-1.26737,-2.80537,-2.23937,-2.31437,-0.23007,-3.02037,-1.66137,,,,,,,,,,,,,,,
927,927,Y790959,CL,-1.346866,,0.566234,-1.348866,0.0,-1.095866,0.005134,-2.004866,-1.056866,-2.525866,-1.290866,-2.505866,-2.054866,-2.066866,-0.230566,-2.719866,-1.530866,,,,,,,,,,,,,,,
928,928,Y791008,CL,-1.38355,,0.56195,-1.32755,0.0,-1.23055,0.01945,-2.33855,-1.08655,-2.52855,-1.34055,-2.67055,-1.96555,-2.10355,-0.23065,-3.10255,-1.47455,,,,,,,,,,,,,,,
929,929,Y791022,CL,-1.24325,,0.55605,-1.44125,0.0,-1.13225,0.00175,-2.74225,-0.82845,-2.56425,-1.35625,-2.74325,-2.00325,-2.07725,-0.17735,-3.05925,-1.41125,,,,,,,,,,,,,,,
930,930,Y791080,CL,-1.09051,,0.56849,-1.31751,0.0,-1.22251,0.01649,-2.21851,-0.95351,-2.39251,-1.26951,-2.74751,-1.93951,-2.13151,-0.19941,-2.85351,-1.52251,,,,,,,,,,,,,,,
931,931,Y791316,CL,-0.677392,,0.581208,-1.415992,0.0,-1.110992,0.005008,-2.382992,-0.857092,-2.505992,-1.297992,-2.689992,-2.123992,-2.175992,-0.187692,-2.876992,-1.510992,,,,,,,,,,,,,,,
932,932,Y791317,CL,-1.614757,,0.559243,-1.348757,0.0,-1.163757,0.004243,-2.126757,-0.946757,-2.525757,-1.260757,-2.864757,-2.043757,-2.024757,-0.206857,-3.020757,-1.635757,,,,,,,,,,,,,,,
933,933,Y791322,CL,,,0.555288,-1.387712,0.0,-1.142712,0.004288,-2.197712,-0.868312,-2.563712,-1.274712,-2.741712,-2.117712,-2.087712,-0.157012,-2.744712,-1.490712,,,,,,,,,,,,,,,
934,934,Y791413,CL,-0.829009,,0.572791,-1.339009,0.0,-1.179009,0.005991,-2.146009,-0.901509,-2.491009,-1.298009,-2.772009,-2.085009,-2.092009,-0.105109,-2.656009,-1.455009,,,,,,,,,,,,,,,
935,935,Y791431,CL,,,0.55781,-1.34129,0.0,-1.18229,0.01271,-2.18829,-0.89089,-2.51829,-1.28329,-2.74729,-2.08929,-2.05929,-0.18389,-2.81429,-1.61429,,,,,,,,,,,,,,,
936,936,Y791440,CL,-2.26842,,0.58458,-1.31442,0.0,-1.16042,0.02158,-2.28042,,-2.56142,-1.30442,-2.91642,-0.88922,-2.13742,-0.25502,-3.04342,-1.35042,,,,,,,,,,,,,,,
937,937,Y791441,CL,,,0.552816,-1.256884,0.0,-1.235884,0.007116,-2.135884,-0.917984,-2.475884,-1.286884,-3.006884,-1.993884,-2.135884,-0.186584,-3.016884,-1.538884,,,,,,,,,,,,,,,
938,938,Y791442,CL,,,0.556307,-1.311493,0.0,-1.090493,0.007507,-2.186493,-0.932593,-2.516493,-1.277493,-2.855493,-1.962493,-2.130493,-0.187193,-2.977493,-1.509493,,,,,,,,,,,,,,,
939,939,Y791449,CL,-1.05148,,0.57192,-1.35148,0.0,-1.20248,0.01752,-2.06448,-0.95888,-2.63248,-1.28348,-2.75248,-2.10548,-2.16448,-0.24218,-3.14348,-1.56048,,,,,,,,,,,,,,,
940,940,Y791450,CL,-2.26532,,0.55738,-1.30132,0.0,-1.20932,0.01468,-2.25832,-0.91042,-2.50632,-1.28632,-2.78732,-1.96132,-2.17632,-0.15512,-2.85932,-1.38332,,,,,,,,,,,,,,,
941,941,Y791486,CL,-0.655158,,0.572742,-1.404858,0.0,-1.037858,0.009142,-2.197858,-0.926158,-2.563858,-1.312858,-2.851858,-2.118858,-2.167858,-0.204958,-3.184858,-1.426858,,,,,,,,,,,,,,,
942,942,Y791486,CL,-0.45403,,0.59777,-1.42393,0.0,-1.08893,0.01807,-2.22593,-0.97573,-2.61793,-1.34293,-2.84693,-1.97193,-2.13593,-0.22593,-3.01593,-1.54193,,,,,,,,,,,,,,,
943,943,Y791566,CL,-1.21622,,0.56378,-1.36022,0.0,-1.20222,0.01778,-2.34322,-0.94792,-2.46622,-1.30922,-2.85122,-1.96722,-2.12622,-0.17992,-2.92022,-1.44822,,,,,,,,,,,,,,,
944,944,Y791574,CL,-0.866111,,0.570389,-1.321211,0.0,-1.194211,0.002789,-2.069211,-0.870211,-2.517211,-1.282211,-2.798211,-2.135211,-2.118211,-0.194411,-3.171211,-1.594211,,,,,,,,,,,,,,,
945,945,Y791577,CL,-2.26699,,0.56361,-1.31699,0.0,-1.16199,0.02301,-2.25999,-0.89789,-2.50799,-1.31599,-2.69199,-1.97999,-2.13499,-0.16999,-2.91599,-1.56699,,,,,,,,,,,,,,,
946,946,Y791586,CL,,,0.549847,-1.317453,0.0,-1.234453,0.001547,-2.111453,-0.898153,-2.522453,-1.302453,-2.861453,-2.140453,-2.123453,-0.185653,-3.043453,-1.555453,,,,,,,,,,,,,,,
947,947,Y791591,CL,,,0.55922,-1.30398,0.0,-1.25898,0.02202,-2.26498,-0.94598,-2.51298,-1.32598,-2.65598,-1.99398,-2.12698,-0.17468,-2.83998,-1.60898,,,,,,,,,,,,,,,
948,948,Y791771,CL,-0.807477,,0.570323,-1.320877,0.0,-1.073877,0.007123,-2.161877,-0.844677,-2.521877,-1.276877,-2.663877,-2.091877,-2.176877,-0.240777,-2.873877,-1.537877,,,,,,,,,,,,,,,
949,949,Y791781,CL,-1.04901,,0.56919,-1.33101,0.0,-1.22701,0.02299,-2.34301,-0.95941,-2.46701,-1.26601,-2.74201,-1.98401,-2.07601,-0.18311,-2.96201,-1.44501,,,,,,,,,,,,,,,
950,950,Y791865,CL,-1.18264,,0.55676,-1.38064,0.0,-1.16364,0.01136,-1.98764,-0.89924,-2.57864,-1.36164,-2.71064,-2.13264,-2.31664,-0.22834,-2.99864,-1.59064,,,,,,,,,,,,,,,
951,951,Y791927,CL,,,0.54537,-1.36063,0.0,-0.95203,-0.01063,-2.31163,-0.84383,-2.52263,-1.39663,-2.92763,-2.25263,-2.33263,-0.19033,-3.00563,-1.47163,,,,,,,,,,,,,,,
952,952,Y791956,CL,-1.27634,,0.55516,-1.39134,0.0,-1.15734,0.01066,-1.97434,-0.98444,-2.58334,-1.41034,-2.76134,-2.10334,-2.32234,-0.23434,-2.98134,-1.64734,,,,,,,,,,,,,,,
953,953,Y791958,CL,-1.30274,,0.55936,-1.35774,0.0,-1.18474,0.01526,-1.94774,-0.83324,-2.51474,-1.37074,-2.74374,-2.06374,-2.32474,-0.17864,-2.89374,-1.45674,,,,,,,,,,,,,,,
954,954,Y792512,CL,,,0.56469,-1.33991,0.0,-1.11291,0.01809,-2.21191,-0.94011,-2.51191,-1.22791,-2.79191,-2.16791,-2.12491,-0.18261,-3.04491,-1.54891,,,,,,,,,,,,,,,
955,955,Y792519,CL,,,0.556905,-1.350795,0.0,-1.054795,0.006205,-2.021795,-0.922595,-2.456795,-1.322795,-2.685795,-2.040795,-2.156795,-0.130895,-2.562795,-1.461795,,,,,,,,,,,,,,,
956,956,Y792669,CL,-1.97705,,0.56145,-1.37805,0.0,-0.98705,0.01195,-2.20505,-0.94015,-2.69605,-1.29905,-3.00405,-2.00005,-2.47605,-0.20605,-3.05305,-1.52005,,,,,,,,,,,,,,,
957,957,Y793168,CL,-1.00967,,0.57243,-1.30167,0.0,-1.01167,0.01433,-2.31667,-0.85377,-2.55867,-1.31467,-2.46067,-2.01567,-2.24167,-0.19607,-2.87767,-1.45967,,,,,,,,,,,,,,,
958,958,Y793201,CL,,,0.55865,-1.34545,0.0,-1.09245,0.01655,-2.21345,-0.89935,-2.51245,-1.33245,-2.85145,-2.14245,-2.22945,-0.17735,-3.01945,-1.52445,,,,,,,,,,,,,,,
959,959,Y793219,CL,,,0.5547966,-1.3652034,0.0,-0.9915034,0.0007966,-2.1452034,-0.9634034,-2.8842034,-1.2612034,-2.6022034,-1.9382034,-2.1732034,-0.2445034,-3.1062034,-1.5772034,,,,,,,,,,,,,,,
960,960,Y793220,CL,-1.559933,,0.555267,-1.351933,0.0,-1.060933,0.003067,-2.155933,-0.983133,-2.704933,-1.284933,-2.933933,-1.926933,-2.456933,-0.228633,-3.164933,-1.552933,,,,,,,,,,,,,,,
961,961,Y793235,CL,-0.95724,,0.57516,-1.34034,0.0,-1.19634,0.02866,-2.22434,-0.92544,-2.61634,-1.32234,-2.73634,-1.94434,-2.10734,-0.18474,-3.06734,-1.58434,,,,,,,,,,,,,,,
962,962,Y793241,CL,-1.456634,,0.555766,-1.326634,0.0,-1.123634,0.004366,-2.332634,-0.945734,-2.435634,-1.282634,-2.861634,-1.952634,-2.136634,-0.193534,-2.849634,-1.663634,,,,,,,,,,,,,,,
963,963,Y793285,CL,-2.14872,,0.55928,-1.35272,0.0,-1.05272,0.01328,-2.16972,-0.95762,-2.76972,-1.28272,-2.92072,-1.96072,-2.44272,-0.18072,-2.96472,-1.51172,,,,,,,,,,,,,,,
964,964,Y793394,CL,,,0.55568,-1.40962,0.0,-1.15262,0.01238,-2.32462,-0.98652,-2.53462,-1.28162,-2.81562,-1.99862,-2.07662,-0.24702,-2.93362,-1.53562,,,,,,,,,,,,,,,
965,965,Y793401,CL,,,0.55442,-1.33698,0.0,-1.17098,0.01202,-1.96098,-0.87958,-2.51898,-1.33098,-2.74798,-2.12498,-2.27098,-0.19288,-2.75698,-1.61498,,,,,,,,,,,,,,,
966,966,Y793402,CL,,,0.56143,-1.37507,0.0,-1.18807,0.01993,-2.74007,-0.90717,-2.51107,-1.28107,-2.74107,-2.01007,-2.07507,-0.17837,-2.91907,-1.51607,,,,,,,,,,,,,,,
967,967,Y793421,CL,-1.15306,,0.56584,-1.38306,0.0,-1.14606,0.00894,-2.74806,-0.98266,-2.47406,-1.31106,-2.74906,-1.99106,-2.07206,-0.19856,-2.95806,-1.53606,,,,,,,,,,,,,,,
968,968,Y793423,CL,-1.059508,,0.561992,-1.415508,0.0,-1.135508,0.001492,-2.810508,-0.971208,-2.523508,-1.310508,-2.752508,-2.041508,-2.087508,-0.210208,-2.995508,-1.528508,,,,,,,,,,,,,,,
969,969,Y793448,CL,,,0.55923,-1.43757,0.0,-1.15557,0.01343,-2.74457,-0.92947,-2.56657,-1.33657,-2.69957,-1.97857,-2.06857,-0.17877,-3.09057,-1.52857,,,,,,,,,,,,,,,
970,970,Y793449,CL,,,0.55445,-1.38445,0.0,-1.17745,0.01255,-2.81245,-0.91675,-2.52545,-1.35645,-2.80545,-1.99745,-2.07745,-0.21495,-3.11445,-1.51445,,,,,,,,,,,,,,,
971,971,Y793464,CL,-1.33558,,0.56902,-1.31458,0.0,-1.14158,0.02642,-2.28558,-0.94148,-2.62358,-1.31658,-2.61958,-1.96058,-2.10258,-0.20298,-3.42058,-1.61058,,,,,,,,,,,,,,,
972,972,Y793465,CL,-1.45656,,0.55574,-2.29456,0.0,-1.14756,0.01344,-2.22356,-0.97456,-3.17556,-1.29256,-3.00756,-2.00356,-2.16356,-0.19796,-2.95056,-1.48956,,,,,,,,,,,,,,,
973,973,Y793496,CL,-1.579136,,0.557964,-1.358136,0.0,-1.051136,0.007864,-2.422136,-0.899736,-2.520136,-1.271136,-2.704136,-2.091136,-2.351136,-0.190736,-3.003136,-1.656136,,,,,,,,,,,,,,,
974,974,Y793569,CL,,,0.550918,-1.352382,0.0,-1.051382,0.002618,-2.350382,-0.807182,-2.519382,-1.293382,-2.748382,-2.101382,-2.038382,-0.190682,-2.927382,-1.535382,,,,,,,,,,,,,,,
975,975,Y8010,CL,-1.977824,,0.557776,-1.423824,0.0,-1.220824,0.006176,-2.373824,-0.987624,-2.520824,-1.307824,-2.749824,-1.974824,-2.072824,-0.175724,-2.855824,-1.498824,,,,,,,,,,,,,,,
976,976,Y8011,CL,,,0.547894,-1.332406,0.0,-1.017406,-0.007406,-2.145406,-0.869406,-2.774406,-1.384406,-2.748406,-1.940406,-2.173406,-0.181606,-2.777406,-1.493406,,,,,,,,,,,,,,,
977,977,Y81026,CL,-1.670752,,0.551648,-1.352752,0.0,-1.176752,0.003248,-2.023752,-0.994852,-2.514752,-1.319752,-2.698752,-2.023752,-2.184752,-0.148852,-2.662752,-1.415752,,,,,,,,,,,,,,,
978,978,Y81049,CL,-1.5818,,0.5534,-1.3408,0.0,-0.9968,-0.0038,-2.1928,-0.9247,-2.7778,-1.2978,-2.7528,-1.9218,-2.1498,-0.2085,-2.8338,-1.5198,,,,,,,,,,,,,,,
979,979,Y82024,CL,-2.43532,,0.56028,-1.26032,0.0,-1.15032,0.01668,-2.31032,-0.94202,-2.41332,-1.29032,-2.68432,-1.96332,-2.17032,-0.12062,-2.77432,-1.51332,,,,,,,,,,,,,,,
980,980,Y82036,CL,-1.45047,,0.55783,-1.37547,0.0,-1.21747,0.01353,-2.39347,-0.85407,-2.47047,-1.30347,-2.70047,-2.03547,-2.04647,-0.18077,-2.89547,-1.50547,,,,,,,,,,,,,,,
981,981,Y82178,CL,,,0.553489,-1.315911,0.0,-1.019911,0.002089,-2.119911,-1.066911,-2.418911,-1.287911,-2.685911,-1.989911,-2.143911,-0.286211,-2.870911,-1.521911,,,,,,,,,,,,,,,
982,982,Y82187,CL,,,0.55704,-1.33876,0.0,-1.06976,0.01224,-2.28576,-1.12876,-2.44676,-1.26776,-2.60376,-1.94776,-2.14776,-0.25766,-2.77276,-1.61076,,,,,,,,,,,,,,,
983,983,Y8435,CL,-1.22883,,0.56767,-1.28883,0.0,-1.05983,0.01317,-2.25883,-1.02083,-2.57583,-1.18683,-2.53183,-1.93083,-2.12483,-0.23353,-3.12883,-1.58283,,,,,,,,,,,,,,,
984,984,Y86787,CL,-1.76141,,0.55849,-1.38941,0.0,-1.19841,0.01259,-2.15241,-1.03541,-2.52541,-1.32241,-2.70941,-1.99741,-2.03441,-0.20121,-3.23441,-1.53841,,,,,,,,,,,,,,,
985,985,Y790446,CL,,,0.56951,-1.24039,0.0,-1.17239,0.03461,-2.21339,-0.98839,-2.32039,-1.26839,-2.69639,-1.91839,-2.11339,-0.23629,,-1.48739,,,,,,,,,,,,,,,
986,986,Y790250,CLL,,,0.57078,-1.30482,0.0,-1.07582,0.01718,-2.27582,-0.91122,-2.43682,-1.34382,-2.70782,-1.95282,-2.11182,-0.25522,,-1.53982,,,,,,,,,,,,,,,
987,987,Y790345,CLL,-1.75558,,0.57432,-1.31058,0.0,-1.23958,0.01442,-2.20558,-0.91518,-2.52058,-1.28358,-2.34258,-1.91158,-2.14758,-0.22388,-3.49258,-1.55058,,,,,,,,,,,,,,,
988,988,Y790397,CLL,,,0.57352,-1.29068,0.0,-1.19668,0.02132,-2.25168,-0.98868,-2.43068,-1.32268,-2.62268,-1.91668,-2.10568,-0.25648,,-1.60868,,,,,,,,,,,,,,,
989,989,Y790519,CLL,,,0.57344,-1.34146,0.0,-1.17846,0.01454,-2.37146,-1.15146,-2.39346,-1.27646,-2.52646,-1.92446,-2.11946,-0.19536,-3.24746,-1.55546,,,,,,,,,,,,,,,
990,990,Y790519,CLL,,,0.56821,-1.34979,0.0,-1.15579,0.01021,-2.35779,-0.98799,-2.43979,-1.29479,-2.50679,-1.91079,-2.11479,-0.24309,-3.08679,-1.62279,,,,,,,,,,,,,,,
991,991,Y790521,CLL,-1.22926,,0.57444,-1.34426,0.0,-1.05226,0.00374,-2.24326,-0.98606,-2.52626,-1.31226,-2.70926,-2.07526,-2.22626,-0.24506,-3.04626,-1.66726,,,,,,,,,,,,,,,
992,992,Y790728,CLL,-0.617367,,0.577833,-1.365167,0.0,-1.224167,0.005833,-2.307167,-1.065167,-2.450167,-1.339167,-2.767167,-2.036167,-2.125167,-0.279567,-3.384167,-1.816167,,,,,,,,,,,,,,,
993,993,Y790757,CLL,-1.447497,,0.563703,-1.366497,0.0,-1.050497,0.003503,-2.012497,-0.982997,-2.533497,-1.310497,-2.541497,-2.023497,-2.109497,-0.259797,-2.852497,-1.588497,,,,,,,,,,,,,,,
994,994,Y790964,CLL,-1.368408,,0.571292,-1.321408,0.0,-1.070408,0.006592,-2.340408,-0.989608,-2.443408,-1.264408,-2.673408,-1.937408,-2.106408,-0.268808,-3.202408,-1.729408,,,,,,,,,,,,,,,
995,995,Y791067,CLL,-0.81955,,0.58205,-1.32775,0.0,-1.27875,0.01925,-2.17875,-0.99475,-2.47775,-1.27675,-2.66575,-1.95275,-2.11175,-0.25385,-2.98375,-1.60075,,,,,,,,,,,,,,,
996,996,Y791539,CLL,-1.61835,,0.56965,-1.31035,0.0,-0.97365,0.00765,-2.81635,-0.88945,-2.36935,-1.24335,-2.86835,-2.08935,-2.36035,-0.26515,-3.32535,-1.80835,,,,,,,,,,,,,,,
997,997,Y793533,CLL,-1.304185,,0.574215,-1.344185,0.0,-1.101185,0.009815,-1.885185,-0.999185,-2.444185,-1.313185,-2.436185,-2.003185,-2.186185,-0.271985,-3.014185,-1.667185,,,,,,,,,,,,,,,
998,998,ALH76004,CLL,-0.94602,-2.56982,0.58348,-1.31882,0.0,-1.13682,0.03718,-2.38682,-0.96062,-2.46382,-1.22382,-2.57982,-1.92382,-2.08582,-0.24062,-2.78282,-1.57282,,,,,,,,,,,,,,,
999,999,ALH764,CLL,-1.1326,,0.5576,-1.3436,0.0,-1.1606,0.0004,-2.4326,-0.8801,-2.4436,-1.3076,-2.8116,-1.9766,-2.1316,-0.2414,-3.1346,-1.6996,,,,,,,,,,,,,,,
1000,1000,ALH77278,CLL,-0.53176,-1.65186,0.60834,-1.35386,0.0,-1.12886,0.05814,-2.32586,-0.92996,-2.44886,-1.24586,-2.59986,-1.95786,-2.09586,-0.23996,-2.84786,-1.53186,,,,,,,,,,,,,,,
1001,1001,ALH77278,CLL,-0.71356,,0.58014,-1.28296,0.0,-1.09696,0.02104,-2.33296,-1.03596,-2.43596,-1.28596,-2.70696,-1.93696,-2.08696,-0.26596,-3.09796,-1.55596,,,,,,,,,,,,,,,
1002,1002,ALH77304,CLL,-0.75283,-2.87363,0.58577,-1.28163,0.0,-1.13063,0.03437,-2.30263,-1.05663,-2.35363,-1.28563,-2.55063,-1.91963,-2.19763,-0.23753,-2.71963,-1.49863,,,,,,,,,,,,,,,
1003,1003,ALH77304,CLL,,,0.59166,-1.25834,0.0,-1.10634,0.03866,-2.28834,-0.93764,-2.33834,-1.30334,-2.60334,-1.91234,-2.09934,-0.18964,-2.94834,-1.57934,,,,,,,,,,,,,,,
1004,1004,ALH78015,CLL,-0.19368,,0.61342,-1.33428,0.0,-1.08628,0.00172,-2.55428,-0.89828,-2.37628,-1.29828,-2.64328,-1.91528,-2.15628,-0.20998,-3.40628,-1.54228,,,,,,,,,,,,,,,
1005,1005,EET83213,CLL,-0.89982,-2.58172,0.58028,-1.33072,0.0,-1.14872,0.03728,-2.42372,-1.04872,-2.52172,-1.25472,-2.55972,-1.95172,-2.19172,-0.26972,-2.87472,-1.58072,,,,,,,,,,,,,,,
1006,1006,Semarkona,CLL,-0.53481,-1.11401,0.59589,-1.29901,0.0,-1.14901,0.03499,-2.26101,-1.00801,-2.46301,-1.22901,-2.69301,-1.98101,-2.09701,-0.25641,-2.86101,-1.49401,,,,,,,,,,,,,,,
1007,1007,St.Marys_Co.,CLL,-1.31026,-1.11126,0.58374,-1.29226,0.0,-1.17626,0.04074,-2.43426,-0.91656,-2.46026,-1.26626,-2.54426,-1.92826,-2.12026,-0.22636,-2.95526,-1.49926,,,,,,,,,,,,,,,
1008,1008,Y74660,CLL,-0.260193,,0.595907,-1.380393,0.0,-1.088393,0.009607,-2.233393,-0.864493,-2.516393,-1.281393,-2.854393,-1.996393,-2.129393,-0.265093,-2.796393,-1.753393,,,,,,,,,,,,,,,
1009,1009,Y790448,CLL,-0.22038,,0.61022,-1.35408,0.0,-1.03308,0.01692,-2.32108,-0.96788,-2.38608,-1.28108,-2.51908,-1.92508,-2.12508,-0.26138,,-1.60708,,,,,,,,,,,,,,,
1010,1010,Y791324,CLL,-0.44572,,0.57828,-1.36332,0.0,-0.98362,-0.00532,-2.08332,-0.88822,-2.63932,-1.28832,-2.76032,-2.24532,-2.30132,-0.28502,-3.11932,-1.55932,,,,,,,,,,,,,,,
1011,1011,Y791558,CLL,-0.57338,,0.58712,-1.33718,0.0,-1.11018,0.01582,-2.12818,-0.85168,-2.56518,-1.26318,-2.74318,-2.01318,-2.06618,-0.24608,-3.13418,-1.66118,,,,,,,,,,,,,,,
1012,1012,Ragland,CLL,-0.22194,-1.05034,0.65826,-1.69134,0.0,-1.08734,0.06266,-2.30634,-1.81334,-2.65134,-1.23734,-2.61734,-1.89634,-2.08834,-0.21364,-3.04934,-1.69234,,,,,,,,,,,,,,,
1013,1013,Bishunpur,CLL,-0.611,-1.1484,0.5787,-1.3074,0.0,-1.1524,0.0356,-2.1674,-0.9266,-2.4664,-1.2794,-2.5204,-1.9664,-2.1394,-0.2401,-2.7854,-1.5414,,,,,,,,,,,,,,,
1014,1014,Krymka,CLL,-0.39139,-1.40449,0.60631,-1.37049,0.0,-1.15249,0.03751,-2.29549,-0.95469,-2.50649,-1.26449,-2.54349,-1.92049,-2.11949,-0.25949,-2.85849,-1.56949,,,,,,,,,,,,,,,
1015,1015,Manych,CLL,-0.81563,-1.41773,0.58057,-1.35773,0.0,-1.12373,0.03427,-2.33573,-0.80593,-2.37973,-1.25573,-2.60873,-1.91073,-2.11773,-0.21573,-2.77773,-1.55873,,,,,,,,,,,,,,,
1016,1016,Greenwell_Spr.,CLL,-1.45074,-2.27474,0.58006,-1.31074,0.0,-1.16474,0.03526,-2.32574,-1.06774,-2.42874,-1.25574,-2.65874,-1.95374,-2.09174,-0.24844,-2.86874,-1.53274,,,,,,,,,,,,,,,
1017,1017,Y74442,CLL,-0.98224,,0.59606,-1.31024,0.0,-0.93894,0.03676,-2.30024,-1.05124,-2.10324,-1.24324,-2.33224,-1.75824,-2.09824,-0.24954,-3.38624,-1.56424,,,,,,,,,,,,,,,
1018,1018,Y790522,CLL,-1.731472,,0.561328,-1.375472,0.0,-1.164472,0.004528,-2.308472,-1.038472,-2.537472,-1.350472,-2.767472,-2.056472,-2.255472,-0.256072,-2.936472,-1.648472,,,,,,,,,,,,,,,
1019,1019,Y790523,CLL,-2.177823,,0.560677,-1.343823,0.0,-1.031823,0.001177,-2.530823,-1.077823,-2.352823,-1.311823,-2.773823,-2.162823,-2.334823,-0.293623,-3.039823,-1.853823,,,,,,,,,,,,,,,
1020,1020,Y790525,CLL,-1.817812,,0.561988,-1.349812,0.0,-1.057812,0.005188,-2.437812,-0.964212,-2.411812,-1.310812,-2.765812,-2.220812,-2.367812,-0.265612,-3.140812,-1.651812,,,,,,,,,,,,,,,
1021,1021,Y790526,CLL,-0.994068,,0.571232,-1.338168,0.0,-0.994168,0.005832,-2.548168,-0.954668,-2.529168,-1.306168,-2.759168,-2.229168,-2.360168,-0.265768,-3.104168,-1.650168,,,,,,,,,,,,,,,
1022,1022,Y791668,CLL,-2.16194,,0.56856,-1.37694,0.0,-1.15694,0.01906,-1.90494,-1.07394,-2.52894,-1.30094,-2.63294,-2.03794,-2.18394,-0.25754,-2.78094,-1.43894,,,,,,,,,,,,,,,
1023,1023,Y792772,CLL,-1.76029,,0.57001,-1.30629,0.0,-1.16129,0.02071,-2.24229,-0.97199,-2.47929,-1.33229,-2.75429,-1.94629,-2.16529,-0.24449,-3.23429,-1.47129,,,,,,,,,,,,,,,
1024,1024,Y792773,CLL,-1.76438,,0.56942,-1.34738,0.0,-1.03438,0.01562,-2.14238,-0.97498,-2.52838,-1.27338,-2.80938,-2.29238,-2.31838,-0.25638,-3.30138,-1.65938,,,,,,,,,,,,,,,
1025,1025,Y793249,CLL,-1.781781,,0.555219,-1.415781,0.0,-1.249781,0.000219,-2.532781,-1.138781,-2.597781,-1.299781,-2.826781,-2.128781,-2.134781,-0.279081,-3.041781,-1.600781,,,,,,,,,,,,,,,
1026,1026,Olivenza,CLL,-1.43559,-2.03759,0.58061,-1.31759,0.0,-1.14559,0.03341,-2.25659,-1.04259,-2.47659,-1.27359,-2.62659,-1.92859,-2.09859,-0.27409,-2.87459,-1.43859,,,,,,,,,,,,,,,
1027,1027,Y74022,CLL,-1.74396,,0.58424,-1.30396,0.0,-1.08096,0.04004,-2.19396,-0.96496,-2.46296,-1.29096,-2.78996,-1.90696,-2.13596,-0.22686,-3.04196,-1.50996,,,,,,,,,,,,,,,
1028,1028,Y790524,CLL,,,0.564076,-1.335324,0.0,-1.001324,0.007676,-2.580324,-0.845824,-2.439324,-1.297324,-2.756324,-2.145324,-2.337324,-0.247224,,-1.713324,,,,,,,,,,,,,,,
1029,1029,Y790527,CLL,,,0.554032,-1.367068,0.0,-1.140068,0.005932,-2.557068,-0.956868,-2.192068,-1.272068,-2.722068,-2.038068,-2.194068,-0.254268,-3.128068,-1.571068,,,,,,,,,,,,,,,
1030,1030,Y790529,CLL,-1.16854,,0.57476,-1.33754,0.0,-1.09254,0.01246,-2.16554,-1.04054,-2.47854,-1.32154,-2.70754,-2.05254,-2.19454,-0.24164,-3.00754,-1.64454,,,,,,,,,,,,,,,
1031,1031,Y790530,CLL,-1.21153,,0.55897,-1.36353,0.0,-1.14753,0.01547,-2.57353,-0.79673,-2.69653,-1.25853,-2.70453,-2.01053,-2.17553,-0.22923,-3.08053,-1.54453,,,,,,,,,,,,,,,
1032,1032,Y790532,CLL,-1.0629,,0.5765,-1.2699,0.0,-1.0499,0.0141,-2.1959,-0.9066,-2.4019,-1.2469,-2.6689,-2.0159,-2.1539,-0.2701,-3.0469,-1.6729,,,,,,,,,,,,,,,
