Teff,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
8750.0,3147.748314101317,1923.0917289101576,1832.314422371211,1766.037820686164,1786.4875748520499,1640.5897731995387,1520.5475297324954,1324.3415351946644,1306.1708881318418,1177.6059735208078,1150.8003889444356,1054.3868963912591,1039.920165829059,954.9925860214358,939.7233105646375,857.0378452303693,765.5966069112561,797.9946872679768,788.860117618554,704.6930689671467,666.8067692136218,630.957344480193,625.1726927756855,595.6621435290103,591.5616341754737,563.6376558259543,571.4786366718672,529.6634438916581,518.8000389289609
9000.0,2365.9196974857587,1428.8939585111023,1364.583136588924,1321.2956341865752,1336.5955165464418,1230.268770812381,1137.627285823431,988.553094656939,974.9896377173867,877.0008211436349,855.0667128846832,785.2356346100718,772.6805850957021,707.945784384138,698.2324040771712,635.3309318517436,566.2392890382534,590.2010801718442,583.4451042737447,521.1947111050805,493.1738039549359,466.6593803142887,462.38102139926036,439.5416154378243,436.5158322401661,416.8693834703355,422.66861426560286,391.74187710778307,382.82474331682283
9250.0,1667.2472125510626,1000.0,957.1940712948442,926.8298233793494,939.7233105646375,864.967918775693,799.8342550070284,693.4258060165695,682.3386941416697,612.3503917247733,597.0352865838366,545.757861091271,537.0317963702527,492.0395356814511,484.1723675840994,440.55486350655343,392.6449353995997,409.26065973001096,403.64539296760483,360.57864302164234,341.1929116219285,322.84941217126345,319.15378551007615,304.088502567628,301.9951720402016,287.73984147356697,291.7427014001166,270.3958364108843,264.85001386067006
9500.0,1088.9300933334332,644.1692655151775,618.0164001384157,598.4115950603199,608.1350012787176,559.7576014951104,516.416369272071,447.7133041763623,439.5416154378243,393.55007545577763,382.82474331682283,349.94516702835733,343.55794789987465,314.0508693876217,309.0295432513592,281.1900830398939,250.03453616964322,260.6153549998895,257.03957827688646,229.61486481123632,217.27011788637455,205.58905959841425,203.23570109362208,193.6421963946607,192.30917289101575,183.23144223712112,186.20871366628674,172.5837891990204,168.65530253887405
9750.0,650.1296903430909,364.75394692560764,356.45113342624427,348.33731503601166,354.8133892335753,328.85163087598295,301.3006024186122,258.82129151530904,254.0972705549304,224.90546058357805,216.271852372702,200.90928126087277,198.1527025805099,183.65383433483456,181.5515662773135,164.43717232149322,147.23125024327194,149.2794409578996,151.70503674593368,132.43415351946643,125.31411749414156,120.22644346174131,118.03206356517298,112.71974561755106,112.71974561755106,106.65961212302578,107.89467222298286,101.62486928706959,99.3116048420934
10000.0,344.3499307633384,148.59356422870076,167.49428760264382,174.5822152920504,178.64875748520498,171.79083871575875,148.2518085145953,121.6186000646368,118.03206356517298,99.3116048420934,89.12509381337455,93.5405674147552,96.38290236239705,97.05099672454898,98.17479430199843,84.72274141405963,79.61593504173187,70.46930689671471,80.35261221856173,65.01296903430905,62.51726927756859,62.23002851691595,59.979107625550945,58.613816451402876,59.84115950603196,54.32503314924333,54.0754322945581,54.82769649208539,52.36004365857503
10250.0,172.18685749860077,48.30588020397726,69.5024317588797,85.31001140175896,82.98507675144225,82.41381150130022,62.373483548241914,48.86523593428336,45.39416166502032,35.974933515574236,30.54921113215514,38.72576449216173,42.95364267648873,50.35006087879047,50.46612975635284,38.54783576657719,38.90451449942807,29.92264636608189,36.643757464783334,29.241523778433354,29.44421633798762,28.707805820246904,28.510182675039097,28.183829312644534,29.10717118066605,24.888573182823905,24.043628000069333,26.121613543992066,23.823194693586903
10500.0,75.33555637337174,14.757065332758946,27.352687263067125,40.55085354483839,34.99451670283573,34.914031547858606,22.646443075930595,17.378008287493753,14.962356560944336,11.694993910198711,10.327614057613975,15.275660582380723,18.238957023196374,23.60478233180577,22.750974307720703,15.452544395384141,16.405897731995395,11.885022274370183,13.520725631942772,12.02264434617413,13.061708881318419,11.994993031493786,12.416523075924113,12.078138351067803,12.38796586530369,10.519618738232229,10.023052380778994,10.092528860766844,8.550667128846834
10750.0,27.797132677592884,6.095368972401692,11.91242008027375,18.113400926196025,13.583134465871542,13.031667784522993,8.072350302488383,6.4714261574858325,5.345643593969716,4.395416154378245,4.335108783875289,6.251726927756859,7.655966069112563,9.311078754678302,8.689604292863017,5.780960474057181,6.025595860743578,4.764309868054157,4.775292736576909,4.613175745603794,5.1641636927207095,4.775292736576909,4.886523593428335,4.764309868054157,4.698941086052154,4.22668614265603,4.03645392967605,3.372873086588689,2.7164392688390824
11000.0,6.823386941416696,2.027682719521282,4.305266104917107,6.382634861905488,4.446312674691087,3.6475394692560785,2.4043628000069335,2.027682719521282,1.455459080581966,1.2793813041575246,1.4157937799570814,2.2080047330188997,2.5527013026612466,2.837919028441556,2.5703957827688635,1.7100153150902877,1.62181009735893,1.5135612484362082,1.3645831365889245,1.4723125024327188,1.5240527537972912,1.5100801541641484,1.5275660582380726,1.5205475297324955,1.4421153515248688,1.3396766874259352,1.2705741052085415,0.8570378452303695,0.7014552984199712
