mode,alpha_x,alpha_y,F,s_eff_per_N_shifted,Xbar_squared,Ybar_squared,lambda_x,lambda_y
saddle,0.15000000000000002,0.9500000000000001,-0.15663496194098142,0.6175118088426539,0.24545344058743088,0.7448884694496218,-0.30555693096216713,-0.6376793566840481
saddle,0.15000000000000002,1.0,-0.1616367370871827,0.6494948391172961,0.25230472933249737,0.7793148301454856,-0.2972595884287289,-0.6415892276894795
saddle,0.15000000000000002,1.05,-0.16629388177832136,0.6816659816961734,0.2592284494404507,0.8136905820190591,-0.2893200964704641,-0.6452084018193822
saddle,0.15000000000000002,1.1,-0.17063287230079904,0.7140113307952696,0.26622015482233885,0.8480297432333045,-0.2817217203184748,-0.6485621576231526
saddle,0.15000000000000002,1.1500000000000001,-0.17467809513014895,0.7465182036183443,0.27327544869969855,0.8823439543733682,-0.27444836466966066,-0.6516733039876261
saddle,0.15000000000000002,1.2000000000000002,-0.17845220516512406,0.7791749854830181,0.28039039788383247,0.9166426473281805,-0.26748419548615565,-0.6545626059935933
saddle,0.15000000000000002,1.25,-0.18197602791521175,0.811971124923733,0.28756118821662086,0.9509336023552575,-0.26081405653221273,-0.6572488325704442
saddle,0.15000000000000002,1.3,-0.1852687398243608,0.8448967761539116,0.2947842204963239,0.9852231718000115,-0.25442338763494055,-0.6597489975925396
saddle,0.15000000000000002,1.35,-0.1883479976709001,0.8779431176852108,0.3020561414672702,1.0195165010221687,-0.24829821249678763,-0.662078543430385
saddle,0.15000000000000002,1.4000000000000001,-0.19123006081943306,0.9111020342870447,0.3093738790833356,1.053817711490158,-0.24242512077044934,-0.6642515041905687
saddle,0.15000000000000002,1.4500000000000002,-0.1939298119404177,0.9443659209341274,0.31673441683891407,1.0881301680215814,-0.23679144422800058,-0.6662805804917458
saddle,0.15000000000000002,1.5,-0.1964610041631923,0.9777278207147659,0.3241351672806213,1.1224564439208802,-0.23138495162133538,-0.6681773747764828
saddle,0.15000000000000002,1.55,-0.19883619074096753,1.0111815335332905,0.33157351083279574,1.1567986378783957,-0.2261941848479586,-0.6699523794576504
saddle,0.15000000000000002,1.6,-0.20106692308600896,1.044721187958961,0.3390470740914417,1.1911583414071498,-0.2212082207197351,-0.6716151599584459
saddle,0.15000000000000002,1.6500000000000001,-0.20316383056314216,1.078341374176891,0.3465537312691775,1.2255367218867923,-0.21641665702264656,-0.6731744428921393
saddle,0.15000000000000002,1.7000000000000002,-0.20513666248892715,1.112037064715815,0.35409147746796954,1.2599346373611682,-0.21180967284586616,-0.6746381715326573
saddle,0.15000000000000002,1.75,-0.20699432553358643,1.1458036727872636,0.36165825441946636,1.2943527455851989,-0.20737809543539928,-0.6760135542528615
saddle,0.15000000000000002,1.8,-0.20874505048864989,1.179637018928509,0.3692523206503345,1.328791415214057,-0.20311314460504548,-0.6773072054013968
saddle,0.15000000000000002,1.85,-0.21039637314877302,1.2135331670554075,0.37687192280427023,1.363250877379149,-0.19900660001926312,-0.6785251455537761
saddle,0.15000000000000002,1.9000000000000001,-0.21195527308250764,1.247488328573857,0.38451565647478053,1.3977311399177117,-0.19505057528111103,-0.6796729162490643
saddle,0.15000000000000002,1.9500000000000002,-0.21342816046272048,1.281499269605034,0.39218218390029913,1.432232107739546,-0.19123765198642112,-0.6807555805593668
saddle,0.15000000000000002,2.0,-0.21482090630676254,1.3155628329006723,0.39987010806444645,1.466753635830568,-0.18756090662298863,-0.6817777543355038
saddle,0.2,0.0,0.06893803033573553,0.10696899076657276,0.17707075786821655,0.0,-0.5647459874454492,0.0
saddle,0.2,0.05,0.05023563479029188,0.12878954682259267,0.18250252666245875,0.05593465952795572,-0.5479376194333547,-0.4469500701529289
saddle,0.2,0.1,0.0325159449806184,0.1516298682279702,0.18813886424625012,0.1072151835420703,-0.5315222902010962,-0.4663518575275343
saddle,0.2,0.15000000000000002,0.015776463259944036,0.17539469590915016,0.1939732047313268,0.15496941590981017,-0.5155351232068908,-0.48396646241248575
saddle,0.2,0.2,2.3214536692177635e-17,0.2,0.2,0.20000000000000004,-0.5,-0.49999999999999994
saddle,0.2,0.25,-0.01484021386248056,0.2253712514217593,0.2062141544345236,0.24289470532331026,-0.4849327645535198,-0.5146262856311176
saddle,0.2,0.30000000000000004,-0.02877721581916472,0.25144179779605763,0.21261067833415456,0.2840943658159679,-0.4703432620765767,-0.5279935755472454
saddle,0.2,0.35000000000000003,-0.041848096847201276,0.2781519900899723,0.21918448382309108,0.3239362988901097,-0.45623667449340227,-0.540229670461741
saddle,0.2,0.4,-0.05409246841003218,0.3054479705644275,0.2259302764356158,0.3626829701738388,-0.4426144276794057,-0.5514457982522237
saddle,0.2,0.45,-0.06555136112110213,0.3332813220884928,0.23284251020170355,0.4005414716923245,-0.4294748407985011,-0.561739584790944
saddle,0.2,0.5,-0.07626641307102562,0.3616081501972724,0.2399153894791107,0.4376771002833869,-0.4168136117366783,-0.5711973503711529
