target,gaia_idx,source_id,telescope,band,mjd_session,n_files,freq_centre_ghz,hpbw_arcmin,n_in_beam_neighbours,optical_10m_1um:n_pairs,optical_10m_1um:n_spillover,optical_10m_1um:n_between,optical_10m_1um:earth_term_known,radio_100m_1p4ghz:n_pairs,radio_100m_1p4ghz:n_spillover,radio_100m_1p4ghz:n_between,radio_100m_1p4ghz:earth_term_known,radio_10m_8ghz:n_pairs,radio_10m_8ghz:n_spillover,radio_10m_8ghz:n_between,radio_10m_8ghz:earth_term_known,radio_10m_1p4ghz:n_pairs,radio_10m_1p4ghz:n_spillover,radio_10m_1p4ghz:n_between,radio_10m_1p4ghz:earth_term_known,radio_10m_1p4ghz:drift_centre_hz_s_min,radio_10m_1p4ghz:drift_centre_hz_s_max,radio_10m_1p4ghz:halfwidth_tight_hz_s_min,radio_10m_1p4ghz:halfwidth_tight_hz_s_max,radio_10m_1p4ghz:halfwidth_loose_hz_s_max,radio_10m_1p4ghz:n_pairs_with_kinematics,radio_10m_1p4ghz:alpha_rad_min,radio_10m_1p4ghz:flux_ratio_max,overfilled_5deg:n_pairs,overfilled_5deg:n_spillover,overfilled_5deg:n_between,overfilled_5deg:earth_term_known,overfilled_5deg:drift_centre_hz_s_min,overfilled_5deg:drift_centre_hz_s_max,overfilled_5deg:halfwidth_tight_hz_s_min,overfilled_5deg:halfwidth_tight_hz_s_max,overfilled_5deg:halfwidth_loose_hz_s_max,overfilled_5deg:n_pairs_with_kinematics,overfilled_5deg:alpha_rad_min,overfilled_5deg:flux_ratio_max,radio_100m_1p4ghz:drift_centre_hz_s_min,radio_100m_1p4ghz:drift_centre_hz_s_max,radio_100m_1p4ghz:halfwidth_tight_hz_s_min,radio_100m_1p4ghz:halfwidth_tight_hz_s_max,radio_100m_1p4ghz:halfwidth_loose_hz_s_max,radio_100m_1p4ghz:n_pairs_with_kinematics,radio_100m_1p4ghz:alpha_rad_min,radio_100m_1p4ghz:flux_ratio_max,radio_10m_8ghz:drift_centre_hz_s_min,radio_10m_8ghz:drift_centre_hz_s_max,radio_10m_8ghz:halfwidth_tight_hz_s_min,radio_10m_8ghz:halfwidth_tight_hz_s_max,radio_10m_8ghz:halfwidth_loose_hz_s_max,radio_10m_8ghz:n_pairs_with_kinematics,radio_10m_8ghz:alpha_rad_min,radio_10m_8ghz:flux_ratio_max
HIP54998,100431,3812275820186816000,GBT,NAN,57521.041666666664,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,71,5,66,True,-0.14242820475481538,-0.1424281953250995,0.009596792135187276,0.06349657783480388,4.92080583765189,32,0.00048130477132311307,4.623619286074052,770,67,703,True,-0.1424282049692414,-0.14242815817025425,0.009596792135187276,0.21435242738244215,4.925062968084462,394,0.00048130477132311307,4.650379663647716,-0.14242820448662216,-0.14242820448662216,0.009596792135187276,0.009596792135187276,4.920405509192456,1.0,0.00048130477132311307,2.756929839788236,-0.14242820448662216,-0.14242820142582843,0.009596792135187276,0.012431173325708792,4.920411853751924,1.0,0.00048130477132311307,4.485738657033003
HIP54998,100431,3812275820186816000,GBT,NAN,57817.166666666664,3,2.300390625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,71,5,66,True,-0.22938262185386984,-0.22938260714838243,0.010006478642428977,0.09839450460470546,7.6739080051976645,32,0.00048130477132311307,4.623619286074052,770,67,703,True,-0.2293826221882637,-0.2293825492060101,0.010006478642428977,0.3340937934194791,7.680546937328214,394,0.00048130477132311307,4.650379663647716,-0.22938262143562688,-0.22938262143562688,0.010006478642428977,0.010006478642428977,7.6732836988681195,1.0,0.00048130477132311307,2.756929839788236,-0.22938262143562688,-0.22938261666236923,0.010006478642428977,0.015873639790718104,7.673293593115058,1.0,0.00048130477132311307,4.485738657033003
HIP55204,189091,3970182594926566400,GBT,NAN,57817.25,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,42,1,41,True,-0.237810465773252,-0.23781045386361802,0.014067533541147802,0.09752055829677267,7.5712951985933845,22,0.0013941810159602173,6.314986111079621,514,39,475,True,-0.23781046660807903,-0.23781028390490846,0.014067533541147802,0.3304490870867457,7.577875515215936,266,0.0013941810159602173,6.314986111079621,,,,,,,,,-0.23781045493767752,-0.23781045493767752,0.014067533541147802,0.014067533541147802,7.570680195362413,0.0,0.0013941810159602173,2.5640665404160266
HIP5521,260005,373208954099200768,GBT,NAN,57464.25,10,1.50146484375,8.7,1,0,0,0,True,1,1,0,True,3,1,2,True,85,7,78,True,0.11536878178798636,0.1154498142164069,0.00946110295630559,0.06462821527770767,5.0087645878712355,45,0.0003471254641682637,22.030522464555133,975,72,903,True,0.11536878027149389,0.11544983349074471,0.00946110295630559,0.21870536312548283,5.01312057768041,490,0.0003471254641682637,22.08376137872596,0.1154497971217276,0.1154497971217276,0.00946110295630559,0.00946110295630559,5.008356557092563,1.0,0.0003471254641682637,0.454631973857008,0.11536878221000553,0.1154497971217276,0.00946110295630559,0.014076717389207417,5.008367403104067,3.0,0.0003471254641682637,22.030522464555133
HIP5521,260005,373208954099200768,GBT,NAN,57507.75,9,1.47509765625,8.7,1,0,0,0,True,1,1,0,True,3,1,2,True,85,7,78,True,-0.05826113886208705,-0.0582218028940085,0.009455540504306368,0.06351698770772232,4.920806101056986,45,0.0003471254641682637,22.030522464555133,975,72,903,True,-0.058261139142535,-0.05822179733963632,0.009455540504306368,0.21487169025753813,4.925085595169522,490,0.0003471254641682637,22.08376137872596,-0.05826113731024516,-0.05826113731024516,0.009455540504306368,0.009455540504306368,4.920405235721791,1.0,0.0003471254641682637,0.454631973857008,-0.05826113825562628,-0.05822184017718758,0.009455540504306368,0.013937953640188494,4.92041589126609,3.0,0.0003471254641682637,22.030522464555133
HIP5521,260005,373208954099200768,GBT,NAN,57521.083333333336,3,1.47509765625,8.7,1,0,0,0,True,1,1,0,True,3,1,2,True,85,7,78,True,0.11475597797930985,0.11482540628471335,0.009455540504306368,0.06351698770772232,4.920806101056986,45,0.0003471254641682637,22.030522464555133,975,72,903,True,0.11475597648944846,0.11482542522057498,0.009455540504306368,0.21487169025753813,4.925085595169522,490,0.0003471254641682637,22.08376137872596,0.1148253894902333,0.1148253894902333,0.009455540504306368,0.009455540504306368,4.920405235721791,1.0,0.0003471254641682637,0.454631973857008,0.11475597839391793,0.1148253894902333,0.009455540504306368,0.013937953640188494,4.92041589126609,3.0,0.0003471254641682637,22.030522464555133
HIP5521,260005,373208954099200768,GBT,NAN,57810.208333333336,3,2.26962890625,8.7,1,0,0,0,True,1,1,0,True,3,1,2,True,85,7,78,True,0.12314649715467085,0.12325350363299566,0.009664172668358844,0.09712216797562204,7.571290077685903,45,0.0003471254641682637,22.030522464555133,975,72,903,True,0.12314649486232604,0.12325353276827271,0.009664172668358844,0.33042903332362655,7.5778746407562,490,0.0003471254641682637,22.08376137872596,0.12325347779251163,0.12325347779251163,0.009664172668358844,0.009664172668358844,7.5706732937821375,1.0,0.0003471254641682637,0.454631973857008,0.12314649779259913,0.12325347779251163,0.009664172668358844,0.018483456475166242,7.570689688734838,3.0,0.0003471254641682637,22.030522464555133
HIP5521,260005,373208954099200768,GBT,NAN,57817.208333333336,6,2.300390625,8.7,1,0,0,0,True,1,1,0,True,3,1,2,True,85,7,78,True,0.14076843833262098,0.1408829021259631,0.009673919121005804,0.09842653634362902,7.673908415974027,45,0.0003471254641682637,22.030522464555133,975,72,903,True,0.14076843600920655,0.14088293165612903,0.009673919121005804,0.33490402342350484,7.680582223933654,490,0.0003471254641682637,22.08376137872596,0.14088287593524662,0.14088287593524662,0.009673919121005804,0.009673919121005804,7.67328327239465,1.0,0.0003471254641682637,0.454631973857008,0.1407684389791955,0.14088287593524662,0.009673919121005804,0.01867087045932057,7.673299889558865,3.0,0.0003471254641682637,22.030522464555133
HIP5521,260005,373208954099200768,GBT,NAN,57955.708333333336,3,1.47509765625,8.7,1,0,0,0,True,1,1,0,True,3,1,2,True,85,7,78,True,0.014021839987215989,0.014032972294573298,0.009455540504306368,0.06351698770772232,4.920806101056986,45,0.0003471254641682637,22.030522464555133,975,72,903,True,0.014021838497354592,0.014032991230434918,0.009455540504306368,0.21487169025753813,4.925085595169522,490,0.0003471254641682637,22.08376137872596,0.014032955500093246,0.014032955500093246,0.009455540504306368,0.009455540504306368,4.920405235721791,1.0,0.0003471254641682637,0.454631973857008,0.014021840401824066,0.014032955500093246,0.009455540504306368,0.013937953640188494,4.92041589126609,3.0,0.0003471254641682637,22.030522464555133
HIP55285,190193,3784915023085782016,GBT,NAN,57521.083333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,2,0,2,True,52,6,46,True,-0.1415800989499006,-0.14158007828837027,0.01229792536205446,0.06390493867535932,4.920811123957034,23,0.0016353712407084038,6.272886878640549,533,28,505,True,-0.14158009895139032,-0.1415800066759014,0.01229792536205446,0.21484306833951652,4.925084346535166,260,0.0016353712407084038,6.2829861805927925,,,,,,,,,-0.1415800904885688,-0.14158008839026687,0.01229792536205446,0.012333696303418702,4.920411608446664,1.0,0.0016353712407084038,3.786976165975855
HIP55285,190193,3784915023085782016,GBT,NAN,57817.208333333336,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,2,0,2,True,52,6,46,True,-0.24382118794501143,-0.24382115572369348,0.01561918012593734,0.09903537092281749,7.673916249112588,23,0.0016353712407084038,6.272886878640549,533,28,505,True,-0.24382118794733462,-0.24382104404522167,0.01561918012593734,0.33485936337065936,7.6805802767067926,260,0.0016353712407084038,6.2829861805927925,,,,,,,,,-0.24382117474970313,-0.24382117147743568,0.01561918012593734,0.01568762583788525,7.673293210565124,1.0,0.0016353712407084038,3.786976165975855
HIP554,79096,2417795424888872448,GBT,NAN,57532.041666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.13726615107521078,0.13726616539231812,0.013843162221609442,0.06403760232675657,4.920812848603769,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.13726615075936552,0.13726629041718616,0.013843162221609442,0.21483531231141825,4.925084008206168,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.13726615454604008,0.13726615454604008,0.013843162221609442,0.013843162221609442,4.920415623665594,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,GBT,NAN,57532.083333333336,2,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.1354776079880105,0.13547762230511787,0.013843162221609442,0.06403760232675657,4.920812848603769,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.13547760767216527,0.13547774732998588,0.013843162221609442,0.21483531231141825,4.925084008206168,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.13547761145883983,0.13547761145883983,0.013843162221609442,0.013843162221609442,4.920415623665594,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,57961.291666666664,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.23064546221341126,0.2306454914192866,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.23064546156910953,0.23064574646107816,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.2306454692936549,0.2306454692936549,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,57962.291666666664,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22849713981455894,0.22849716902043427,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2284971391702572,0.2284974240622258,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22849714689480255,0.22849714689480255,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,57989.208333333336,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.21733030575634402,0.21733033496221935,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2173303051120423,0.2173305900040109,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21733031283658763,0.21733031283658763,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,57991.208333333336,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.21401009721543218,0.2140101264213075,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.21401009657113046,0.21401038146309906,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21401010429567582,0.21401010429567582,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58007.083333333336,3,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.21338624634820022,0.21338627555407555,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2133862457038985,0.2133865305958671,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21338625342844383,0.21338625342844383,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58007.125,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22048840953919052,0.22048843874506585,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2204884088948888,0.2204886937868574,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22048841661943414,0.22048841661943414,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58008.125,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22014271588078094,0.22014274508665627,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22014271523647921,0.2201430001284478,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22014272296102455,0.22014272296102455,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58022.0,1,3.102843748603,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.19249716083554086,0.19249719095134155,0.023488526829962823,0.1335980692541427,10.350834885479697,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.19249716017116553,0.19249745393910275,0.023488526829962823,0.45157471754153705,10.35981921212324,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.19249716813637344,0.19249716813637344,0.023488526829962823,0.023488526829962823,10.349999328176196,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58022.041666666664,2,3.149718748603,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22253735237479413,0.22253738294555755,0.023788092681387207,0.13560664214649412,10.507205955311848,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22253735170038205,0.22253764990630362,0.023788092681387207,0.45839383426787356,10.51632600926965,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.2225373597859212,0.2225373597859212,0.023788092681387207,0.023788092681387207,10.506357775142627,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58044.0,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22427468553106952,0.22427471473694485,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2242746848867678,0.22427496977873643,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22427469261131316,0.22427469261131316,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58046.0,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22618289712740913,0.22618292633328446,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2261828964831074,0.226183181375076,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22618290420765277,0.22618290420765277,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58047.0,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22703853855805364,0.22703856776392897,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22703853791375192,0.22703882280572052,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22703854563829726,0.22703854563829726,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58047.041666666664,3,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22234453222336534,0.22234456142924067,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22234453157906361,0.22234481647103221,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22234453930360898,0.22234453930360898,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58047.916666666664,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.1836596918029285,0.18365972100880382,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.18365969115862674,0.18365997605059536,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.1836596988831721,0.1836596988831721,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58047.958333333336,3,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.2147876346733359,0.21478766387921122,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.21478763402903417,0.21478791892100277,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21478764175357953,0.21478764175357953,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,NAN,58049.0,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.2285518501773868,0.22855187938326213,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22855184953308508,0.22855213442505368,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22855185725763041,0.22855185725763041,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,57961.291666666664,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.23064546221341126,0.2306454914192866,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.23064546156910953,0.23064574646107816,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.2306454692936549,0.2306454692936549,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,57962.291666666664,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22849713981455894,0.22849716902043427,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2284971391702572,0.2284974240622258,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22849714689480255,0.22849714689480255,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,57989.166666666664,3,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22584363782743352,0.22584366703330885,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22584363718313177,0.2258439220751004,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22584364490767714,0.22584364490767714,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,57989.208333333336,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.21733030575634402,0.21733033496221935,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2173303051120423,0.2173305900040109,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21733031283658763,0.21733031283658763,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,57991.166666666664,3,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.2249972109283343,0.22499724013420963,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22499721028403258,0.22499749517600118,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22499721800857794,0.22499721800857794,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,57991.208333333336,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.21401009721543218,0.2140101264213075,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.21401009657113046,0.21401038146309906,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21401010429567582,0.21401010429567582,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58007.083333333336,3,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.21338624634820022,0.21338627555407555,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2133862457038985,0.2133865305958671,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21338625342844383,0.21338625342844383,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58007.125,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22048840953919052,0.22048843874506585,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2204884088948888,0.2204886937868574,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22048841661943414,0.22048841661943414,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58008.125,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22014271588078094,0.22014274508665627,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.22014271523647921,0.2201430001284478,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22014272296102455,0.22014272296102455,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58022.0,1,3.102843748603,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.19249716083554086,0.19249719095134155,0.023488526829962823,0.1335980692541427,10.350834885479697,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.19249716017116553,0.19249745393910275,0.023488526829962823,0.45157471754153705,10.35981921212324,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.19249716813637344,0.19249716813637344,0.023488526829962823,0.023488526829962823,10.349999328176196,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58022.041666666664,2,3.102843748603,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.2192254889275593,0.21922551904336002,0.023488526829962823,0.1335980692541427,10.350834885479697,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.219225488263184,0.21922578203112122,0.023488526829962823,0.45157471754153705,10.35981921212324,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.21922549622839188,0.21922549622839188,0.023488526829962823,0.023488526829962823,10.349999328176196,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58043.958333333336,3,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.20635718242896364,0.20635721163483897,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2063571817846619,0.20635746667663052,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.20635718950920726,0.20635718950920726,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58044.0,6,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22427468553106952,0.22427471473694485,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2242746848867678,0.22427496977873643,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22427469261131316,0.22427469261131316,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
HIP554,79096,2417795424888872448,Parkes,S,58046.0,9,3.00909375,14.4,0,0,0,0,True,0,0,0,True,1,0,1,True,67,4,63,True,0.22618289712740913,0.22618292633328446,0.022891549118403534,0.1295813715703277,10.038092756287151,34,0.002083964909530676,4.573274175907281,720,73,647,True,0.2261828964831074,0.226183181375076,0.022891549118403534,0.43793661744336354,10.046805628301179,364,0.002083964909530676,4.585927580606637,,,,,,,,,0.22618290420765277,0.22618290420765277,0.022891549118403534,0.022891549118403534,10.037282444715181,0.0,0.002083964909530676,3.229560097175851
