name,main_id,ra,dec,plx,pmra,pmdec,rvz_radvel,gaia_dr3,resolved_by,gaia_idx,match_by
HIP23284,HD  31916,75.13973792232,22.61573775505,1.4204,-1.883,-5.107,23.956301,3.4125081670163773e+18,simbad_gaia_id,-1,none
HIP23296,HD  32115,75.1658661791,-2.06603035904,20.3757,-13.342,-2.205,24.32,3.225408155967879e+18,simbad_gaia_id,218325,gaia_id
HIP23305,HD  32148,75.18246384218,-7.531643954829998,4.5223,-3.834,-0.776,17.85,3.1870086057206973e+18,simbad_gaia_id,-1,none
HIP23311,HD  32147,75.20416393843666,-5.7536734242200005,113.0715,549.309,-1108.245,21.624,3.2114614694447734e+18,simbad_gaia_id,260113,gaia_id
HIP23319,BD-02  1098,75.22595919066,-2.4186416515499998,4.4272,13.669,-24.894,41.22,3.225315968789886e+18,simbad_gaia_id,-1,none
HIP2336,HD   2611,7.465263378259999,38.32414494359,12.9261,-49.649,-85.087,-32.44,3.790297686564278e+17,simbad_gaia_id,139519,gaia_id
HIP23364,* psi Eri,75.35977409316334,-7.173964786441112,3.5964,1.315,7.002,20.7,3.187058564780235e+18,simbad_gaia_id,-1,none
HIP2337,HD   2630,7.46623753411,-14.86410891068,23.4821,146.313,-33.896,0.85,2.374591799102347e+18,simbad_gaia_id,244274,gaia_id
HIP23386,HD  32264,75.41071408959,-2.72070439736,5.7123,11.861,-14.413,,3.2252918826134676e+18,simbad_gaia_id,-1,none
HIP23411,HD  32368,75.47376287447,-19.66273414481,4.5086,-17.633,-10.302,,2.975934151649595e+18,simbad_gaia_id,-1,none
HIP2343,*  11 Cet,7.480564030809999,-1.1177467133100003,13.1891,149.376,-79.006,0.3,2.5426506739397386e+18,simbad_gaia_id,135385,gaia_id
HIP23452_R,,,,,,,,,unresolved,-1,none
HIP23452_S,,,,,,,,,unresolved,-1,none
HIP23497,* iot Tau,75.77394385053,21.589961196090005,18.3851,67.391,-40.958,41.64,3.4092075361888364e+18,simbad_gaia_id,223574,gaia_id
HIP2351,HD   2649,7.50013741101,-14.423648771890004,4.5621,7.113,-1.031,16.86,2.3747505754531574e+18,simbad_gaia_id,-1,none
HIP23512,LP  776-46,75.83368534555333,-17.373533704697223,108.2732,-228.287,-444.685,15.57,2.97685059889075e+18,simbad_gaia_id,260255,gaia_id
HIP23516_R,,,,,,,,,unresolved,-1,none
HIP23516_S,,,,,,,,,unresolved,-1,none
HIP23556,HD  32282,75.97488517499,40.68330451949,1.8433,-0.283,-9.415,22.007999,2.0085933821538547e+17,simbad_gaia_id,-1,none
HIP23586,HD  32622,76.07498838812667,-6.031293361827776,4.4866,0.322,7.046,,3.2112967832183665e+18,simbad_gaia_id,-1,none
HIP2360,BD+23    65,7.53869538939,24.60723549315,7.1161,12.159,-33.122,-10.98,2.80709345962116e+18,simbad_gaia_id,-1,none
HIP23650,HD  32418,76.24431769613,41.88042278968001,5.3352,-0.583,-22.56,9.42,2.0134683418733453e+17,simbad_gaia_id,-1,none
HIP23655,HD 277320,76.25918076637,43.312815544710006,12.4599,-84.924,-207.201,-26.04,2.0243473222172826e+17,simbad_gaia_id,91867,gaia_id
HIP23659,HD  32720,76.2673239164,-1.31134715409,3.0284,0.813,-0.128,,3.2270471111914035e+18,simbad_gaia_id,-1,none
HIP2366,HD   2635,7.54965583906,35.64354439412999,3.1756,9.625,0.304,24.7,3.6613933485028634e+17,simbad_gaia_id,-1,none
HIP23664,HD  32460,76.2799431793,39.27886427879,3.0095,-0.838,-3.447,-5.0,2.004520335816155e+17,simbad_gaia_id,-1,none
HIP23688,HD 277559,76.36961937400916,40.25732445324611,8.727,309.467,-70.659,105.63,2.0063620177884275e+17,simbad_gaia_id,-1,none
HIP23693_R,,,,,,,,,unresolved,-1,none
HIP23693_S,,,,,,,,,unresolved,-1,none
HIP23708_R,,,,,,,,,unresolved,-1,none
HIP23708_S,,,,,,,,,unresolved,-1,none
HIP23716,HD  32915,76.48014078988223,-13.91374536115631,21.48,85.65,53.37,24.3,,simbad_position,216468,position
HIP23735,HD  32943,76.53624404891,-13.64998074863,4.3963,22.432,6.826,18.34,2.98772267294268e+18,simbad_gaia_id,-1,none
HIP23752,HD  32866,76.57871943196768,2.9538820963887957,7.64,-5.92,-17.66,,,simbad_position,-1,none
HIP23755,V* TU Lep,76.59230934891,-14.69657696912,2.842,3.247,4.734,,2.9867588822800876e+18,simbad_gaia_id,-1,none
HIP23757,HD  32867,76.59545995155,2.67326224801,3.3911,-0.835,-5.413,-13.6,3.235117908793644e+18,simbad_gaia_id,-1,none
HIP23777,HD  32996,76.65309526838,-13.12262127748,7.645,18.054,14.867,40.0,2.987823587494128e+18,simbad_gaia_id,-1,none
HIP23783,*   9 Aur,76.66929418037,51.59772194409,37.0551,-28.557,-171.822,2.2,2.6572299947408742e+17,simbad_gaia_id,-1,none
HIP23786,HD  32850,76.6759145370902,14.4461914182152,37.437,279.258,-232.554,28.86,3.3920897550510275e+18,simbad_gaia_id,-1,none
HIP23809,V* V1363 Ori,76.75879922588,-0.7924002005899999,3.9028,21.457,-42.159,37.1,3.227104152653886e+18,simbad_gaia_id,-1,none
HIP23818,HD  33095,76.79060394457,-19.39190343567001,28.9791,-28.022,282.031,89.8,2.9755326624049905e+18,simbad_gaia_id,-1,none
HIP23825,HD  32752,76.82677481238,42.09558703003,2.0412,-0.764,-3.849,-0.841962,2.0136727823197926e+17,simbad_gaia_id,-1,none
HIP2386,HD   2694,7.611444122140001,-15.91526211982,13.8265,163.825,29.478,-14.86,2.373709612818955e+18,simbad_gaia_id,134515,gaia_id
HIP23867,HD 289927,76.94275743682,0.2565636515699999,5.6736,4.26,-21.16,14.73,3.227790282269244e+18,simbad_gaia_id,-1,none
HIP23875,* bet Eri,76.96239535462041,-5.086496983969999,36.2456,-88.481,-70.497,-6.0,3.211922645854329e+18,simbad_gaia_id,-1,none
HIP23875_OFF,,,,,,,,,unresolved,-1,none
HIP23903,HD  33124,77.03101237322,-0.60838037023,3.583,-8.798,0.337,,3.227476848439036e+18,simbad_gaia_id,-1,none
HIP2393,HD   2666,7.6223510143,32.17690659309,6.7367,8.551,-16.825,-8.0,2.8626518508923284e+18,simbad_gaia_id,-1,none
HIP23932,L  737-9,77.14601876524917,-18.17205247849917,108.3254,503.594,-1399.632,33.9,2.9765079979390003e+18,simbad_gaia_id,-1,none
HIP23941,*  68 Eri,77.18207796725,-4.456208286160001,39.4394,54.278,16.252,10.181,3.212075924646082e+18,simbad_gaia_id,260032,gaia_id
HIP23943,HD  32000,77.18756033814,75.8930400077,3.9161,16.251,-22.97,,5.037317045562657e+17,simbad_gaia_id,-1,none
HIP23970,HD  33348,77.28544260508,-14.73221660292,3.897,-0.238,-4.628,,2.9865826168216264e+18,simbad_gaia_id,-1,none
HIP23997,HD  33315,77.38119642286,3.860718355039999,3.4367,-14.473,0.868,,3.238665448701052e+18,simbad_gaia_id,-1,none
HIP2400,HD   2676,7.64556787579,36.16906452511999,1.7697,8.127,-5.725,,3.6619461966928384e+17,simbad_gaia_id,-1,none
HIP24030,HD 241253,77.48732907025,5.55742813953,10.0684,269.953,-70.777,-15.91,3.239187922882053e+18,simbad_gaia_id,33776,gaia_id
HIP24036,HD  32230,77.50549967075,75.68183748559,6.6727,4.64,-41.956,,5.03713150297569e+17,simbad_gaia_id,-1,none
HIP24092,HD  33594,77.63733020489,-18.66244361948,4.3811,-0.117,9.335,18.0,2.9756797177865216e+18,simbad_gaia_id,-1,none
HIP24093,HD  33447,77.63761104631,5.314953161679999,8.4174,9.455,-2.05,,3.239116553408595e+18,simbad_gaia_id,-1,none
HIP24094,HD  33558,77.6382001266,-15.987651817500002,2.184,3.217,-1.899,,2.9830494392870743e+18,simbad_gaia_id,-1,none
HIP24116,HD  33400,77.69805428575,20.5691741783,12.2009,41.013,-25.88,45.71,3.4140825259312425e+18,simbad_gaia_id,-1,none
HIP24125,HD  31863,77.7276348843,79.48143069439,2.5619,-1.205,-5.499,,5.5373295360451674e+17,simbad_gaia_id,-1,none
HIP24186_R,,,,,,,,,unresolved,-1,none
HIP24186_S,,,,,,,,,unresolved,-1,none
HIP2420,HD   2702,7.717875232849999,41.521635550350005,5.2366,-27.449,-23.144,-23.8,3.818485385133641e+17,simbad_gaia_id,-1,none
HIP24284,G  85-52,78.17594405385292,19.66565475149833,82.3104,279.354,240.886,-25.05,3.407785622839604e+18,simbad_gaia_id,261276,gaia_id
HIP24301,HD 241596,78.2226498036,19.72216958578055,32.4519,367.813,-673.761,6.8,3.407792804024921e+18,simbad_gaia_id,249606,gaia_id
HIP24305,* mu. Lep,78.23292901709,-16.205463499750003,19.1775,42.803,-16.017,26.2,2.983168461421919e+18,simbad_gaia_id,-1,none
HIP24332,HD  33632,78.32269903869,37.33731132555,37.8953,-144.922,-136.772,-1.705,1.872472811857033e+17,simbad_gaia_id,259912,gaia_id
HIP2434,HD   2730,7.7566919095700015,43.37397572801,9.5951,-76.324,-99.349,-15.13,3.824675635601034e+17,simbad_gaia_id,-1,none
HIP24340,* mu. Aur,78.35717509811,38.48449878275001,20.1016,-20.673,-75.488,24.39,1.882062614840375e+17,simbad_gaia_id,-1,none
HIP24416,HD  33944,78.58024274722,11.48818082388,3.4381,-1.945,-7.471,,3.387215791804295e+18,simbad_gaia_id,-1,none
HIP24425,HD  34086,78.61522694495,-10.416609873289998,10.3472,-8.451,13.584,,2.990274570710257e+18,simbad_gaia_id,-1,none
HIP24440,HD  32781,78.64800638946292,76.47275646515082,7.5921,-8.447,-5.02,3.18,5.0382639999505574e+17,simbad_gaia_id,-1,none
HIP24452,HD  34021,78.68760326972854,12.52539858097205,4.5,-3.9,-6.71,16.5,,simbad_position,-1,none
HIP24454,HD 290054,78.70054282256916,0.6619662541930554,34.6557,232.044,-444.715,12.76,3.233691292456405e+18,simbad_gaia_id,261557,gaia_id
HIP24493,HD  34180,78.82707229936,-1.4091557663200005,22.6203,-32.625,87.074,23.49,3.21513985123534e+18,simbad_gaia_id,-1,none
HIP24527,HD  34134,78.93045434732,12.87930868899,10.1023,149.872,-120.028,53.88,3.3885117681196216e+18,simbad_gaia_id,33295,gaia_id
HIP24531,HD  34238,78.94332606288,-1.2779038547,3.6914,-1.223,-2.897,41.31,3.215236711338903e+18,simbad_gaia_id,-1,none
HIP24552,V* V1366 Ori,79.00198549222,-9.80983160667,3.2403,0.279,-1.038,,3.0143903654022205e+18,simbad_gaia_id,-1,none
HIP24580,HD  34307,79.10289286375,-1.642012951111111,4.5,2.88,4.23,,3.2150724030677524e+18,simbad_gaia_id,-1,none
HIP24636,HD  34429,79.29862793361,-1.9625316860100004,4.5773,12.754,0.792,,3.2142943955130675e+18,simbad_gaia_id,-1,none
HIP24659_R,,,,,,,,,unresolved,-1,none
HIP24659_S,,,,,,,,,unresolved,-1,none
HIP24689,HD  34480,79.43245449389,-0.37010187295,3.6323,-5.382,-4.568,-17.53,3.221489049850237e+18,simbad_gaia_id,-1,none
HIP2469,HD   2756,7.837953571799999,39.01091630371,4.9336,-14.413,-15.706,-13.6567,3.7912501385124915e+17,simbad_gaia_id,-1,none
HIP24692,HD  34524,79.43794267622,-8.65181720966,9.5184,12.642,-72.631,3.6,3.206730373990706e+18,simbad_gaia_id,-1,none
HIP24709,HD  34511,79.50409651256,-0.03769406826,2.8192,1.247,-0.148,,3.2215386309526303e+18,simbad_gaia_id,-1,none
HIP2471,HD   2794,7.84980397878,-2.01737510537,3.9696,-12.658,-0.741,-5.79,2.540856236603375e+18,simbad_gaia_id,-1,none
HIP2473,HD   2766,7.85452692952,38.98058723557,3.0312,7.559,-6.266,-2.42948,3.791218183955841e+17,simbad_gaia_id,-1,none
HIP24758,HD  34595,79.62489346357,-1.1382400545,2.8427,1.488,-0.784,,3.215207780438589e+18,simbad_gaia_id,-1,none
HIP24783_R,,,,,,,,,unresolved,-1,none
HIP24783_S,,,,,,,,,unresolved,-1,none
HIP24786,HD  34721,79.71030371590459,-18.130051521305,40.4785,385.993,60.963,40.49,2.981583790287411e+18,simbad_gaia_id,260887,gaia_id
HIP24813,* lam Aur,79.78531437463376,40.09905141137223,79.6021,520.569,-664.488,67.161,1.887711355835735e+17,simbad_gaia_id,260843,gaia_id
HIP24819,HD  34673,79.80275222436542,-3.073816298037501,63.6435,699.91,137.824,87.84,3.2139587695875256e+18,simbad_gaia_id,260408,gaia_id
HIP24849,HD  34747,79.91155695561166,-1.1084971897983331,2.9406,1.767,-0.496,-15.3266,3.2151999764853053e+18,simbad_gaia_id,-1,none
HIP24851,HD 290240,79.91710250537,-1.35620812155,2.7331,1.259,-0.444,-10.7407,3.2151861295067433e+18,simbad_gaia_id,-1,none
HIP24874,HD  34865,79.99823708115,-15.839646245989996,42.094,173.704,207.709,-14.3,2.983256662869644e+18,simbad_gaia_id,260828,gaia_id
HIP2493,HD 236450,7.910032348333332,58.14366167361111,2.37,2.71,0.36,,4.27891721806564e+17,simbad_gaia_id,-1,none
HIP2500,HD   2829,7.926151756060001,3.75625140793,6.1376,-7.07,-5.591,,2.553936851560639e+18,simbad_gaia_id,-1,none
HIP2510,V* FM Psc,7.957295268309999,4.84616151369,9.3141,-1.537,-20.993,8.5,2.5548676568731013e+18,simbad_gaia_id,-1,none
HIP25110,HD  33564,80.63971083504,79.23115073442,48.1098,-78.661,162.098,-10.934,5.5348055126406285e+17,simbad_gaia_id,259064,gaia_id
HIP25119,HD  35112,80.65618498618,2.6032360354,50.5171,65.953,-182.17,36.148,3.234412606443086e+18,simbad_gaia_id,-1,none
HIP25127,HD 243086,80.6780319595,13.229085894470002,17.1662,3.97,-48.638,24.77,3.389321494010978e+18,simbad_gaia_id,-1,none
HIP2514,HD   2804,7.970104886870001,48.65785900027,3.5866,16.694,-1.724,-5.28,3.9114621499894234e+17,simbad_gaia_id,-1,none
HIP2521,HD   2855,7.989001799449999,3.86237620712,4.5776,7.864,-6.915,21.6,2.553939497260492e+18,simbad_gaia_id,-1,none
HIP25220,* 111 Tau B,80.90991456641,17.324116906769998,68.7662,250.984,-5.707,38.382,3.394298532176345e+18,simbad_gaia_id,261336,gaia_id
HIP25220_OFF,,,,,,,,,unresolved,-1,none
HIP25228,HD  35217,80.93272397944,12.77577090681,4.247,1.298,-10.182,5.58832,3.3892428789298724e+18,simbad_gaia_id,-1,none
HIP25278,* 111 Tau,81.10609695912,17.38353511554,68.5908,250.483,-7.156,37.7,3.400292798990118e+18,simbad_gaia_id,261637,gaia_id
HIP25283_R,,,,,,,,,unresolved,-1,none
HIP25283_S,,,,,,,,,unresolved,-1,none
HIP25364,HD  35628,81.3780860098,-14.1251806831,7.0154,-4.499,18.095,44.67,2.9853481057842335e+18,simbad_gaia_id,-1,none
HIP25365,HD  35548,81.37949770155458,-0.5439246906899998,3.1009,-2.113,-0.256,-13.1069,3.2205821932751575e+18,simbad_gaia_id,-1,none
HIP25368,HD  35575,81.40207657361,-1.4912934625300005,2.9054,1.094,0.688,14.4609,3.2202005253015265e+18,simbad_gaia_id,-1,none
HIP25394,HD 294046,81.48281438511,-2.33552225041,2.8261,0.929,-1.551,13.4601,3.214070301300037e+18,simbad_gaia_id,-1,none
HIP25421_R,,,,,,,,,unresolved,-1,none
HIP25421_S,,,,,,,,,unresolved,-1,none
HIP2543,HD   2851,8.090790895116665,58.338577317645566,11.7647,7.065,-26.85,-4.07,4.279877572737075e+17,simbad_gaia_id,71542,gaia_id
HIP25440,HD  35763,81.6093153526,-14.04920611575,11.6199,56.493,-34.281,49.34,2.9853532941046917e+18,simbad_gaia_id,88912,gaia_id
HIP25470,HD  35635,81.70123959204,13.58218570278,2.6802,2.231,-6.671,22.9937,3.3893951956503045e+18,simbad_gaia_id,-1,none
HIP25486,V* AF Lep,81.76984720067,-11.900962778400002,37.2539,16.915,-49.318,20.61,3.0099083780499133e+18,simbad_gaia_id,260325,gaia_id
HIP25486_OFF,,,,,,,,,unresolved,-1,none
HIP25513,HD  35711,81.84059393884,14.02897415882,3.8308,-4.641,-8.299,12.215,3.3894485863864525e+18,simbad_gaia_id,-1,none
HIP25516,HD  35392,81.8510304363,53.591074047380005,4.766,-9.721,-0.453,,2.6337873760166605e+17,simbad_gaia_id,-1,none
HIP2552,BD+66    34,8.122637538051292,67.2356704918527,99.35,1738.21,-224.11,2.5,,simbad_position,-1,none
HIP25535,HD  35422,81.90419620717,53.75035937188001,1.4437,3.675,-4.76,,2.634275627896375e+17,simbad_gaia_id,-1,none
HIP25544_R,,,,,,,,,unresolved,-1,none
HIP25544_S,,,,,,,,,unresolved,-1,none
HIP25561,HD  35785,81.94917055127,15.06576899814,4.3341,6.037,-18.658,,3.390697047479829e+18,simbad_gaia_id,-1,none
HIP25566,HD  35421,81.97095517082,56.27883283123,13.9931,41.072,-78.806,21.74,2.6766023588004595e+17,simbad_gaia_id,127273,gaia_id
HIP25577,V* V1371 Ori,81.99625985676,12.911695343059998,2.7361,5.778,-18.429,-1.71037,3.389121863931015e+18,simbad_gaia_id,-1,none
HIP25578,Ross   41,82.00063103388375,9.643932212503609,97.8868,-191.344,-756.837,60.611,3.338097377577012e+18,simbad_gaia_id,261780,gaia_id
HIP25578_OFF,,,,,,,,,unresolved,-1,none
HIP25582,HD  35912,82.00612562066,1.2982500516499995,2.7229,-0.634,0.957,30.02,3.222002384341073e+18,simbad_gaia_id,-1,none
HIP25623,HD  36003,82.10873140132958,-3.4995552580183333,77.3499,-307.985,-797.411,-55.481,3.210731015768096e+18,simbad_gaia_id,260702,gaia_id
HIP25623_OFF,,,,,,,,,unresolved,-1,none
HIP25638,HD  35909,82.14488970165,13.67897885542,9.4407,9.897,-15.216,25.0,3.389236144420567e+18,simbad_gaia_id,-1,none
HIP25645,HD  36002,82.17537697764,1.2269698086600005,8.8334,6.492,-25.652,,3.221986441422456e+18,simbad_gaia_id,-1,none
HIP25647_R,,,,,,,,,unresolved,-1,none
HIP25647_S,,,,,,,,,unresolved,-1,none
HIP25650,HD  35571,82.19512553722,54.92944319154999,1.7485,3.904,-4.107,,2.6655168764072576e+17,simbad_gaia_id,-1,none
HIP25678,HD 244124,82.26167156784,14.74401800578,5.8392,21.165,-45.803,49.62,3.3899170513562583e+18,simbad_gaia_id,-1,none
HIP25714,HD  34653,82.35702359906,77.97751582037,4.3348,11.474,-15.326,-16.3,5.523835092394318e+17,simbad_gaia_id,-1,none
HIP25716,LP  417-213,82.36257213228,15.5772892455,58.1993,-83.568,-127.979,-5.1,3.3908185821717345e+18,simbad_gaia_id,261783,gaia_id
HIP25727,HD  36139,82.40648057482,-0.02125698023,6.8081,-4.922,-13.386,-30.5208,3.2209759215170284e+18,simbad_gaia_id,-1,none
HIP25749,HD  35741,82.47156284375,53.43280202353,18.2389,-27.44,24.837,-3.0,2.631772520955324e+17,simbad_gaia_id,207807,gaia_id
HIP25775_R,,,,,,,,,unresolved,-1,none
HIP25775_S,,,,,,,,,unresolved,-1,none
HIP2578_R,,,,,,,,,unresolved,-1,none
HIP2578_S,,,,,,,,,unresolved,-1,none
HIP2579,HD   2957,8.18367806181,-13.487071802079996,3.1663,3.882,4.867,12.25,2.375215565792552e+18,simbad_gaia_id,-1,none
HIP25790,HD  36162,82.60901566315,15.360447159719998,9.607,-15.748,-39.312,-14.23,3.3900491989100344e+18,simbad_gaia_id,-1,none
HIP2586,HD   2966,8.208757755049998,-13.257643067969996,14.0729,170.867,-38.992,11.91,2.375416364103642e+18,simbad_gaia_id,-1,none
HIP2587,HD   2933,8.215886090874584,35.85795045755778,3.0581,-0.82,-11.259,-3.78,3.661226360169266e+17,simbad_gaia_id,-1,none
HIP25878,HD  36395,82.8641491050671,-3.677228890139165,175.3131,761.631,-2092.209,8.56,3.209938366665771e+18,simbad_gaia_id,259744,gaia_id
HIP25883,HD  35759,82.88895485114,64.318774539,14.0772,-29.318,-92.726,-12.62,2.876222474400347e+17,simbad_gaia_id,127353,gaia_id
HIP25899,HD 237397,82.92761068065,55.52105589159001,6.1419,5.043,-51.042,19.35,2.682606379480434e+17,simbad_gaia_id,-1,none
HIP2596,V* V748 Cas,8.24550333832,48.65826840983999,0.7541,-0.379,4.954,9.07,3.909587826261463e+17,simbad_gaia_id,-1,none
HIP26,HD 224744,0.08409513462,-13.393373840930002,9.6223,-100.309,-31.573,-4.54,2.420820593694181e+18,simbad_gaia_id,-1,none
HIP26006,LP  119-58,83.25755192208,56.24720835307,11.2631,-78.287,-188.41,20.56,2.683738532859991e+17,simbad_gaia_id,70391,gaia_id
HIP26017,HD  36698,83.27816086366,-12.90361167855,4.163,-0.492,2.153,,3.0095659832573635e+18,simbad_gaia_id,-1,none
HIP26031,HD  36242,83.30691773691,51.47041878929,2.1286,-2.973,-2.663,4.0,2.6346425899112256e+17,simbad_gaia_id,-1,none
HIP26033,BD+39  1334,83.30793837678,39.49987797075,4.6664,-10.377,1.384,,1.907611829087456e+17,simbad_gaia_id,-1,none
HIP26037,HD  36387,83.32033121231,39.50570287812,17.7744,-69.584,-141.446,37.373,1.9076128598795456e+17,simbad_gaia_id,219526,gaia_id
HIP26042,BD-11  1208,83.32780909012,-11.43488237759,3.6867,-2.248,6.341,,3.009996545138728e+18,simbad_gaia_id,-1,none
HIP26051,HD  36423,83.36184101655,38.78394106004,1.2208,0.155,-0.766,,1.905155408406788e+17,simbad_gaia_id,-1,none
HIP26074,HD  36799,83.41547071418,-13.531996626320002,3.096,-5.289,0.512,,3.008709699919968e+18,simbad_gaia_id,-1,none
HIP26097,BD+76   200,83.48570582245,76.39872183815,5.6628,6.085,28.338,-13.18,5.0396576309294566e+17,simbad_gaia_id,-1,none
HIP26106,HD  36779,83.51621148288,-1.035726707,2.7006,2.804,-2.54,4.0,3.217651891708375e+18,simbad_gaia_id,-1,none
HIP26120,HD  36827,83.56211630717,-2.8816650225,2.8213,1.385,-1.265,49.51,3.216841448559554e+18,simbad_gaia_id,-1,none
HIP26124,HD  36332,83.56834817195,56.27142322582,3.9948,3.313,6.193,,2.6837179170229056e+17,simbad_gaia_id,-1,none
HIP26133,BD-11  1217,83.58950778828,-11.76548310268,2.9516,-12.552,-6.507,,3.0097966401807626e+18,simbad_gaia_id,-1,none
HIP26137,HD  36843,83.60033954206,-4.804337886000001,6.6956,12.724,8.21,18.28,3.2096000306206566e+18,simbad_gaia_id,-1,none
HIP26156,HD  36863,83.64308349394,-1.7437106851899995,2.8507,-7.098,-7.627,8.25178,3.217540841034292e+18,simbad_gaia_id,-1,none
HIP26168,HD  36962,83.6859070151,-11.798532868680002,3.8308,-8.466,-0.575,,3.009784236315206e+18,simbad_gaia_id,-1,none
HIP26180,HD  36193,83.72131002423,65.1148387439,3.5085,8.598,-18.646,,4.798830568311282e+17,simbad_gaia_id,-1,none
HIP26186,HD  36194,83.73175132931,65.04854247042,4.7842,3.647,-35.553,9.1,4.7983495319742374e+17,simbad_gaia_id,-1,none
HIP26195,HD  36370,83.74894467408,59.52393712526,5.5321,-2.991,-23.907,1.67,2.8197443416591974e+17,simbad_gaia_id,-1,none
HIP26213,HD  36954,83.80328060875,-0.7353641097000001,3.3383,1.648,1.516,7.76106,3.21767556556803e+18,simbad_gaia_id,-1,none
HIP26233,HD  37017,83.84111142857,-4.494173437590001,2.7835,1.477,1.554,29.5,3.20963490575497e+18,simbad_gaia_id,-1,none
HIP26237,* c Ori,83.846519387785,-4.838349940276388,6.5163,-4.124,-1.974,47.1,3.2095728520675635e+18,simbad_gaia_id,-1,none
HIP26243,HD  37104,83.86071300215,-15.737933100720005,4.0257,-1.089,8.109,,2.9721491558874214e+18,simbad_gaia_id,-1,none
HIP26254,HD  37015,83.87598266414,0.4956810842899999,3.5392,5.034,-12.877,10.8956,3.2224137391278966e+18,simbad_gaia_id,-1,none
HIP26335,V* V2689 Ori,84.12912707888,11.32786875939,87.5297,-2.818,-56.35,21.96,3.339921875389105e+18,simbad_gaia_id,260867,gaia_id
HIP26366,* phi02 Ori,84.22661905356708,9.2906712530075,28.6722,98.301,-305.022,99.083,3.3349015439526144e+18,simbad_gaia_id,-1,none
HIP26366_OFF,,,,,,,,,unresolved,-1,none
HIP26369_R,,,,,,,,,unresolved,-1,none
HIP26369_S,,,,,,,,,unresolved,-1,none
HIP26501_R,,,,,,,,,unresolved,-1,none
HIP26501_S,,,,,,,,,unresolved,-1,none
HIP26505,HD  37008,84.54942040987748,51.44574491159889,48.9274,-549.977,107.573,-45.795,2.1539505373329702e+17,simbad_gaia_id,259122,gaia_id
HIP26549,* sig Ori,84.68652242855,-2.60007866108,3.04,4.6,-0.4,29.9,3.216486443742786e+18,simbad_gaia_id,-1,none
HIP26551,* sig Ori D,84.69010556463,-2.59969296634,2.4744,1.618,0.036,,3.2164864781019827e+18,simbad_gaia_id,-1,none
HIP26556,HD  37030,84.70216809107,55.74797032602,16.2827,-15.007,20.898,-0.41,2.681845654870839e+17,simbad_gaia_id,172686,gaia_id
HIP26558,HD  37480,84.70915957998,-4.27178107318,2.7557,-0.759,-0.468,,3.2156123964220856e+18,simbad_gaia_id,-1,none
HIP26563,* d Ori,84.72117993594,-7.212829772149999,22.9587,-15.402,-49.302,-11.07,3.016083407149428e+18,simbad_gaia_id,246426,gaia_id
HIP26624,HD  37594,84.87979410772,-3.5647041898000005,23.9992,-4.309,2.195,21.445,3.2157954350436183e+18,simbad_gaia_id,246773,gaia_id
HIP267,HD 225086,0.83536025967,-4.14575464039,11.5073,-20.633,-9.738,1.76,2.444844338643998e+18,simbad_gaia_id,79831,gaia_id
HIP26705,HD 246268,85.12923979885,5.00813577552,7.9125,0.573,25.274,7.26,3.3206732106524175e+18,simbad_gaia_id,-1,none
HIP26767,HD  37775,85.29050289904,4.239929941509999,5.1778,29.379,-10.29,31.44,3.3203740060514207e+18,simbad_gaia_id,-1,none
HIP26779,HD  37394,85.33473200017959,53.48105800519056,81.4987,2.804,-523.477,0.89,2.6391670802562368e+17,simbad_gaia_id,259195,gaia_id
HIP26800,HD  37960,85.37584559337,-17.715291844460005,3.6076,-9.852,-5.842,,2.9707627017871094e+18,simbad_gaia_id,-1,none
HIP26801,HD 233153,85.37804449769627,53.489802945716114,81.4644,3.865,-515.96,2.00938,2.6391674238535706e+17,simbad_gaia_id,259050,gaia_id
HIP26809,BD-16  1205,85.39708619437,-16.434533554559998,14.0792,-2.12,-131.886,-0.54,2.971187216355503e+18,simbad_gaia_id,141543,gaia_id
HIP2681,BD+41    84,8.49424379429,42.08841237375,2.8337,3.651,-8.478,,3.815018788164799e+17,simbad_gaia_id,-1,none
HIP26821,HD  37971,85.42296130146,-16.72582892203,2.4293,-4.059,5.917,15.5,2.9710378245098045e+18,simbad_gaia_id,-1,none
HIP26828,HD  37739,85.44478797835,22.870358042879992,11.5126,195.337,-123.125,76.808701,3.403558245445846e+18,simbad_gaia_id,-1,none
HIP26835,HD  37884,85.47339461979,4.98818468277,3.5355,0.417,-12.375,,3.3206291271080433e+18,simbad_gaia_id,-1,none
HIP26836,HD  37752,85.47817880745,23.32623052643,4.6551,12.143,-17.236,22.1,3.404349000464714e+18,simbad_gaia_id,-1,none
HIP26857,Ross   47,85.53861536337459,12.489334676545552,172.6762,1997.342,-1569.355,106.24,3.340477717172814e+18,simbad_gaia_id,261851,gaia_id
HIP26879,HD  37869,85.60124860113,18.68734213561,6.9364,22.218,-38.989,28.76,3.3991709878942444e+18,simbad_gaia_id,-1,none
HIP26925,* 127 Tau,85.72363827948,18.9803605642,8.0144,-5.896,-11.854,,3.399202392691403e+18,simbad_gaia_id,-1,none
HIP26941,HD  38136,85.75464582988,-11.82432188226,2.4441,21.516,24.296,,3.009396692826552e+18,simbad_gaia_id,-1,none
HIP26944,HD  37939,85.75838066698,22.67567531886,3.1213,-7.454,-6.026,43.955799,3.4035368393288253e+18,simbad_gaia_id,-1,none
