source_id,ra,dec,pmra,pmdec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,ruwe,phot_variable_flag,phot_bp_mean_mag,phot_rp_mean_mag,n_within_outer,brightest_outer_dmag,brightest_inner_dmag,isolated
2257801674002980736,270.68531769969,66.44824748215,-2.34,-2.478,0.3284,16.331,14.742548,0.979573,1.122,NOT_AVAILABLE,15.143538,14.163964,0,,,True
2257808099274053504,270.68570159408,66.49757008405,0.331,-10.919,1.2532,112.9066,12.621995,0.924304,1.082,NOT_AVAILABLE,13.003078,12.078774,0,,,True
2257809748541493248,270.67762496476,66.54791850701,-8.048,65.811,3.6042,220.3665,14.44519,1.572347,1.067,VARIABLE,15.183801,13.611454,0,,,True
2257818063598406528,271.16878695798,66.55804407957,0.767,7.756,1.8722,63.1475,12.44808,0.775784,2.938,NOT_AVAILABLE,12.751238,11.975453,0,,,True
2257818441555526016,271.14249817696,66.60833783819,-1.787,1.276,0.8995,49.6183,14.529409,0.75054,1.004,NOT_AVAILABLE,14.821548,14.071008,0,,,True
2257818475915262592,271.09238783919,66.60380838075,-0.643,-13.099,0.921,66.135,14.148752,0.711969,0.985,NOT_AVAILABLE,14.425096,13.713126,0,,,True
2257820090822966272,271.1294596268,66.65791549094,-2.5,-1.116,0.8945,58.9454,14.359797,0.78146,1.068,NOT_AVAILABLE,14.668571,13.887111,0,,,True
2257820606219041536,271.14058250827,66.68083669504,-1.581,4.93,0.0581,5.7154,13.427234,1.313303,0.976,NOT_AVAILABLE,14.009292,12.695989,0,,,True
2257821637011183104,270.89202847941,66.6368201736,-10.76,-11.544,7.6432,608.2692,12.892247,1.569942,1.159,NOT_AVAILABLE,13.62634,12.056398,0,,,True
2257821808809874176,270.89622904567,66.6736138666,-9.907,7.834,1.4462,71.0193,12.896802,0.838567,1.873,NOT_AVAILABLE,13.217229,12.378662,0,,,True
2257822014968304256,270.85743321366,66.62902113371,-1.667,-8.794,1.2146,78.0058,13.731948,0.808557,1.38,NOT_AVAILABLE,14.052654,13.244098,0,,,True
2257822221126729088,270.72441728311,66.64871394527,-0.311,34.055,2.2343,152.9606,14.250465,1.088461,0.962,NOT_AVAILABLE,14.714699,13.626238,1,4.510288238525391,,True
2257822289846206976,270.75495699064,66.65629316623,0.503,-4.674,0.8708,63.0702,14.272501,0.818659,0.998,VARIABLE,14.600159,13.7815,0,,,True
2257823320638363392,270.93000872963,66.68412235165,-17.256,67.58,4.758,326.4162,9.536352,0.60793,1.263,NOT_AVAILABLE,9.761042,9.153111,1,6.063065528869629,6.063065528869629,True
