series,platenum,mosnum,expnum,exptime_min
dnb,760,0,0,60.0
ka,205,-1,1,1.5
ai,30614,-1,0,64.0
ai,14102,1,0,60.0
ac,27283,0,0,70.0
fa,457,0,0,59.0
ai,13617,2,0,50.0
ai,44101,0,0,59.0
ac,30762,0,0,76.0
ai,33620,0,0,125.0
ai,41296,1,0,121.0
ai,39760,1,0,105.0
ir,4481,0,0,5.0
ac,6874,0,0,36.0
ai,20920,1,0,54.0
ai,44087,1,0,59.0
dnb,1587,1,0,37.0
fa,4573,0,0,37.0
ai,10098,1,0,63.0
ai,42219,0,0,58.0
ab,104,-1,0,80.0
ai,18211,0,0,60.0
ac,28552,0,0,65.0
fa,3259,0,1,0.5
fa,3259,0,0,0.5
ai,34309,0,0,115.0
ai,39630,1,0,107.0
ac,24134,0,0,60.0
fa,3324,0,1,0.5
i,44716,0,0,103.0
rh,10777,0,0,122.0
ai,33473,0,0,78.0
ai,18927,0,0,63.0
ai,23743,1,0,119.0
fa,8016,1,0,60.0
ai,1247,1,0,65.0
fa,2477,0,0,61.0
ai,3282,0,0,77.0
ka,2864,-1,0,57.0
ai,23359,-1,0,107.0
fa,1562,2,0,59.0
ac,1737,-1,0,82.0
ai,40381,-1,0,50.0
md,6120,0,0,10.17
ac,14862,0,0,63.0
ka,22,0,0,58.0
ai,5523,-1,0,65.0
ac,31718,0,0,26.0
ai,15690,0,0,62.0
ka,219,-1,0,55.5
ai,43216,0,0,48.0
ai,11545,-1,0,60.0
fa,5506,0,0,59.0
dnb,4984,0,0,36.0
bm,3059,0,0,60.0
ai,43424,0,0,42.0
ai,21412,-1,0,66.0
ac,39785,0,0,55.0
fa,10076,0,0,77.0
ac,32471,0,0,118.0
ac,27828,0,0,62.0
ka,2011,0,0,90.0
ai,10154,0,0,60.0
ai,35096,0,0,110.0
ai,1762,-1,0,62.0
ai,397,1,0,52.0
ac,18980,-1,0,45.0
dnr,1039,0,0,49.1
ai,42796,1,0,89.0
ai,6106,0,0,62.0
ac,15515,0,0,72.0
rh,10713,-1,0,36.0
kb,982,-1,0,62.0
ai,36253,0,0,90.0
kb,1649,-1,0,60.0
fa,4796,0,0,59.0
ai,27445,1,0,48.0
ac,25953,0,0,78.0
ac,19566,0,0,61.0
ai,11601,1,0,46.0
ai,26156,1,0,53.0
ai,32994,0,0,88.0
ac,38799,0,0,123.0
ai,24877,2,0,122.0
ke,463,0,0,59.0
fa,776,0,0,2.0
fa,5740,0,0,57.0
ac,37552,0,0,80.0
ai,35076,1,0,150.0
ka,2001,-1,0,63.0
ai,24203,0,0,103.0
ai,10457,0,0,61.0
i,15825,-1,0,17.0
fa,6801,1,0,35.0
mb,2328,-1,0,1.0
fa,2219,1,0,59.0
fa,8535,1,0,48.0
ai,36842,1,0,116.0
ai,24815,-1,0,71.0
ai,15977,2,0,58.0
fa,6960,0,0,29.0
ai,38429,1,0,104.0
a,1162,-1,0,68.0
ai,40443,1,0,90.0
rh,699,0,0,5.0
ai,6940,0,0,66.0
kb,2133,-1,0,16.0
fa,10080,0,0,56.0
ai,32434,0,0,72.0
ai,31866,0,0,112.0
fa,12133,1,0,10.0
kb,2084,-1,0,58.0
ai,7533,0,0,60.0
ai,5162,0,0,80.0
ai,10168,0,0,65.0
ac,3136,0,0,92.0
ac,37445,0,0,147.0
ac,35220,0,0,100.0
fa,8040,0,0,60.0
fa,3505,0,0,62.0
ai,25002,0,0,74.0
ai,14191,1,0,70.0
ac,39762,0,0,110.0
ai,12123,0,0,61.0
fa,9323,1,0,28.0
ka,3282,-1,0,59.0
c,2268,-1,0,123.0
ai,33387,0,0,77.0
ai,2585,1,0,60.0
ac,6502,-1,0,29.0
kge,93,-1,0,38.0
ai,42232,1,0,53.0
kge,77,-1,0,29.0
ac,19164,0,0,85.0
fa,3476,0,1,0.5
fa,547,1,0,59.0
ai,39830,1,0,79.0
fa,11602,0,0,124.0
ai,18667,0,0,54.0
ai,39188,2,0,97.0
ai,39756,0,0,122.0
dnb,2133,0,0,35.35
mc,39061,0,0,60.0
ai,18864,0,0,60.0
ay,1345,0,0,68.0
ai,9587,0,0,63.0
fa,3720,0,0,57.0
ai,37853,1,0,116.0
bm,1573,0,0,58.0
rh,15197,0,0,68.0
kge,71,-1,0,31.0
ai,13301,0,0,75.0
ka,540,-1,1,81.67
ka,540,-1,2,85.0
ac,35262,0,0,76.0
fa,13713,-1,0,58.0
ac,26534,0,0,180.0
fa,10801,-1,0,66.0
kb,36,0,0,55.0
ai,26598,-1,0,61.0
ai,42213,0,0,58.0
ac,14842,-1,0,70.0
dny,138,0,0,120.0
ac,40398,0,0,139.0
dnb,104,1,0,58.0
ai,14330,1,0,132.0
ai,8210,0,0,60.0
ai,43212,0,0,58.0
ai,2045,0,0,62.0
ai,5233,0,0,70.0
fa,1587,0,0,59.0
ai,7366,0,0,62.0
ai,4113,3,0,59.0
fa,484,0,0,61.0
ai,6515,0,0,60.0
rl,3392,0,0,5.0
ai,19408,-1,0,59.0
fa,2670,0,0,59.0
ai,23773,-1,0,154.0
ai,32222,-1,0,62.0
fa,3203,2,0,43.0
rh,9307,0,0,95.0
fa,5595,1,0,80.0
kb,46,0,0,64.0
ac,26229,0,0,53.0
ai,18922,0,0,72.0
ai,19000,0,0,58.0
ai,16488,0,0,67.0
ai,1580,1,0,77.0
ai,25627,0,0,70.0
fa,511,1,0,59.0
ai,21599,-1,0,60.0
ai,23788,0,0,60.0
i,1912,0,0,29.0
ac,36712,0,0,118.0
ma,4141,-1,0,60.0
rh,2314,0,0,74.0
dnb,795,0,0,60.0
rh,14698,0,0,39.0
ac,25039,0,0,44.0
ac,17393,0,0,61.0
fa,6968,0,0,60.0
ac,27735,0,0,66.0
ai,36767,0,0,178.0
ai,9168,1,0,60.0
ai,33577,0,0,98.0
fa,12934,0,0,5.0
ai,4415,0,0,74.0
ai,31855,1,0,96.0
ai,17298,1,0,82.0
ai,26634,0,0,60.0
ai,41667,0,0,40.0
ac,2964,0,0,71.0
ac,32920,0,0,60.0
fa,10316,0,0,67.0
ai,30697,-1,0,63.0
fa,11596,0,0,59.0
bm,1615,0,0,63.0
fa,7881,0,0,57.0
kge,25,-1,0,30.0
fa,5655,0,0,62.0
ai,6254,1,0,60.0
ai,4069,-1,0,58.0
ai,14097,0,0,62.0
ma,8550,0,0,5.0
ac,5034,0,0,57.0
ai,5330,1,0,71.0
fa,10007,0,0,60.0
kge,126,-1,0,24.0
fa,397,0,0,59.0
kb,493,-1,0,125.0
ai,37041,0,0,52.0
ai,27669,1,0,107.0
ai,9232,0,0,60.0
ai,25829,1,0,62.0
ac,31299,-1,0,60.0
ka,2601,0,0,59.0
fa,5571,0,0,59.0
ac,5231,0,0,109.0
ai,647,0,0,124.3
ai,26816,0,0,76.0
ka,2070,-1,0,73.0
ai,32385,1,0,33.0
ai,22585,-1,0,70.0
ac,19709,0,0,61.0
ac,19060,0,0,120.0
ai,15262,0,0,58.0
ai,29396,0,0,68.0
ai,31954,0,0,128.0
ai,40533,-1,0,42.0
ai,32812,0,0,121.0
ay,1857,0,0,129.0
ai,39198,0,0,118.0
fa,9799,0,0,57.0
ai,13190,1,0,76.0
ay,1879,0,0,76.0
ai,11159,0,0,68.0
ai,32989,0,0,82.0
ai,9676,0,0,60.0
fa,7079,2,0,61.0
ke,300,-1,0,60.0
ka,2831,-1,0,59.0
ac,36588,0,0,163.0
rh,5256,0,0,77.0
ac,41340,0,0,169.0
ac,16102,0,0,74.0
ai,36023,0,0,29.0
ai,42783,1,0,24.0
ai,19018,0,0,65.0
ai,29373,1,0,94.0
ai,12896,0,0,70.0
ac,10110,0,0,60.0
ka,256,-1,0,49.48
fa,3702,0,0,55.0
ac,34583,0,0,104.0
ai,12960,0,0,79.0
ai,42767,1,0,44.0
fa,12195,1,0,116.0
ai,26794,1,0,75.0
ax,185,0,0,120.0
ai,36723,0,0,110.0
fa,4041,-1,0,87.0
fa,10788,-1,0,67.0
ai,13018,0,0,60.0
ac,31405,0,0,60.0
md,2314,-1,0,10.0
ai,32935,-1,0,88.0
ai,14988,1,0,60.0
ai,41144,2,0,122.0
ac,34491,0,0,134.0
bm,2569,-1,0,42.0
ac,33070,0,0,56.0
bm,1831,0,0,59.0
i,40590,0,0,10.0
mc,39071,0,0,18.0
ai,42197,1,0,60.0
ai,7964,1,0,64.0
ai,8342,1,0,60.0
ai,28682,1,0,111.0
fa,11381,0,0,54.0
ai,32875,0,0,115.0
ca,711,0,0,67.0
bm,956,0,0,60.0
fa,11430,1,0,64.0
ac,917,0,0,28.0
ac,3127,0,0,63.0
ee,2282,-1,0,114.0
fa,5991,0,0,59.0
ka,541,-1,0,0.85
ka,541,-1,1,67.07
ka,541,-1,2,70.0
ai,2496,1,0,60.0
bm,661,0,0,66.0
fa,1361,1,0,59.0
ai,42135,0,0,56.0
ai,41166,4,0,62.0
dnr,253,0,0,120.0
fa,3716,0,0,59.0
ai,36656,1,0,94.0
fa,10770,-1,0,30.0
fa,3136,0,1,0.5
mc,23709,0,0,40.73
i,27838,-1,0,1437.0
ai,14218,1,0,68.0
ai,30638,0,0,65.0
ai,9406,0,0,60.0
ka,2896,-1,0,38.0
fa,7910,1,0,59.0
ai,35202,0,0,83.0
ai,23536,-1,0,122.0
ai,35274,0,0,82.0
ai,5952,1,0,64.0
ac,69,-1,0,61.0
rh,6924,0,0,62.0
ai,9916,1,0,70.0
i,1988,-1,0,11.0
fa,1244,0,0,43.0
ac,22933,0,0,54.0
ai,43291,-1,0,47.0
ai,22730,0,0,76.0
fa,8663,1,0,57.0
fa,7985,0,0,59.0
ac,15782,0,0,38.0
ai,13070,0,0,62.0
ai,6327,-1,0,32.0
ai,34402,1,0,96.0
ai,123,0,0,66.0
ai,44095,0,0,55.0
ai,43269,0,0,18.0
ai,36172,0,0,113.0
ai,15199,0,0,54.0
kb,472,-1,0,66.0
ai,11392,1,0,58.0
fa,12137,0,0,60.0
ai,5722,-1,0,61.0
ac,31499,0,0,60.0
ai,6970,-1,0,60.0
ka,330,-1,0,50.5
ac,29067,0,0,68.0
fa,2536,0,0,59.0
ka,2091,-1,0,89.0
fa,11269,1,0,25.0
ac,25463,0,0,80.0
ai,12319,0,0,66.0
ai,25882,0,0,106.0
ai,31350,0,0,180.0
fa,1766,1,0,75.0
ai,41125,1,0,119.0
ai,40369,1,0,76.0
fa,2281,0,0,64.0
mc,26888,0,0,61.0
ai,28269,-1,0,74.0
ac,34367,0,0,69.0
rh,391,0,0,60.0
ai,35187,0,0,120.0
rl,539,0,0,60.0
ac,41798,0,0,83.0
ai,9537,0,0,65.0
ac,36561,0,0,62.0
fa,7086,1,0,62.0
ai,10336,0,0,75.0
ai,12113,-1,0,73.0
ai,41249,1,0,114.0
ai,2118,0,0,63.0
ka,1987,1,0,72.0
fa,1225,2,0,59.0
fa,12274,0,0,89.0
fa,1674,1,0,44.0
ai,25941,2,0,106.0
ai,37938,0,0,73.0
dnb,226,0,0,120.0
ai,17009,0,0,67.0
fa,12186,0,0,90.0
ai,15022,1,0,80.0
ac,32326,0,0,104.0
dnb,2159,0,0,37.0
ac,31459,0,0,64.0
fa,9831,2,0,59.0
ai,25692,0,0,120.0
ai,13031,0,0,60.0
fa,5591,0,0,46.0
fa,13712,-1,0,50.0
ai,6394,1,0,60.0
ac,39228,0,0,122.0
ac,35140,0,0,163.0
rh,7753,0,0,91.0
ai,31218,0,0,50.0
ai,5316,0,0,55.0
ac,29415,0,0,62.0
ac,15830,0,0,65.0
ai,28399,0,0,68.0
ai,14322,0,0,60.0
ai,12798,0,0,54.0
i,7590,-1,0,17.0
ac,28095,0,0,68.0
ai,29747,-1,0,84.0
mc,39619,0,0,27.0
i,7652,-1,0,65.0
ai,6414,1,0,65.0
fa,13317,1,0,59.0
mc,39115,0,0,90.0
fa,15108,0,0,57.0
ai,18891,0,0,56.0
ai,30575,0,0,112.0
ai,41688,-1,0,91.0
rh,11893,0,0,14.0
ac,22739,0,0,64.0
ka,2104,-1,0,90.0
fa,4584,0,0,51.0
fa,9835,2,0,56.0
ai,42123,1,0,43.0
fa,6891,1,0,59.0
ac,36780,0,0,127.0
ac,37535,0,0,99.0
ai,23601,1,0,118.0
kc,206,0,0,61.0
ac,2242,0,0,95.0
ai,37914,0,0,72.0
ai,9990,-1,0,41.0
ay,1651,0,0,120.0
ai,41693,-1,0,58.0
ai,13465,0,0,60.0
b,20665,0,0,240.0
ai,22723,1,0,129.0
fa,2530,1,0,39.0
ac,33840,0,0,138.0
ai,9451,0,0,60.0
ai,2969,1,0,73.0
ai,43683,1,0,29.0
ai,17694,0,0,60.0
ai,43303,1,0,59.0
ac,10033,0,0,60.0
ai,3227,0,0,75.0
fa,6039,0,0,64.0
fa,5882,0,0,68.0
fa,7797,0,0,60.0
ai,3579,0,0,73.0
ka,120,0,0,54.0
ai,35834,0,0,119.0
ai,29338,1,0,122.0
ai,10135,0,0,60.0
fa,9153,-1,0,53.0
ai,587,0,0,65.0
ka,469,-1,0,76.15
ai,1527,0,0,67.0
ai,27677,-1,0,60.0
ai,3459,0,0,69.0
ai,23917,1,0,66.0
fa,3927,1,0,58.0
ac,18297,0,0,70.0
ke,324,-1,0,60.0
dnr,428,0,0,54.0
ka,3312,-1,0,59.0
ke,408,0,0,90.0
ac,21174,0,0,55.0
ai,6156,1,0,67.0
rl,4821,0,1,5.0
ac,5015,0,0,60.0
mc,37446,-1,0,69.0
fa,4618,1,0,61.0
ac,39895,0,0,18.0
rl,2210,0,0,20.0
ai,20124,0,0,62.0
ai,38350,0,0,122.0
fa,11325,0,0,36.0
fa,2258,0,0,38.0
ai,4856,0,0,58.0
ai,44107,0,0,59.0
c,6451,0,0,14.0
ai,10313,0,0,64.0
ai,40608,0,0,50.0
ac,37861,0,0,67.0
ma,2327,0,0,60.0
rh,15516,0,0,34.0
ka,2589,0,0,62.0
ai,22183,0,0,70.0
fa,12350,0,0,117.0
ac,3109,0,0,64.0
ac,39816,0,0,70.0
kb,2154,-1,0,59.0
ac,14163,0,0,60.0
bm,701,0,0,55.0
ac,24365,0,0,70.0
fa,2494,1,0,63.0
ai,31236,0,0,94.0
ai,42948,0,0,114.0
fa,13318,0,0,59.0
ac,11254,0,0,60.0
ai,37705,1,0,118.0
ai,16872,1,0,50.0
rh,4335,0,0,54.0
ai,25157,-1,0,60.0
fa,2290,1,0,56.0
fa,10565,4,0,65.0
i,21989,0,0,12.0
fa,9245,0,0,50.0
kc,48,0,0,80.0
ai,10475,0,0,62.0
ai,29569,-1,0,63.0
ai,39878,0,0,100.0
ac,11781,0,0,60.0
ai,14590,-1,0,73.0
ai,8335,0,0,61.0
ai,39923,0,0,96.0
ac,18548,0,0,61.0
ai,33642,2,0,124.0
ai,26861,1,0,79.0
ai,43372,1,0,58.0
ai,39624,0,0,92.0
ai,32371,0,0,168.0
ai,2859,0,0,59.0
fa,3299,0,1,0.5
fa,3299,0,0,0.5
fa,9824,1,0,59.0
ac,42334,0,0,60.0
ai,31116,-1,0,66.0
ai,1860,0,0,74.0
ac,24821,1,0,78.0
ai,98,0,0,70.0
ac,5534,0,0,68.0
ka,113,0,0,56.0
fa,7195,1,0,62.0
ac,31585,0,0,63.0
ai,31859,0,0,84.0
j,401,-1,0,91.0
ai,31825,0,0,89.0
bm,1762,0,0,58.0
ac,3249,0,0,72.0
rh,1435,-1,0,80.0
ai,1330,-1,0,53.0
fa,3597,0,0,51.0
ac,11190,0,0,60.0
ac,8865,0,0,60.0
fa,5763,1,0,85.0
bm,429,0,0,65.0
ai,27697,1,0,64.0
ac,32280,0,0,60.0
ai,36246,0,0,96.0
ai,13420,1,0,30.0
kb,2279,-1,0,58.0
fa,9840,0,0,59.0
ca,375,-1,0,68.0
ac,14494,1,0,63.0
ka,432,-1,0,51.25
ai,5296,0,0,52.0
ac,34005,0,0,66.0
ai,2791,0,0,1320.0
fa,4833,1,0,59.0
rl,1043,0,0,10.0
ai,4043,0,0,66.0
fa,12329,0,0,72.0
ai,30181,-1,0,50.0
ai,42184,0,0,62.0
fa,9296,0,0,64.0
ac,24055,0,0,60.0
ai,367,0,0,56.0
fa,7189,0,0,58.0
fa,10512,3,0,55.0
ai,19134,0,0,60.0
ac,12322,0,0,60.0
a,1122,0,0,10.0
ai,5537,0,0,72.0
fa,9087,1,0,94.0
dnb,1541,0,0,35.08
i,16724,0,0,18.0
bm,452,0,0,52.0
ai,26608,-1,0,70.0
ai,21205,1,0,58.0
fa,3209,1,0,59.0
kb,3,1,0,8.0
ai,7299,-1,0,60.0
ai,2088,0,0,63.0
ai,41449,0,0,35.0
ai,41363,0,0,172.0
ka,2023,-1,0,30.0
ai,7399,0,0,60.0
fa,11450,1,0,28.0
ai,19093,0,0,61.0
rh,9329,0,0,56.0
ai,8517,0,0,61.0
ai,36155,0,0,58.0
bm,2623,0,0,59.0
fa,5011,4,0,55.0
fa,12332,0,0,40.0
kb,2485,-1,0,55.0
ai,1350,-1,0,58.0
ai,35874,1,0,80.0
ai,3099,0,0,64.0
ai,13685,0,0,60.0
ai,41414,0,0,79.0
ai,20115,2,0,72.0
fa,2288,0,0,58.0
ab,203,-1,0,60.0
ai,15035,0,0,64.0
ai,38555,0,0,104.0
ma,8514,1,0,5.0
ai,11997,0,0,61.0
ai,28672,1,0,67.0
ai,29263,2,0,71.0
ca,319,0,0,62.0
ai,7359,0,0,68.0
dnb,2847,0,0,37.33
i,54013,1,0,5.0
ai,38525,1,0,85.0
ka,501,-1,0,0.78
ka,501,-1,1,57.35
ka,501,-1,2,59.0
ac,13361,0,0,60.0
ac,4286,0,0,63.0
ai,2998,-1,0,74.0
ai,32015,0,0,55.0
fa,8126,0,0,29.0
fa,3248,1,0,54.0
ai,43681,0,0,40.0
ac,40863,0,0,98.0
ai,33700,-1,0,94.0
ai,35297,-1,0,74.0
dnb,2429,0,0,33.62
j,504,0,0,5.0
rh,16181,0,0,240.0
fa,4707,0,0,58.0
ai,7120,1,0,77.0
j,2433,0,0,106.0
ai,10351,0,0,62.0
ai,31503,-1,0,55.0
ac,6621,0,0,60.0
ai,24287,0,0,123.0
ac,5113,-1,0,56.0
ac,27974,0,0,67.0
ir,2583,0,0,120.0
ka,479,-1,0,49.0
ai,42251,0,0,59.0
ai,25049,1,0,146.0
ai,36837,1,0,118.0
rh,15135,0,0,180.0
ai,26541,-1,0,67.0
fa,10050,1,0,64.0
fa,6890,1,0,56.0
ka,532,-1,0,1.42
ka,532,-1,2,62.0
a,1155,-1,0,60.0
rh,4555,0,0,64.0
fa,2236,1,0,59.0
ai,7273,0,0,71.0
fa,1673,-1,0,37.0
ac,30561,-1,0,62.0
kb,2021,-1,0,60.0
rh,14024,0,0,88.0
ai,11894,3,0,71.0
i,34910,0,0,14.0
ac,32278,0,0,60.0
ac,16815,0,0,60.0
ai,20846,1,0,64.0
ai,14562,0,0,58.0
ac,24266,0,0,60.0
fa,1763,1,0,35.0
ke,331,-1,0,59.0
ac,17048,1,0,66.0
ai,38411,2,0,103.0
fa,2244,3,0,59.0
h,3423,-1,5,6.0
ai,3677,0,0,75.0
fa,3407,0,1,0.5
fa,3407,0,0,0.5
ai,21997,0,0,132.0
fa,3550,0,0,30.0
rh,7918,0,0,70.0
fa,2357,1,0,59.0
ac,134,0,0,16.0
ac,1646,-1,0,54.0
fa,10082,0,0,56.0
ai,23627,0,0,82.0
ai,15553,2,0,59.0
ac,22829,0,0,63.0
ac,23934,0,0,58.0
fa,7206,0,0,60.0
fa,1739,0,0,86.0
ai,16552,0,0,70.0
ai,2416,1,0,35.0
ac,16502,0,0,60.0
ai,16800,0,0,75.0
ai,6422,0,0,60.0
ai,27959,0,0,60.0
ka,21,0,0,29.0
ac,2153,0,0,66.0
ai,9421,0,0,66.0
ai,30201,1,0,55.0
ai,30294,-1,0,59.0
rh,14169,0,0,97.0
ai,783,0,0,71.0
fa,2220,0,0,59.0
ai,42115,1,0,58.0
fa,3094,1,1,1.0
ai,22756,0,0,102.0
ac,19660,0,0,66.0
ai,40409,1,0,50.0
ai,39235,0,0,72.0
fa,4968,0,0,79.0
fa,1202,-1,0,50.0
ai,42076,0,0,57.0
ka,2004,-1,0,78.0
ay,236,0,0,126.0
ac,20392,0,0,70.0
ai,38989,0,0,55.0
ai,42249,1,0,58.0
ai,6314,1,0,60.0
ai,2519,1,0,65.0
ai,20208,1,0,68.0
ai,28364,1,0,102.0
ai,38009,-1,0,70.0
ai,43352,1,0,60.0
ai,34545,-1,0,106.0
fa,9217,0,0,58.0
ai,13603,1,0,60.0
ac,26448,0,0,60.0
ai,16856,1,0,70.0
ai,34118,-1,0,54.0
ai,8247,0,0,61.0
ac,15573,0,0,60.0
ac,3866,0,0,75.0
fa,558,1,0,61.0
ac,2318,0,0,34.0
i,7500,-1,0,11.0
ai,35920,1,0,105.0
ay,1238,-1,0,30.0
ac,11068,0,0,64.0
ai,20909,1,0,60.0
dny,340,0,0,120.0
ai,30196,-1,0,43.0
ai,33709,0,0,142.0
ac,26123,0,0,68.0
ai,14311,1,0,65.0
ai,13164,1,0,62.0
ai,32946,0,0,117.0
ai,9525,0,0,60.0
ai,25026,1,0,143.0
dnb,6496,0,0,34.0
ac,24598,0,0,75.0
ac,39326,-1,0,77.0
fa,4840,0,0,59.0
dnb,1946,0,0,36.55
ka,2794,-1,0,59.0
i,34912,0,0,33.0
ai,4382,1,0,81.0
dnr,133,0,0,120.0
ai,23501,0,0,120.0
fa,5764,1,0,44.0
ai,8644,0,0,64.0
ac,16940,0,0,71.0
ai,31053,0,0,120.0
dnb,1211,0,0,30.0
ac,32767,-1,0,54.0
ai,16365,1,0,60.0
bm,1735,0,0,47.0
fa,11354,1,0,59.0
fa,12141,1,0,8.0
ai,3125,0,0,70.0
ai,6051,0,0,60.0
fa,9229,0,0,59.0
ai,28962,1,0,72.0
ac,21128,-1,0,60.0
ka,2459,0,0,12.0
md,1350,0,0,60.0
md,1350,0,1,1.0
ai,7402,0,0,60.0
ac,24285,0,0,64.0
ac,39870,-1,0,122.0
ac,42156,0,0,90.0
ac,36879,0,0,108.0
rh,676,0,0,59.0
ai,9006,0,0,76.0
fa,10929,-1,0,122.0
ai,33619,0,0,109.0
ai,6449,0,0,62.0
ac,42395,0,0,67.0
ir,824,0,0,5.0
ai,39231,0,0,101.0
ac,23243,0,0,56.0
mc,26789,0,0,40.0
rh,1609,0,0,64.0
dnb,3974,0,0,37.8
ai,24207,-1,0,27.0
fa,9307,2,0,55.0
ai,32923,0,0,88.0
dny,1353,0,0,100.0
ai,9268,0,0,60.0
ka,267,-1,0,77.08
ai,14043,0,0,60.0
ai,4145,-1,0,62.0
ai,37778,0,0,117.0
rl,4753,0,0,20.0
fa,7858,0,0,61.0
ma,5976,0,0,60.0
ac,16332,0,0,60.0
ac,24019,0,0,48.0
ai,8276,0,0,60.0
ai,4850,0,0,65.0
ai,27562,1,0,65.0
ac,18068,0,0,60.0
ac,25363,0,0,50.0
ai,39802,0,0,87.0
fa,1550,0,0,60.0
fa,2515,1,0,59.0
a,26653,0,0,55.0
ai,4358,1,0,209.0
fa,11569,0,0,30.0
ac,1943,0,0,63.0
ai,24458,0,0,93.0
ai,14252,0,0,70.0
fa,4779,0,0,59.0
kb,2102,-1,0,59.0
fa,7213,1,0,55.0
ai,19967,1,0,59.0
ai,37756,1,0,65.0
kd,46,-1,0,32.0
ai,401,0,0,88.0
ka,2124,0,0,116.0
ai,18077,0,0,60.0
ai,30332,0,0,41.0
ai,4530,1,0,73.0
ka,2579,0,0,58.0
fa,2293,0,0,59.0
fa,9965,0,0,58.0
ai,30624,0,0,168.0
ac,3087,0,0,65.0
kb,525,-1,0,119.0
ai,41225,0,0,86.0
fa,9331,1,0,58.0
ai,4207,0,0,56.0
ai,27512,1,0,116.0
fa,11521,1,0,151.0
fa,9386,1,0,29.0
dnb,4497,0,0,28.92
ai,5458,0,0,59.0
ma,8540,0,0,5.0
ac,29786,0,0,64.0
fa,1489,0,0,65.0
ai,10173,0,0,60.0
ai,26112,0,0,66.0
ai,36042,0,0,53.0
dnb,1183,0,0,60.0
rh,7897,0,0,61.0
ai,19141,-1,0,69.0
ai,6286,1,0,58.0
rh,9356,0,0,62.0
ac,24630,0,0,70.0
ai,7379,1,0,71.0
ai,577,0,0,60.0
fa,8026,0,0,58.0
fa,7290,0,0,64.0
ac,10764,0,0,60.0
ai,37174,0,0,45.0
ac,22117,0,0,77.0
fa,12249,0,0,89.0
ai,758,-1,0,60.0
fa,10920,0,0,13.0
ay,1219,0,0,73.0
fa,10898,-1,0,121.0
ai,39072,1,0,109.0
ai,5201,0,0,46.0
ac,34512,0,0,75.0
ai,1954,0,0,78.0
bo,921,-1,3,5.0
ai,32819,1,0,98.0
fa,4609,0,0,59.0
ai,10203,0,0,61.0
md,30613,0,0,60.0
ai,14550,0,0,47.0
dnb,3586,0,0,35.23
ai,7183,1,0,60.0
fa,4755,0,0,59.0
fa,1709,1,0,65.0
ac,34459,0,0,116.0
ac,35242,0,0,107.0
fa,1496,0,0,58.0
fa,305,0,0,72.0
ai,16445,1,0,64.0
ai,10944,0,0,60.0
ka,542,-1,0,0.5
ka,542,-1,1,61.0
ka,542,-1,2,62.0
kge,125,-1,0,38.0
ai,17758,0,0,59.0
ai,42745,0,0,13.0
ac,22323,0,0,60.0
ai,14293,1,0,55.0
ac,38002,0,0,126.0
ac,18245,0,0,70.0
ai,15353,1,0,63.0
ai,32868,1,0,60.0
ax,176,0,0,60.0
ai,43325,2,0,59.0
ai,31957,1,0,120.0
fa,10885,-1,0,89.0
ac,8625,0,0,68.0
ac,19568,0,0,67.0
ai,28673,0,0,63.0
ai,27453,1,0,96.0
ai,24929,0,0,98.0
ai,41385,0,0,125.0
ai,8562,0,0,60.0
ai,42217,1,0,50.0
ac,30771,1,0,64.0
ai,20000,0,0,56.0
kb,2052,-1,0,60.0
ay,756,0,0,120.0
dnb,1191,0,0,60.0
mc,30613,0,0,60.0
fa,1651,0,0,60.0
ai,30495,0,0,147.0
ac,12128,0,0,60.0
ac,4995,0,0,60.0
fa,7937,0,0,58.0
ai,35220,1,0,95.0
ai,10161,0,0,60.0
dnr,139,0,0,120.0
ac,15662,0,0,64.0
ai,37868,0,0,110.0
ai,20138,1,0,65.0
ai,25729,0,0,51.0
ka,2598,1,0,59.0
ac,9646,0,0,31.5
i,27384,0,0,12.0
ac,11020,0,0,60.0
ac,27773,0,0,60.0
fa,9397,-1,0,56.0
dnb,6090,0,0,36.0
ka,2573,0,0,1437.0
ai,11757,-1,0,60.0
ai,15773,1,0,65.0
ai,35195,0,0,88.0
ai,18602,1,0,52.0
ai,32822,0,0,124.0
fa,8718,1,0,58.0
ai,16257,0,0,62.0
fa,3349,0,1,0.5
fa,2653,0,0,37.0
ac,5969,0,0,78.0
i,9886,-1,0,60.0
bm,1600,0,0,62.0
ke,278,-1,0,58.0
fa,3303,0,1,0.5
dny,144,1,0,120.0
ai,43213,0,0,25.0
c,5851,0,0,84.0
ai,14419,4,0,54.0
ai,27351,0,0,91.0
fa,12321,1,0,89.0
dnb,1975,2,0,46.97
ka,2788,-1,0,44.0
ai,1300,-1,0,62.0
fa,11415,-1,0,59.0
ka,3126,-1,0,59.0
fa,10516,2,0,51.0
ai,15153,0,0,60.0
fa,7227,0,0,59.0
ai,2894,0,0,61.0
ac,31671,0,0,65.0
b,8843,-1,0,64.0
ac,42452,0,0,60.0
ac,7096,0,0,64.0
fa,1553,-1,0,59.0
fa,6928,0,0,12.0
ai,27459,1,0,60.0
ac,33831,0,0,68.0
ai,25699,0,0,64.0
fa,10905,-1,0,33.0
fa,7773,0,0,60.0
ai,7096,0,0,60.0
ai,9287,0,0,60.0
ai,32838,1,0,135.0
ac,27215,0,0,65.0
fa,11479,1,0,52.0
fa,4920,2,0,53.0
