kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,class,vetoes,flags_classify,koi_period,koi_depth,koi_depth_in_tess_band_ppm,pdc_depth_ppm,pdc_total_err_ppm,pdc_z,pdc_z_pop,pdc_ratio,sap_depth_ppm,sap_total_err_ppm,sap_z,sap_z_pop,sap_ratio,sap_minus_pdcsap_z,background_direction,pdc_odd_even_sigma,sap_odd_even_sigma,duration_verdict,z_duration,t14_ratio_observed,t14_ratio_expected_fixed_b,epoch_offset_minutes,epoch_offset_sigma,epoch_search_snr_best,pdc_n_transits,sap_n_transits,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_depth_reduction_spread_ppm,sap_depth_reduction_spread_ppm,pdc_sector_scatter_chi2_per_dof,ra,dec,shard
K08286.01,,9592621,270618175,tic_kic_crossid,CANDIDATE,not_measured,,,191.03728,1607,1537.1976,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,293.6839,46.265541,13
K00250.04,Kepler-26 e,9757613,164833065,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,46.827677,1537.7,1461.0512,3308.4552,2401.7164,0.7686778,0.10325893,2.2644347,1656.6471,1261.2746,0.15469612,0.038189696,1.1338734,-0.60890361,PDC_DEEPER_THAN_SAP,1.9909784,2.0427257,fixed_b,2.2830004,2.5,1.0206418,0,,1.4689385,3,3,"74,75,80,81,82",SPOC,120,,,1.9867606,284.94098,46.56654,13
K02012.01,Kepler-1052 b,9839821,271661839,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,34.85369,767.7,748.58508,-3506.9736,1696.0064,-2.5081528,-0.61632988,-4.684803,-2196.6121,1467.815,-2.0054383,-0.53002084,-2.9343519,,,,,inconclusive,,1.7328621,,0,,0.47966905,3,3,"40,41,54,81,82",SPOC,120,,,3.6694969,295.34271,46.602261,13
K02012.02,Kepler-1052 c,9839821,271661839,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,180.92173,742.4,714.94792,2201.4386,1681.8211,0.88329061,0.15019657,3.0791593,-2141.165,1302.9011,-2.1897757,-0.5787207,-2.9948546,,,,,duration_inconsistent,8.4022901,2.3518557,1.0183119,0,,2.1845323,2,2,"40,41,54,81,82",SPOC,120,591.88271,,4.9116711,295.34271,46.602261,13
K00398.01,Kepler-148 d,9946525,159171904,tic_kic_crossid_over_name_planet,CONFIRMED,consistent,,,51.84689,9636.3,9534.2954,8883.0827,2320.4791,-0.26596364,-0.49314216,0.93169788,5890.2194,1548.3693,-1.7995833,-0.48301202,0.61779284,-1.5493649,PDC_DEEPER_THAN_SAP,0.44199197,0.19871861,fixed_b,-0.1879226,0.9699187,0.99506344,23.846285,5.2769803,3.849635,2,2,"80,82",SPOC,120,244.96353,81.900252,0.1953569,289.78622,46.858791,13
K04460.01,,9947389,159300992,tic_kic_crossid,CANDIDATE,not_measured,,,284.72721,355.3,341.8672,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,80,82",SPOC,120,,,,290.14725,46.802872,13
K05749.01,,9994381,164455576,tic_kic_crossid,CANDIDATE,not_measured,,,281.95332,1039,1019.1032,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,41,53,54,55,80,81,82",SPOC,120,,,,282.93451,46.994869,13
K07982.01,,10011213,62917390,tic_kic_crossid,CANDIDATE,not_measured,,,376.37989,1140,1105.0452,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,82,SPOC,120,,,,291.60455,46.973289,13
K04898.01,,10065053,158488286,tic_kic_crossid,CANDIDATE,not_measured,,,409.87844,647.1,625.16265,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,82",SPOC,120,,,,287.34897,47.060982,13
K02271.01,Kepler-1168 b,10329469,158412890,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measurable,,,55.822477,879.6,838.67058,1847.2854,3111.1754,0.32413385,0.042024078,2.2026352,1463.9489,2059.2135,0.30352716,0.079127396,1.7455589,-0.14893289,PDC_DEEPER_THAN_SAP,,,fixed_b,1.9057101,2.3518557,1.0125065,0,,1.5220904,1,1,"80,81,82",SPOC,120,4.8846114,7.4991666,,287.2977,47.455441,13
K02958.01,,10597693,417659903,tic_kic_crossid,CANDIDATE,not_measurable,,,31.608437,331.6,320.41979,-54.947026,2907.0651,-0.12911639,-0.041810511,-0.1714845,255.81914,1186.5425,-0.054429599,-0.014963057,0.79838748,,,,0.024587347,inconclusive,,1.7866055,,0,,1.3102126,1,2,"80,81,82",SPOC,120,,43.313294,,290.9288,47.887249,13
K05825.01,,10737437,27183790,tic_kic_crossid,CANDIDATE,not_measurable,,,208.04714,287.5,277.40033,-2854.1785,1824.3898,-1.7152829,-0.40423798,-10.289024,-1083.6776,851.69944,-1.5928618,-0.42079935,-3.9065477,,,,,inconclusive,,2.5,,0,,1.8980101,1,2,"74,75,81,82,14,15,40,41,54,55","QLP,SPOC","120,1800,600",,,,294.28503,48.059448,13
K05850.01,,10991389,28449691,tic_kic_crossid,CANDIDATE,not_measured,,,303.22638,1464,1410.9447,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"76,82,83",SPOC,120,,,,298.29181,48.465691,13
K01863.01,Kepler-1673 b,11126381,377782148,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,33.788803,649.2,626.68841,-342.51326,395.11486,-2.4422126,-0.73258279,-0.54654475,-105.1508,348.28561,-2.0894333,-0.55505803,-0.16778802,,,2.7564369,2.1000134,inconclusive,,0.4,,0,,1.641921,9,9,"40,41,53,54,55,74,75,80,82,14,15","QLP,SPOC","120,1800",,,2.5242916,285.66711,48.719559,13
K04396.04,,11296045,26415442,tic_kic_crossid,CANDIDATE,not_measured,,,437.51586,,,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"14,15,40,41,54,55,74,75,80,81,82",QLP,"1800,200,600",,,,291.36188,49.02198,13
K08048.01,,11296205,26415413,tic_kic_crossid,CANDIDATE,not_measured,,,379.67276,253.9,245.94695,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,80,81,82",SPOC,120,,,,291.45468,49.043289,13
K02482.01,Kepler-1251 b,11403389,26583618,name_planet,CONFIRMED,not_measurable,,,45.09092,436.3,469.83705,-965.3512,1690.1076,-0.84888626,-0.22341238,-2.0546511,188.14646,1125.7254,-0.25004209,-0.066881445,0.40045046,,,0.74649152,1.1473363,inconclusive,,0.88499605,,0,,1.3136644,2,2,"81,82",SPOC,120,,,0.55724959,292.11517,49.256432,13
K08054.01,,11443757,48504540,tic_kic_crossid,CANDIDATE,not_measurable,,,43.908805,297.8,285.40418,1250.3944,497.77878,3.600286,0.53091384,4.3811357,1028.1727,690.76486,1.0743777,0.28240203,3.6025147,-0.2973055,PDC_DEEPER_THAN_SAP,2.9359521,0.37913971,fixed_b,-1.2713299,0.7368063,1.0180674,313.23747,2.390086,4.5529151,7,9,"74,75,80,82,14,15,26,40,41,54,55","QLP,SPOC","120,1800,600",415.16114,274.55818,5.2307706,285.08685,49.36282,13
K00773.01,Kepler-672 b,11507101,26491504,name_planet,CONFIRMED,not_measurable,,,38.377549,724.2,702.14658,,,,,,1505.7747,1265.3338,0.63476528,0.16614831,2.1445304,,,,,inconclusive,,,,0,,,0,1,"81,82",SPOC,120,,55.776942,,291.72202,49.480869,13
K01856.01,,11570749,27991192,tic_kic_crossid,CANDIDATE,not_measurable,,,46.299105,854.9,817.05076,61.38562,674.93145,-1.1172147,-0.3910783,0.07513073,-818.25945,605.25758,-2.694637,-0.71366237,-1.0014793,,,0.26562527,1.6564924,duration_inconsistent,3.3906595,1.8991445,0.98138834,0,,1.3243289,3,3,"74,75,76,81,82,83",SPOC,120,,,2.0497797,297.07861,49.502079,13
K00365.01,Kepler-538 b,11623629,28227113,name_planet,CONFIRMED,consistent,,,81.737872,628.8,602.36278,686.99545,130.23519,0.66999243,-0.43616192,1.1405011,646.36088,119.88716,0.36665728,0.084962627,1.0730425,-0.3779168,PDC_DEEPER_THAN_SAP,1.5736887,1.7174498,fixed_b,-1.8534449,0.88499605,1.0015056,33.407962,3.4535855,6.7067505,2,3,"14,15,41,54,55,74,76,81,82,83,56","QLP,SPOC","120,200",80.427593,80.949629,2.4764961,297.48691,49.623451,13
K00365.02,,11623629,28227113,name_planet,CANDIDATE,not_measurable,,,117.761,53.9,51.815114,242.94291,210.98467,0.90518502,0.17580826,4.6886496,182.7204,165.71503,0.78895377,0.20735726,3.526392,-0.47856991,PDC_DEEPER_THAN_SAP,,,fixed_b,-2.1856432,0.75965779,1.0082497,0,,1.7917521,2,2,"14,15,41,54,55,74,76,81,82,83,56","QLP,SPOC","120,200",145.15325,61.809993,2.9870421,297.48691,49.623451,13
K05939.01,,11868941,27082583,tic_kic_crossid,CANDIDATE,not_measurable,,,105.05339,176.7,171.27564,-1172.7662,3882.4261,-0.34616665,-0.083130227,-6.8472446,-1151.5074,3894.3147,-0.33965137,-0.089671532,-6.7231244,,,,,inconclusive,,2.4247968,,0,,2.4049473,1,1,"74,75,81,82,83,14,15,40,41,54,55,56","QLP,SPOC","120,1800,200,600",,,,294.35275,50.185989,13
K05949.01,,12009917,416281664,tic_kic_crossid,CANDIDATE,not_measurable,,,559.78559,274.8,267.30368,-998.33509,1248.1282,-1.0133893,-0.25314186,-3.7348348,-1056.6419,1268.3026,-1.0432338,-0.2755951,-3.9529644,,,,,inconclusive,,0.4,,0,,1.7167584,1,1,"74,75,80,81,82,14,15,40,41,53,54,55,56","QLP,SPOC","120,1800,200,600",,,,289.68549,50.409229,13
K01476.01,Kepler-1752 b,12406749,417655835,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,56.358799,2559.6,2685.6728,-949.00668,2498.1598,-1.4522409,-0.45106909,-0.353359,-25.021057,953.33759,-2.8076967,-0.74671622,-0.0093164949,-0.17271568,PDC_DEEPER_THAN_SAP,0.0097148892,0.098750314,inconclusive,,0.51071349,,0,,1.4376271,2,2,"76,80,81,82,83",SPOC,120,,,9.4379071e-05,290.85413,51.222809,13
K08241.01,,12647757,417655304,tic_kic_crossid,CANDIDATE,not_measured,,,490.63941,268.8,255.94847,,,,,,,,,,,,,,,inconclusive,,1.3993016,,0,,1.2998524,0,0,"74,75,76,80,81,82,83,14,40,41,53,54,55,56","QLP,SPOC","120,1800,200,600",,,,290.86276,51.701908,13
K02150.02,,3229150,122142810,name_planet,CANDIDATE,not_measured,,,44.705588,471.8,582.74811,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,289.84286,38.309601,14
K06343.01,,3548622,137633880,tic_kic_crossid,CANDIDATE,not_measured,,,569.45051,425.4,410.22885,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,74,SPOC,120,,,,292.47549,38.691311,14
K04385.02,Kepler-1600 b,3645438,137151630,name_planet,CONFIRMED,not_measured,,,386.37051,1336.4,1273.5808,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,291.39938,38.78775,14
K05004.01,,3751118,137688470,tic_kic_crossid,CANDIDATE,not_measured,,,103.36369,359.1,352.4021,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,74,SPOC,120,,,,292.5578,38.8503,14
K01215.02,Kepler-277 c,3939150,120961420,name_planet,CONFIRMED,not_measured,,,33.006318,278.1,269.87191,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,286.58316,39.077202,14
K01193.01,,3942446,121458200,tic_kic_crossid,CANDIDATE,not_measured,,,119.06249,5372.3,5883.2916,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,"80,81",SPOC,120,,,,287.88812,39.078709,14
K00392.01,Kepler-147 c,3942670,121458210,name_planet,CONFIRMED,not_measured,,,33.416055,275.8,293.59629,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,287.97577,39.087181,14
K01329.01,Kepler-819 b,4072526,139106010,name_planet,CONFIRMED,not_measured,,,33.199635,1112.5,1060.0313,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,295.37079,39.177212,14
K02728.01,Kepler-1326 b,4178606,184417260,name_planet,CONFIRMED,not_measured,,,42.352004,512.6,507.70713,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,296.22214,39.268959,14
K05067.01,,4478142,138972690,tic_kic_crossid,CANDIDATE,not_measured,,,219.93132,641,617.23187,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,295.1868,39.575691,14
K00815.01,,4544670,120684520,tic_kic_crossid,CANDIDATE,not_measurable,,,34.843986,4523.6,4826.4698,7632.0049,6422.8452,0.43645673,0.011886503,1.581281,2781.7551,3862.2903,-0.52823772,-0.1421186,0.57635398,-0.60775888,PDC_DEEPER_THAN_SAP,,,fixed_b,0.23006342,1.2383764,1.0736909,0,,1.9895663,1,1.0,"80,81",SPOC,120,888.99788,234.65642,,285.92001,39.624828,14
K06425.01,,4567118,138042110,tic_kic_crossid,CANDIDATE,not_measured,,,521.10826,244.7,237.07249,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,293.23929,39.691681,14
K06447.02,,4758350,138893020,tic_kic_crossid,CANDIDATE,not_measurable,,,91.649983,193.6,187.99325,1711.1762,920.56303,3.9849802,0.69055094,9.1023278,2259.0986,2635.1626,2.1177324,0.55656384,12.016913,-0.17184691,PDC_DEEPER_THAN_SAP,,,duration_inconsistent,7.9252171,2.4247968,1.0268863,0,0.0,3.5791359,3,3.0,"40,41,14,54,55,81,82","QLP,SPOC","120,1800,200,600",786.6759,2606.9062,1.9127425,294.93198,39.81242,14
K05084.01,Kepler-1625 b,4760478,184011870,name_planet,CONFIRMED,not_measured,,,287.37731,4376.9,4191.8268,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,295.42935,39.886539,14
K02971.02,,4770174,169457160,tic_kic_crossid,CANDIDATE,not_measurable,,,31.953368,106.1,106.39452,3295.5109,2142.5016,5.2337199,1.0043452,30.974441,2633.2019,1144.1873,7.2397978,1.9041789,24.749412,-1.1504697,PDC_DEEPER_THAN_SAP,19.424743,20.789446,tracks_b,-9.5621603,0.52655288,1.1090649,42.052608,0.2573907,16.75817,6,6.0,"75,14,54,55,81,82","QLP,SPOC","120,1800,200,600",2133.4576,1130.0127,179.66727,297.39371,39.829041,14
K05087.01,,4770798,169561190,tic_kic_crossid,CANDIDATE,not_measured,,,651.07431,153.7,147.68388,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,"75,14,54,55,81,82","QLP,SPOC","120,1800,200,600",,,,297.50919,39.88802,14
K00633.01,Kepler-630 b,4841374,138216190,name_planet,CONFIRMED,not_measured,,,161.47468,828.2,827.28582,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,293.42703,39.942429,14
K05101.01,,4915582,121947500,tic_kic_crossid,CANDIDATE,not_measurable,,,436.18813,118,114.22376,8761.8186,530.89964,27.059535,5.3824602,76.707496,8739.6449,537.62492,26.984671,7.1023224,76.51337,,,,,tracks_b,-7.247784,0.4,1.0778904,851.25,1.9073524,16.503719,1,1.0,"74,75,80,81,14,40,41,54,55","QLP,SPOC","120,1800,600",,,,289.35559,40.068352,14
K05110.01,,4953262,171101930,tic_kic_crossid,CANDIDATE,not_measurable,,,105.59047,292.4,292.71498,792.25099,607.74547,0.82014057,0.1295348,2.7065611,793.69172,413.87899,1.2047207,0.3161193,2.7114831,,,1.5658002,1.5054339,fixed_b,2.1828768,1.3572088,1.0230439,0,,2.705312,3,3.0,"75,14,15,41,54,55,81,82","QLP,SPOC","120,1800,200,600",444.80584,,3.2990853,298.76041,40.052792,14
K08253.01,,5098334,137215010,tic_kic_crossid,CANDIDATE,not_measurable,,,400.11482,113.4,108.62662,169.37124,910.70952,0.066492569,0.0012905419,1.5592056,1762.8712,937.48207,1.7593733,0.46371861,16.228722,,,,,fixed_b,-0.32967386,0.49535056,1.0023696,0,,0.65373757,1,1.0,"40,41,14,54,55,74,75,81,82","QLP,SPOC","120,1800,200,600",,,,291.52951,40.252918,14
K00638.02,Kepler-199 c,5113822,184090770,name_planet,CONFIRMED,not_measurable,,,67.093064,1254.2,1271.266,-457.28072,999.34452,-1.7259026,-0.53538318,-0.359705,-599.11905,1013.9357,-1.8407638,-0.48826553,-0.47127751,,,0.67248948,0.6270205,inconclusive,,1.2383764,,0,,0.14512469,2,2.0,"14,15,41,54,55,74,81,82",QLP,"1800,200,600",,,0.4522421,295.55942,40.236271,14
K03474.01,Kepler-1923 b,5213230,170346220,name_planet,CONFIRMED,not_measurable,,,52.60951,203.7,196.27755,1414.3616,1255.664,0.96997606,0.20068265,7.2059266,676.90748,664.18819,0.72338038,0.1901024,3.448726,-0.69803659,PDC_DEEPER_THAN_SAP,0.048328024,0.09172011,duration_inconsistent,5.9437926,2.2124901,1.0218017,0,,2.9232273,2,2.0,"74,75,81,82",SPOC,120,43.256486,56.881098,0.0023355979,298.0834,40.34621,14
K05196.01,,5734702,171505850,tic_kic_crossid,CANDIDATE,not_measured,,,392.47291,345.6,345.87328,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,"74,75,81,82,14,15,41,54,55","QLP,SPOC","120,1800,600",,,,298.92667,40.970451,14
K05213.01,,5954894,122296420,tic_kic_crossid,CANDIDATE,not_measurable,,,48.24555,60.5,58.174438,1161.5727,255.57283,8.4892374,1.5872921,19.967064,931.96242,217.73326,7.6766393,2.0182288,16.020136,1.2846436,SAP_DEEPER_THAN_PDC,2.6432952,3.3173003,fixed_b,2.2678114,2.3518557,1.0271283,-0.00825,8.6061676e-05,4.9148091,4,4.0,"40,41,74,75,80,82,14,54,55","QLP,SPOC,TESS-SPOC","120,1800,600",97.263694,22.103175,4.6465682,290.0495,41.250359,14
K00191.04,Kepler-487 c,5972334,139158700,name_planet,CONFIRMED,not_measured,,,38.65208,566.5,541.58622,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,295.28723,41.221958,14
K04550.01,Kepler-1653 b,5977470,184561610,name_planet,CONFIRMED,not_measured,,,140.25194,567.7,543.19171,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,296.45776,41.266022,14
K05228.01,,6036286,394173060,tic_kic_crossid,CANDIDATE,not_measured,,,546.53309,758,736.32364,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,"40,41,74,75,80,82,54,55","QLP,SPOC","120,600",,,,289.81567,41.396439,14
K05248.01,,6198670,122136740,tic_kic_crossid,CANDIDATE,not_measurable,,,179.25465,272.4,262.0979,2178.6392,1904.5162,1.0061426,0.21099184,8.3123105,719.86412,689.24336,0.66329551,0.17406662,2.7465467,-0.28042576,PDC_DEEPER_THAN_SAP,,,fixed_b,0.77076165,1.2011244,1.0288506,0,,2.575357,1,1.0,"80,82",SPOC,120,632.06495,166.65272,,289.82709,41.524811,14
K04715.01,,6264750,237190230,tic_kic_crossid,CANDIDATE,not_measurable,,,53.285584,158.6,158.60417,-728.03039,1015.9354,-0.87257716,-0.2147181,-4.5902349,-2798.5366,319.88466,-9.2283886,-2.4348128,-17.644786,,,0.39612442,8.0248063,inconclusive,,1.4426999,,0,,2.6964587,4,4.0,"74,80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",760.40357,,2.0702765,283.57269,41.695728,14
K07775.01,,6278670,394172650,tic_kic_crossid,CANDIDATE,not_measurable,,,89.945828,335.6,320.40355,2683.8273,2113.6468,2.6009921,0.44541532,8.3763968,1457.2222,1781.1855,1.2199646,0.31991043,4.5480837,-0.58692011,PDC_DEEPER_THAN_SAP,,,fixed_b,-0.62486566,0.88499605,1.0315422,-308.61,2.0540259,3.6008242,3,3.0,"74,75,80,82,14,40,41,54,55","QLP,SPOC","120,1800,600",1977.8714,1712.0425,5.1449513,289.72791,41.612289,14
K05264.01,,6346894,120421390,tic_kic_crossid,CANDIDATE,not_measured,,,52.690923,,,-15.603249,399.08799,,,,-154.28666,212.84761,,,,0.4387637,SAP_DEEPER_THAN_PDC,1.9075519,1.1002937,inconclusive,,1.4874442,,0,,0.30312108,4,4.0,"40,41,53,54,14,26,75,80,81","QLP,SPOC","120,1800,200",247.64484,,1.558951,285.14172,41.711552,14
K06697.01,,6368222,138097800,tic_kic_crossid,CANDIDATE,not_measured,,,82.970622,,,636.40188,1040.4534,,,,375.90962,1045.2528,,,,,,0.63459849,0.20072359,inconclusive,,1.6301767,,0,,1.2518644,3,3.0,"15,40,41,54,55,74,75,81,82",QLP,"1800,200,600",,,0.2715805,293.16202,41.735229,14
K03375.01,Kepler-1918 b,6779726,63214893,name_planet,CONFIRMED,not_measured,,,47.056333,762,738.51295,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,292.53055,42.214649,14
K05352.01,,7101726,158216280,tic_kic_crossid,CANDIDATE,not_measured,,,270.14302,,,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,286.19986,42.61301,14
K05360.01,,7132462,271964600,tic_kic_crossid,CANDIDATE,not_measurable,,,54.595746,135.8,131.52041,3044.0304,1782.4095,5.1888122,0.9795757,23.144927,1955.0478,1222.8807,4.1896345,1.1013825,14.864976,-0.46475836,PDC_DEEPER_THAN_SAP,,,fixed_b,-0.25817231,0.71464221,1.0455434,-232.06326,2.7795391,4.0424128,4,4.0,"74,75,81,82,14,15,54,55","QLP,SPOC","120,1800,600",1615.5308,1087.6004,5.1400547,295.8591,42.642189,14
K04358.01,,7191646,158927200,tic_kic_crossid,CANDIDATE,not_measured,,,106.95747,539.6,536.01883,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,80,SPOC,120,,,,289.08313,42.70414,14
K03014.01,Kepler-1411 b,7347246,158218590,name_planet,CONFIRMED,not_measured,,,86.116089,875.2,844.3299,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,286.36157,42.963921,14
K05413.01,,7690782,271048150,tic_kic_crossid,CANDIDATE,not_measured,,,428.37931,386.6,384.1246,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,"74,75,81,82",SPOC,120,,,,294.51031,43.322319,14
K00315.01,Kepler-1716 b,7700622,273035190,name_planet,CONFIRMED,not_measured,,,35.583497,937.6,891.0586,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,297.27188,43.333309,14
K05941.01,,11910670,416281813,tic_kic_crossid,CANDIDATE,not_measurable,,,44.706019,292,377.99856,27486.33,2380.5614,19.625499,3.897246,72.715435,-1576.9984,1849.8767,-1.0559396,-0.2789313,-4.1719693,,,4.4029605,0.99840333,fixed_b,-2.5477563,2.2124901,21.792268,-11.25,0.33511005,11.546155,2,3.0,"74,75,80,81,82,14,15,40,41,53,54,55,56","QLP,SPOC","120,1800,200,600",,,19.386062,289.65152,50.282619,14
K05954.01,,12105086,298897096,tic_kic_crossid,CANDIDATE,not_measurable,,,73.908995,100.5,98.01486,753.17258,584.96786,1.1192445,0.23305261,7.6842693,544.52677,409.03155,1.0901488,0.28695257,5.5555532,-0.79909991,PDC_DEEPER_THAN_SAP,1.3697364,1.3125414,fixed_b,0.79186276,1.3572088,1.0216298,0,,2.1771034,2,3.0,"41,53,54,55,74,75,80,81,82,15,26,56","QLP,SPOC","120,1800,200",370.14826,209.37653,1.8761778,288.05573,50.65369,14
K02004.01,Kepler-1047 b,12154526,299029323,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,56.188644,346.2,356.34475,877.21425,333.08478,2.3455242,0.22881523,2.461701,1078.4758,436.21369,2.7104191,0.70926667,3.0264954,1.3111391,SAP_DEEPER_THAN_PDC,0.23025636,1.93894,tracks_b,-15.767497,0.4,1.0409705,0,0.0,3.4798942,7,7.0,"74,75,80,81,82,14,26,41,53,54,55,56","QLP,SPOC","120,1800,200,600",217.7172,367.83292,0.20439629,288.64627,50.788979,14
K03260.01,Kepler-1447 b,12156174,416281317,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,56.674667,883.1,868.10491,-254.50733,1427.3473,-0.78576889,-0.24717499,-0.29317578,239.18342,628.71959,-0.99553964,-0.26564181,0.27552364,,,,1.1886513,inconclusive,,0.94074229,,0,,0.92356851,2,3.0,"41,53,54,55,75,80,81,82",SPOC,120,,2.5650242,0.18940332,289.64343,50.727089,14
K00622.01,,12417486,27687120,tic_kic_crossid,CANDIDATE,not_measured,,,155.04226,4880.9,4979.4078,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,"76,81,82,83",SPOC,120,,,,295.88028,51.26379,14
K05978.01,,12734110,299028117,tic_kic_crossid,CANDIDATE,not_measured,,,364.18129,469.5,446.90025,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0.0,,,,,,,288.71906,51.914211,14
K04931.01,,2019199,137637766,tic_kic_crossid,CANDIDATE,not_measured,,,579.81521,607,618.04834,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75",SPOC,120,,,,292.48621,37.404339,15
K00377.02,Kepler-9 c,3323887,120571842,tic_kic_crossid_over_name_planet,CONFIRMED,transit_not_recovered,,,38.907875,6159.1,6104.1501,-4976.1979,1609.8603,-6.7619304,-1.9537872,-0.81521552,-299.8014,351.64061,-13.743155,-3.6538726,-0.049114355,,,2.2726235,1.4950756,inconclusive,,0.91244354,,0,,-0.1151184,5,5,"14,80,81,40,41,53,54","QLP,SPOC","120,600",,,1.3721519,285.57397,38.400902,15
K04978.01,,3428127,120962288,tic_kic_crossid_over_position_tic,CANDIDATE,not_measured,,,339.18998,822,789.29535,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,81",SPOC,120,,,,286.59076,38.5583,15
K04626.01,,3539231,122142062,tic_kic_crossid,CANDIDATE,not_measured,,,91.95723,308.4,297.01076,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,80,81",SPOC,120,,,,289.90417,38.651371,15
K00492.02,,3559935,139036554,tic_kic_crossid_over_name_planet,CANDIDATE,not_measured,,,265.29617,608,586.35061,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,41,54,55,74,75,81,82",SPOC,120,,,,295.18292,38.654228,15
K08242.01,,3629119,120692691,tic_kic_crossid,CANDIDATE,not_measured,,,331.55459,288.7,277.78009,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,81",SPOC,120,,,,286.04395,38.708801,15
K01901.01,Kepler-1775 b,3629967,120892579,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,85.654248,476,458.38879,-374.50309,646.61448,-1.2869563,-0.37177201,-0.81699878,-189.08564,650.85223,-0.99395273,-0.26371097,-0.41250056,,,,,inconclusive,,0.9699187,,0,,1.2145198,2,2,"80,81,14,40,41,53,54","QLP,SPOC","120,1800,600",,,1.0617505,286.40231,38.738541,15
K03010.01,Kepler-1410 b,3642335,122450207,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,60.866097,714.3,666.15602,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,74,SPOC,120,,,,290.51019,38.743542,15
K05003.01,,3748239,351061327,tic_kic_crossid,CANDIDATE,not_measurable,,,112.95129,555.6,535.38153,3378.36,1672.2598,3.5297554,0.57504092,6.3101915,2127.8939,651.97107,3.9631034,1.0386652,3.9745374,-1.5090569,PDC_DEEPER_THAN_SAP,,,fixed_b,2.4594084,1.6301767,1.0375082,-471.28284,1.8539328,4.8031841,3,3,"74,75,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",1517.1486,135.35534,0.51529296,291.78705,38.863152,15
