kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,class,vetoes,flags_classify,koi_period,koi_depth,koi_depth_in_tess_band_ppm,pdc_depth_ppm,pdc_total_err_ppm,pdc_z,pdc_z_pop,pdc_ratio,sap_depth_ppm,sap_total_err_ppm,sap_z,sap_z_pop,sap_ratio,sap_minus_pdcsap_z,background_direction,pdc_odd_even_sigma,sap_odd_even_sigma,duration_verdict,z_duration,t14_ratio_observed,t14_ratio_expected_fixed_b,epoch_offset_minutes,epoch_offset_sigma,epoch_search_snr_best,pdc_n_transits,sap_n_transits,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_depth_reduction_spread_ppm,sap_depth_reduction_spread_ppm,pdc_sector_scatter_chi2_per_dof,ra,dec,shard
K07729.01,,5460434,138969005,tic_kic_crossid,CANDIDATE,not_measurable,,,50.563697,50.5,50.659722,76.457236,204.81609,0.12560642,-0.00010206097,1.5092313,73.145601,167.09963,0.13400812,0.034659392,1.4438611,0.023719654,SAP_DEEPER_THAN_PDC,,,duration_inconsistent,5.4131773,2.4247968,1.0040153,0,,1.7227316,4,4,"40,41,14,15,54,55,75,74,81,82","QLP,SPOC,TESS-SPOC","120,1800,200,600",177.39345,137.13502,0.24637357,295.19501,40.670841,2
K05188.01,,5650930,171974705,tic_kic_crossid,CANDIDATE,not_measured,,,455.1955,293.6,284.07149,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"41,74,75,81,82,14,15,54,55","QLP,SPOC","120,1800,600",,,,299.28336,40.834389,2
K07735.01,,5687986,120496643,tic_kic_crossid,CANDIDATE,not_measurable,,,382.30306,225.6,221.6374,1605.9999,338.30138,8.40997,1.4068209,7.2460692,1584.6433,341.46363,8.2021572,2.1536546,7.1497108,,,1.348203,0.85240462,fixed_b,-0.68942787,0.67229415,1.0363294,-397.35,0.63485094,4.7472462,3,3,"80,81,14,26,40,41,53,54","QLP,SPOC","120,1800,600",,,2.7413417,285.36993,40.907429,2
K00148.03,Kepler-48 d,5735762,171882123,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,42.89645,555.3,529.59473,930.78306,467.25895,1.1172639,0.023607016,1.7575384,541.41257,239.86642,0.049470002,0.0079899375,1.0223149,-1.8742857,PDC_DEEPER_THAN_SAP,1.0798815,0.29785847,duration_inconsistent,6.0067937,1.4426999,1.0066911,0,,2.6870134,3,4,"74,75,81,82,14,41,54,55","QLP,SPOC","120,1800,600",244.67126,71.647941,2.6560693,299.13922,40.94902,2
K00303.01,Kepler-517 b,5966322,138297129,tic_kic_crossid_over_name_planet,CONFIRMED,consistent,duration_not_fixed_b,,60.928189,755.6,725.07098,709.50739,204.04687,-0.074294261,-0.41127375,0.97853508,650.25725,137.92918,-0.49922248,-0.14199457,0.89681876,-0.64306595,PDC_DEEPER_THAN_SAP,0.4862487,1.4668409,tracks_b,-5.2003429,0.75965779,0.99973781,0,0.0,4.2426601,3,3,"40,41,54,55,74,75,81,82,14","QLP,SPOC","120,1800",116.9131,5.8431168,0.19587092,293.67532,41.295361,2
K05227.01,,6034834,121945246,tic_kic_crossid,CANDIDATE,not_measured,,,371.56492,375.5,362.30322,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,41,74,75,80,82",SPOC,120,,,,289.34515,41.36478,2
K05230.01,,6043490,137410374,tic_kic_crossid,CANDIDATE,not_measurable,,,330.73811,333.3,319.15833,2496.4995,765.10561,6.2658206,1.0617051,7.8221349,1323.0788,444.87786,3.9918068,1.0463811,4.145525,-1.8572035,PDC_DEEPER_THAN_SAP,,,tracks_b,-3.0681627,0.61343045,1.0298609,124.93001,0.71506993,3.3510473,1,1,"74,75,81,82,14,40,41,54,55","QLP,SPOC","120,1800,600",174.285,192.63728,,292.16544,41.329342,2
K05254.01,,6266866,120318394,tic_kic_crossid,CANDIDATE,not_measurable,,,232.91614,64.8,62.555272,160.23167,116.18339,0.83831768,0.12714512,2.5614416,-70.775751,110.46454,-1.2032071,-0.31858128,-1.1314115,,,,,fixed_b,1.0474005,1.8420157,1.0046263,0,,1.7246505,1,1,"40,41,53,54,80,81,14,26,74","QLP,SPOC","120,1800,200",27.156749,,,284.59164,41.639271,2
K00415.01,,6289650,138099073,tic_kic_crossid,CANDIDATE,not_measured,,,166.78766,4764.2,4574.5607,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,81,82",SPOC,120,,,,293.30606,41.606369,2
K05266.01,,6347890,120576995,tic_kic_crossid,CANDIDATE,not_measured,,,37.715083,,,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,285.62076,41.73806,2
K05278.01,,6372194,377912610,tic_kic_crossid,CANDIDATE,not_measured,,,281.59216,9312,9165.1171,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,294.33594,41.747532,2
K00855.01,Kepler-706 b,6522242,137342468,tic_kic_crossid,CONFIRMED,consistent,,pdc_deeper_than_sap,41.408317,22838.9,22041.775,29271.593,3776.0921,2.0502947,-0.37053685,1.3280053,11280.091,1446.1815,-4.867812,-1.3001227,0.51175964,-6.1088174,PDC_DEEPER_THAN_SAP,,,fixed_b,-0.15096787,1,1.0209294,-25.152106,19.764535,7.8399276,1,1,"81,82",SPOC,120,564.52096,87.646097,,291.76041,41.944069,2
K03374.02,,6705026,271752712,tic_kic_crossid_over_name_planet,CANDIDATE,not_measurable,,,34.108656,133.8,129.65805,1907.0426,1169.568,1.5195948,0.32983703,14.708247,2160.3998,456.87168,11.966457,3.1461802,16.662289,-0.24210611,PDC_DEEPER_THAN_SAP,0.20668003,2.4256725,duration_inconsistent,5.6155742,1.7328621,1.0332051,0,,2.2941102,3,3,"74,75,81,82",SPOC,120,200.01359,161.23643,0.66172946,295.40979,42.150829,2
K05344.01,,7018210,158216313,tic_kic_crossid,CANDIDATE,not_measurable,,,445.35125,420.4,408.95105,-2584.5882,1757.8697,-1.7024502,-0.41063549,-6.3200429,-4850.6507,1742.7218,-3.0171631,-0.79621075,-11.861201,,,,,inconclusive,,0.54288352,,0,,1.7014372,1,1,"74,75,80,81,14,40,41,53,54,55","QLP,SPOC","120,1800,600",,,,286.35242,42.58577,2
K05358.01,,7125794,270862960,tic_kic_crossid,CANDIDATE,not_measurable,,,126.58606,124.9,125.70831,-370.08129,935.37444,-0.52995448,-0.13496733,-2.9439684,-502.53373,881.36185,-0.71267272,-0.18826661,-3.9976174,,,,,inconclusive,,2.2811088,,0,,1.5815489,1,1,"74,75,81,82,14,15,40,41,54,55","QLP,SPOC","120,1800,600",,,,294.15234,42.61898,2
K01739.01,,7199906,63004445,tic_kic_crossid,CANDIDATE,not_measured,,,220.65651,,,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,291.65009,42.700779,2
K03443.01,Kepler-1503 b,7288306,270705307,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,96.169569,894.5,854.50169,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,293.72717,42.806759,2
K00880.02,Kepler-82 c,7366258,63372898,name_planet,CONFIRMED,not_measurable,,,51.53998,3644.3,3490.6135,6275.4394,1807.7579,2.0057014,0.058205753,1.7978042,2162.0329,687.46563,-1.4879167,-0.39939747,0.61938479,-2.7474888,PDC_DEEPER_THAN_SAP,0.34460177,0.47647042,fixed_b,1.8928753,2.2124901,1.0181113,-32.022598,3.802666,3.5833937,5,5,"40,41,54,55,74,75,81,82",SPOC,120,448.43204,165.28053,0.78978128,292.87338,42.966141,2
K05388.01,,7416306,123125465,tic_kic_crossid,CANDIDATE,not_measurable,,,137.39619,155.4,151.24668,1289.9787,974.36816,2.8128337,0.48297703,8.528972,256.61082,346.9714,0.30337543,0.079023385,1.6966377,-3.6467526,PDC_DEEPER_THAN_SAP,3.0668145,0.23720637,fixed_b,1.0059181,1.8420157,1.0301752,176.02956,0.49374404,3.7905753,2,2,"74,80,81,14,40,41,53","QLP,SPOC","120,1800,600",913.00656,129.53959,9.4053514,280.52133,43.077068,2
K01848.01,Kepler-978 b,7430034,158317637,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,49.622067,505.5,535.38322,54.041451,385.75257,-1.2441778,-0.43997113,0.10093976,-71.294661,312.93616,-1.930133,-0.51285382,-0.13316566,-1.1308498,PDC_DEEPER_THAN_SAP,0.98096909,1.2366777,fixed_b,-0.3141051,0.48044977,0.88885978,0,,1.9214963,3,4,"74,75,80,81,82,14,26,40,41,53,55","QLP,SPOC","120,1800,600",17.02998,59.651665,2.2670033,286.71072,43.043449,2
K02524.01,Kepler-1268 b,7515762,158630552,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,40.9905,297.3,286.3411,-790.53969,4082.0552,-0.26380327,-0.067559991,-2.7608321,240.96074,596.00149,-0.076070928,-0.021144016,0.84151642,-1.2499214,PDC_DEEPER_THAN_SAP,,,inconclusive,,2.5,,0,,0.46287495,1,1,"80,81",SPOC,120,,43.542174,,287.83847,43.153229,2
K05408.01,,7631138,273772533,tic_kic_crossid,CANDIDATE,not_measurable,,,415.74878,463.7,443.16061,-1293.7848,1986.4861,-0.87390455,-0.22272329,-2.919449,-827.34547,840.27343,-1.507429,-0.39872289,-1.8669202,,,,,inconclusive,,1.6301767,,0,,1.6401263,1,1,"74,75,81,82,14,15,41,54,55","QLP,SPOC","120,1800,600",517.32647,,,298.03403,43.228271,2
K04105.01,,7758018,270524335,tic_kic_crossid,CANDIDATE,not_measured,,,363.41165,961.7,933.55815,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,81,SPOC,120,,,,293.53253,43.406151,2
K00686.01,,7906882,272716963,tic_kic_crossid,CANDIDATE,consistent,odd_even_significant;duration_not_fixed_b,pdc_deeper_than_sap,52.513549,14252.3,14101.08,15256.77,1345.4226,0.77696133,-0.96134716,1.0819575,5878.7513,3333.5577,-1.536936,-0.40928091,0.41690077,-14.343916,PDC_DEEPER_THAN_SAP,0.36994294,3.6695256,tracks_b,-3.6182863,0.83255321,1.0066275,-0.0196458,0.021563236,20.269633,3,3,"74,75,81,82,14,15,41,54,55","QLP,SPOC","120,1800,600",1115.1763,3310.4924,1.4295974,296.84076,43.647121,2
K01581.02,Kepler-896 b,7939330,123490277,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,144.55163,1035.2,1075.3336,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,80,81",SPOC,120,,,,282.43918,43.734482,2
K02338.01,Kepler-1196 b,8099138,63210324,name_planet,CONFIRMED,not_measurable,,,66.184365,560.5,578.38811,-2949.6664,3635.5643,-0.97036242,-0.23710959,-5.0998046,-1377.0889,1596.848,-1.2241549,-0.32364896,-2.380908,,,,,inconclusive,,2.4247968,,0,,0.73434365,1,1,"81,82",SPOC,120,,,,292.36957,43.910809,2
K02762.01,Kepler-1341 b,8210018,123126460,tic_kic_crossid_confirms_name_planet,CONFIRMED,not_measured,,,132.99555,1275.4,1269.3316,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,80",SPOC,120,,,,280.51175,44.159351,2
K01910.01,Kepler-1010 b,8226050,158989909,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,34.268574,699.3,691.50138,,,,,,1267.0014,1346.4139,0.42724754,0.11151507,1.8322472,,,,,inconclusive,,1.6301767,,0,,1.2530526,0,1,"74,75,81",SPOC,120,,60.292092,,289.19263,44.149319,2
K01726.01,Kepler-942 b,8242434,271349932,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,44.964075,811.6,771.24088,1019.4763,325.87633,0.86180074,-0.16156161,1.3218649,1249.7835,254.4074,2.2986546,0.59545647,1.620484,0.14132968,SAP_DEEPER_THAN_PDC,1.5096715,2.0344731,duration_inconsistent,7.6854873,1.5811388,1.0037148,-0.029886,0.0023021601,3.8083894,5,5,"40,54,55,74,75,81,82,14,15","QLP,SPOC","120,1800",185.83931,49.1709,2.4029505,294.95511,44.149818,2
K04037.01,,8264402,185058067,tic_kic_crossid,CANDIDATE,not_measurable,,,215.95601,392.7,420.97531,-1104.0193,549.48682,-2.7715672,-0.71304005,-2.6225275,-508.3593,280.8077,-3.2925259,-0.8716641,-1.2075751,,,,,inconclusive,,2.5,,0,,2.7365996,1,1,"41,74,75,81,82,14,15,54,55","QLP,SPOC","120,1800,600",,,,300.94568,44.164688,2
K08275.01,,8329346,240193994,tic_kic_crossid,CANDIDATE,not_measured,,,389.87582,2134,2085.3112,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,300.69672,44.298409,2
K02624.01,Kepler-1294 b,8429314,159721015,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,115.68634,945.9,913.01638,82353.407,7329.7633,38.911898,7.7772143,90.199266,4384.2222,378.23123,13.81065,3.6222685,4.8019097,-17.66272,PDC_DEEPER_THAN_SAP,,,duration_inconsistent,11.435676,2.5,1.2423526,162.7407,2.6518102,13.747486,1,1,"81,82",SPOC,120,4223.7578,3.6730313,,291.2681,44.48819,2
K05518.01,,8439618,271429577,tic_kic_crossid,CANDIDATE,not_measured,,,558.21886,1539.4,1478.55,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"81,82",SPOC,120,,,,295.06573,44.477032,2
K02529.02,Kepler-436 b,8463346,185408817,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,64.001967,1112.5,1106.0957,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,301.72076,44.41206,2
K00245.01,Kepler-37 d,8478994,164652245,tic_kic_crossid_over_name_planet,CONFIRMED,consistent,duration_not_fixed_b,,39.792201,610.4,583.60793,577.94337,83.429434,-0.063797103,-0.76806771,0.99029389,574.5528,43.617304,-0.17166449,-0.070033484,0.98448422,-1.5794553,PDC_DEEPER_THAN_SAP,0.38370708,1.3319384,tracks_b,-4.0752901,0.80750893,0.99989382,-22.347864,4.2114468,13.082382,5,5,"14,40,41,53,54,55,75,81,82,26","QLP,SPOC","120,1800",70.77318,0.72942179,6.4598607,284.05954,44.518215,2
K00245.04,Kepler-37 e,8478994,164652245,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,51.206903,,,63.227966,37.202295,,,,50.336187,32.498552,,,,-0.27993767,PDC_DEEPER_THAN_SAP,1.1545135,0.25833236,inconclusive,,1.958045,,0,,2.2857782,3,3,"14,40,41,53,54,55,75,81,82,26","QLP,SPOC","120,1800",15.339544,9.1678324,2.6091093,284.05954,44.518215,2
K05528.01,,8507586,272272509,tic_kic_crossid,CANDIDATE,not_measurable,,,201.62179,480,462.99375,16375.617,5498.34,8.7308751,1.6863481,35.36898,2422.3763,2074.7669,0.94311804,0.24821495,5.2319849,-2.4259059,PDC_DEEPER_THAN_SAP,,,fixed_b,1.0714803,1.4874442,1.1003288,856.42097,2.8905651,3.6116302,1,1,"81,82",SPOC,120,3110.2038,894.87533,,296.19122,44.542122,2
K02992.01,,8509442,272607420,tic_kic_crossid,CANDIDATE,not_measured,,,82.659517,1270.7,1234.8643,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,,,,,,,296.73724,44.50148,2
K05545.01,,8570210,271770120,tic_kic_crossid,CANDIDATE,not_measured,,,541.04472,181.5,175.24883,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,74,75,81,82,14,15,54,55","QLP,SPOC","120,1800,600",,,,295.59698,44.613892,2
K03946.01,Kepler-1533 b,8636434,271970605,tic_kic_crossid_over_name_planet,CONFIRMED,not_measured,,,308.54442,586.8,566.93516,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"74,75,81,82,14,15,41,54,55","QLP,SPOC","120,1800,600",,,,295.97556,44.713451,2
K01261.01,Kepler-799 b,8678594,158419284,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,133.461,5032.9,4840.3215,6504.7926,2023.8727,0.93770419,-0.15415573,1.3438761,3590.4823,909.22247,-1.1568317,-0.31381401,0.74178592,-2.223832,PDC_DEEPER_THAN_SAP,,,fixed_b,-2.8099955,0.78321801,1.0101974,-57.544499,3.7589385,3.3091051,1,1,"81,82",SPOC,120,481.64669,37.969006,,287.1749,44.878571,2
K01268.01,,8813698,159177369,tic_kic_crossid,CANDIDATE,not_measured,,,268.9411,9010.2,9026.9574,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"80,81,82",SPOC,120,,,,289.88962,45.005669,2
K03088.02,,9020114,159647219,tic_kic_crossid_over_name_planet,CANDIDATE,not_measurable,,,67.87666,389.2,374.98536,1560.5984,3322.2598,0.35683286,0.067447804,4.1617584,502.2186,1169.9931,0.10865714,0.027932542,1.3393019,-0.30061771,PDC_DEEPER_THAN_SAP,,,fixed_b,1.7108907,2.2811088,1.0184431,0,,1.034584,1,1,"40,41,55",SPOC,120,,105.26484,,291.16437,45.318291,2
K04253.01,,9202434,164555327,tic_kic_crossid,CANDIDATE,not_measured,,,173.25784,687,823.71213,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"75,80,81,82",SPOC,120,,,,283.72552,45.676849,2
K02162.01,Kepler-1126 b,9205938,352013661,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,108.59311,338.2,324.81751,-1721.8707,1148.8656,-1.7811606,-0.43415486,-5.3010403,-2068.0924,524.06846,-4.5620197,-1.2044856,-6.3669362,,,,,inconclusive,,0.51071349,,0,,1.5432744,1,2,"74,75,80,82",SPOC,120,,,,285.69199,45.689388,2
K02162.02,Kepler-1126 c,9205938,352013661,tic_kic_crossid_over_name_planet,CONFIRMED,not_measurable,,,199.66876,251.9,241.95694,350.9314,618.95293,0.1759468,-0.0053444539,1.4503878,1029.3353,415.78384,3.4934625,0.91584808,4.2542084,0.93554904,SAP_DEEPER_THAN_PDC,3.2651839,0.89837288,fixed_b,1.9327676,1.4426999,1.002914,0,,0.85644928,2,2,"74,75,80,82",SPOC,120,,173.64088,10.661426,285.69199,45.689388,2
K05639.01,,9210738,158728937,tic_kic_crossid,CANDIDATE,not_measurable,,,279.21957,333.5,326.61885,793.10472,760.85591,0.61220677,0.088637728,2.428227,1271.5901,613.73845,2.724345,0.71393895,3.8931927,0.60782447,SAP_DEEPER_THAN_PDC,,,duration_inconsistent,8.2422925,2.5,1.0145458,0,,2.0309516,2,2,"74,75,80,81,82,14,15,40,41,53,54,55","QLP,SPOC","120,1800,600",448.72007,103.8578,0.58734673,288.40182,45.677029,2
K05644.01,,9224514,270956244,tic_kic_crossid,CANDIDATE,not_measured,,,378.93139,,,,,,,,,,,,,,,,,inconclusive,,,,0,,,0,0,"40,74,75,81,82",QLP,"200,600",,,,294.26019,45.69408,2
